id,segcode,bmp,emp,year
55710,002460,66.044,73.436,2012
55711,002460,73.436,77.858,2012
55712,002460,77.858,78.236,2012
55713,002460,78.236,78.507,2012
55714,002460,78.507,79.285,2012
55715,002460,99.335,100,2012
55716,002460,100,101.2,2012
55717,002460,101.2,107.1,2012
55718,002460,107.1,107.7,2012
55719,002460,107.7,111.287,2012
55720,002460,111.287,115.5,2012
55721,002460,115.5,120.129,2012
55722,002460,120.129,125.472,2012
55723,002460,125.472,131.121,2012
55724,002460,131.121,135.38,2012
55725,002460,135.38,135.83,2012
55726,002460,136,136.458,2012
55727,002460,136.458,140.488,2012
55728,002460,140.488,141.132,2012
55729,002460,141.132,142.694,2012
55730,002460,142.694,148.556,2012
55731,002460,148.556,149.549,2012
55732,002460,149.549,149.77,2012
55733,002460,149.77,155.084,2012
55734,002470,24.67,24.917,2012
55735,002470,24.917,31.5,2012
55736,002470,31.5,38.3,2012
55737,002470,38.3,47,2012
55738,002470,47,53.3,2012
55739,002470,53.3,59.62,2012
55740,002470,59.62,60.06,2012
55741,002470,60.06,68.606,2012
55742,002480,0,7.991,2012
55743,002480,7.991,14.75,2012
55744,002480,14.75,21.5,2012
55745,002480,21.5,28.386,2012
55746,002490,0,0.759,2012
55747,002490,0.759,6.063,2012
55748,002490,6.063,7.204,2012
55749,002490,7.204,7.842,2012
55750,002490,7.842,11.444,2012
55751,002490,11.444,12.42,2012
55752,002500,15.15,21,2012
55753,002500,21,30.6,2012
55754,002500,30.6,37.8,2012
55755,002500,37.8,45,2012
55756,002500,45,51.875,2012
55757,002500,51.875,59.25,2012
55758,002500,59.25,66.5,2012
55759,002500,66.5,73.75,2012
55760,002500,73.75,82,2012
55761,002500,82,88.2,2012
55762,002500,88.2,89.765,2012
55763,002500,89.765,96.25,2012
55764,002500,96.25,102.579,2012
55765,002500,102.579,108,2012
55766,002500,108,113.588,2012
55767,002500,113.588,116.35,2012
55768,002500,116.35,126.32,2012
55769,002500,126.32,135.1,2012
55770,002500,135.1,135.645,2012
55771,002510,0,4.33,2012
55772,002510,4.33,6.857,2012
55773,002510,6.857,13.614,2012
55774,002520,0,9.133,2012
55775,002530,0,0.992,2012
55776,002540,0,1.022,2012
55777,002710,4.709,4.847,2012
55778,002850,0,0.701,2012
55779,002850,0.701,1.336,2012
55780,004140,1.43,1.478,2012
55781,004635,0,0.794,2012
55782,004635,0.794,0.94,2012
55783,005100,0,15.898,2012
55784,005320,0,1,2012
55785,005320,1,2.735,2012
55786,005320,3.23,4.4,2012
55787,005320,4.4,4.7,2012
55788,005320,4.7,5.6,2012
55789,005320,5.6,11.1,2012
55790,005320,11.1,16.319,2012
55791,005510,100,106.174,2012
55792,005510,106.174,112.176,2012
55793,005510,112.176,114.091,2012
55794,005510,114.091,117.43,2012
55795,005510,117.43,126.387,2012
55796,005510,126.387,131.007,2012
55797,005510,131.007,131.844,2012
55798,005510,131.844,132.56,2012
55799,005510,132.56,133.075,2012
55800,005659,9.97,10,2012
55801,005660,85.248,90.914,2012
55802,005670,95.206,100,2012
55803,005700,92.902,95.206,2012
55804,005920,0,0.211,2012
55805,006047,0,0.27,2012
55806,006416,344.767,344.885,2012
55807,006416,344.885,345.017,2012
55808,006418,0.5,0.67,2012
55809,006780,0,0.125,2012
55810,006780,0.375,2.198,2012
55811,006800,0,0.13,2012
55812,007351,47.25,48.131,2012
55813,007351,48.131,48.505,2012
55814,007351,48.505,49.681,2012
55815,007352,47.28,48.131,2012
55816,007352,48.131,48.358,2012
55817,007352,48.358,49.594,2012
55818,007356,199.27,201.684,2012
55819,007580,47.025,48.021,2012
55820,007580,48.021,49.252,2012
55821,007630,0,0.129,2012
55822,007995,57.179,58.96,2012
55823,007995,58.96,62.77,2012
55824,008339,14.781,20.28,2012
55825,008605,263.825,266.102,2012
55826,008605,266.102,267.437,2012
55827,008605,267.437,269.648,2012
55828,008605,269.648,273.735,2012
55829,008619,90.914,92.902,2012
55830,008641,87.523,88.3,2012
55831,008641,88.3,89.5,2012
55832,008641,89.5,91.176,2012
55833,015868,16.154,16.766,2012
55834,015909,473.589,475.736,2012
55835,015912,44.645,47.303,2012
55836,015914,16.18,19.295,2012
55837,015993,13.782,14.406,2012
55838,015993,14.406,14.652,2012
55839,015998,4.55,4.82,2012
55840,015999,56.79,57.34,2012
55841,016002,40.92,41.4,2012
55842,016002,42.91,43.42,2012
55843,016012,518.34,519.14,2012
55844,016038,14.95,16.03,2012
55845,016038,17.01,17.83,2012
55846,016038,19.01,19.37,2012
55847,016039,481.56,481.84,2012
55848,016039,483.73,484.363,2012
55849,016040,48.63,49.12,2012
55850,016297,0.01,0.05,2012
55851,016377,30.078,30.642,2012
55852,016410,2.735,3.123,2012
55853,017876,41.498,41.894,2012
55854,019445,100.146,100.186,2012
55855,020053,105.259,105.403,2012
55856,025238,0.125,0.375,2012
55857,025246,34.572,34.638,2012
55858,025275,86.428,86.899,2012
55859,025275,87.425,87.588,2012
55860,025310,50.83,50.978,2012
55861,025367,41.894,47.025,2012
55862,025443,536.816,537.8,2012
55863,025443,537.8,538.54,2012
55864,025644,100.931,107.119,2012
55865,025777,475.869,476.001,2012
55866,026811,25.196,26.65,2012
55867,027270,100,100.061,2012
55868,027614,508.365,509.88,2012
55869,030482,10,10.034,2012
55870,030483,10,10.039,2012
55871,030838,45.44,45.509,2012
55872,030860,521.862,525.627,2012
55873,030861,521.76,521.862,2012
55874,030861,521.862,522.223,2012
55875,030881,103.821,105.259,2012
55901,001010,0,6.3,2011
55902,001010,6.3,12.6,2011
55903,001010,12.6,17.612,2011
55904,001010,17.612,26.349,2011
55905,001010,26.349,26.71,2011
55906,001010,26.71,27.614,2011
55907,001010,27.614,28.3,2011
55908,001010,28.3,28.475,2011
55909,001010,28.475,36.016,2011
55910,001010,36.016,38.715,2011
55911,001010,38.715,41.331,2011
55912,001010,41.331,41.78,2011
55913,001010,41.78,42.197,2011
55914,001010,42.197,43.8,2011
55915,001010,43.8,44.457,2011
55916,001010,44.457,44.739,2011
55917,001010,44.739,45.981,2011
55918,001010,45.981,46.808,2011
55919,001010,46.808,48.54,2011
55920,001010,48.54,49.15,2011
55921,001010,49.15,49.271,2011
55922,001010,49.271,49.728,2011
55923,001010,49.728,50.205,2011
55924,001010,50.205,50.511,2011
55925,001010,50.511,51.197,2011
55926,001010,51.197,51.827,2011
55927,001010,51.827,54.83,2011
55928,001010,54.83,60.154,2011
55929,001010,60.154,70.15,2011
55930,001010,70.15,76.25,2011
55931,001010,76.25,82.337,2011
55932,001010,82.337,90.023,2011
55933,001010,90.023,94.608,2011
55934,001010,94.608,94.749,2011
55935,001010,94.749,103.51,2011
55936,001010,103.51,109.086,2011
55937,001010,109.086,114.467,2011
55938,001010,114.513,121.189,2011
55939,001010,121.189,128.053,2011
55940,001010,128.053,129.034,2011
55941,001010,129.034,129.901,2011
55942,001010,129.901,132.28,2011
55943,001010,132.28,132.944,2011
55944,001010,132.944,136.031,2011
55945,001010,136.031,137.741,2011
55946,001010,137.741,140.858,2011
55947,001010,140.858,149.509,2011
55948,001010,149.509,154.008,2011
55949,001010,154.008,157.328,2011
55950,001010,157.328,164.7,2011
55951,001010,164.7,169.928,2011
55952,001010,169.928,170.227,2011
55953,001010,170.227,172.152,2011
55954,001010,172.152,172.86,2011
55955,001010,172.86,173.343,2011
55956,001010,173.343,181.237,2011
55957,001010,181.237,181.818,2011
55958,001010,181.818,187.975,2011
55959,001010,187.975,194.122,2011
55960,001010,194.122,201.089,2011
55961,001010,201.089,207.682,2011
55962,001010,207.682,215.753,2011
55963,001010,215.753,216.054,2011
55964,001010,216.054,221.78,2011
55965,001010,221.78,222.317,2011
55966,001010,222.317,222.476,2011
55967,001010,222.476,229.349,2011
55968,001010,229.349,234.044,2011
55969,001010,234.044,234.721,2011
55970,001010,234.721,237.207,2011
55971,001010,237.207,239.3,2011
55972,001010,239.3,244.3,2011
55973,001010,244.3,245.214,2011
55974,001010,245.214,245.407,2011
55975,001010,245.407,253.281,2011
55976,001010,253.281,255.468,2011
55977,001010,255.468,261.035,2011
55978,001010,261.035,269.685,2011
55979,001010,269.685,275.65,2011
55980,001020,0,0.539,2011
55981,001020,0.539,2,2011
55982,001020,2,3.644,2011
55983,001020,3.644,4.116,2011
55984,001020,4.116,4.309,2011
55985,001021,3.644,4.062,2011
55986,001021,4.062,4.206,2011
55987,001030,0,1.08,2011
55988,001030,1.08,2.905,2011
55989,001030,2.905,3.178,2011
55990,001040,0,0.59,2011
55991,001050,0.221,1.425,2011
55992,001260,0,7,2011
55993,001260,7,7.4,2011
55994,001260,7.4,14,2011
55995,001260,14,14.808,2011
55996,001260,14.808,15.21,2011
55997,001260,15.21,21,2011
55998,001260,21,26.505,2011
55999,001260,26.505,35.9,2011
56000,001260,35.9,45.5,2011
56001,001260,45.5,53.3,2011
56002,001260,53.3,56,2011
56003,001260,56,57.7,2011
56004,001260,57.7,58.1,2011
56005,001260,58.1,61.3,2011
56006,001260,61.3,62.3,2011
56007,001260,62.3,62.85,2011
56008,001270,0,2.942,2011
56009,001270,4.075,4.605,2011
56010,001330,0,8,2011
56011,001330,8,16.184,2011
56012,001330,16.184,21.4,2011
56013,001330,21.4,21.54,2011
56014,001330,21.54,25,2011
56015,001330,25,30.87,2011
56016,001330,30.87,36,2011
56017,001330,36,39.75,2011
56018,001330,39.75,46.67,2011
56019,001330,46.67,54.8,2011
56020,001330,54.8,57.4,2011
56021,001330,57.4,58,2011
56022,001330,58,63.2,2011
56023,001330,63.2,63.517,2011
56024,001330,63.517,66.378,2011
56025,001330,66.378,69.378,2011
56026,001330,69.378,71.019,2011
56027,001330,71.019,72.6,2011
56028,001330,72.6,76.01,2011
56029,001330,76.01,80.2,2011
56030,001330,80.2,81.7,2011
56031,001330,81.7,81.9,2011
56032,001330,81.9,85.6,2011
56033,001330,85.6,89.3,2011
56034,001330,89.3,92.48,2011
56035,001330,92.48,92.789,2011
56036,001330,92.789,95.872,2011
56037,001330,95.872,97.115,2011
56038,001330,97.115,100.5,2011
56039,001330,100.5,106.5,2011
56040,001330,106.5,111.859,2011
56041,001330,111.859,119.5,2011
56042,001330,119.5,127.548,2011
56043,001330,127.548,128,2011
56044,001330,128,134.462,2011
56045,001330,134.462,135.148,2011
56046,001330,135.148,142.5,2011
56047,001330,142.5,143.4,2011
56048,001330,143.4,149.92,2011
56049,001330,149.92,150.08,2011
56050,001330,150.08,158.25,2011
56051,001330,158.25,159,2011
56052,001330,159,166.71,2011
56053,001330,166.71,167.396,2011
56054,001330,167.396,167.5,2011
56055,001330,167.5,173.5,2011
56056,001330,173.5,179.5,2011
56057,001330,179.5,181.21,2011
56058,001330,181.21,183.4,2011
56059,001330,183.4,188.5,2011
56060,001330,188.5,189.846,2011
56061,001330,189.846,196,2011
56062,001340,0,3.147,2011
56063,001340,3.147,3.61,2011
56064,001340,3.61,3.842,2011
56065,001340,3.842,4.338,2011
56066,001350,0,1,2011
56067,001360,0,0.447,2011
56068,001360,0.447,0.679,2011
56069,001360,0.679,0.997,2011
56070,001360,0.997,1.99,2011
56071,001360,1.99,2.605,2011
56072,001360,2.605,3.083,2011
56073,001360,3.083,3.581,2011
56074,001360,3.581,4.206,2011
56075,001360,4.206,4.459,2011
56076,001360,4.459,4.552,2011
56077,001360,4.552,4.856,2011
56078,001360,4.856,5.038,2011
56079,001360,5.038,5.318,2011
56080,001360,5.318,5.56,2011
56081,001361,0,0.447,2011
56082,001361,0.679,0.971,2011
56083,001361,0.971,1.997,2011
56084,001361,1.997,2.611,2011
56085,001361,2.611,3.101,2011
56086,001361,3.101,3.608,2011
56087,001361,4.459,4.552,2011
56088,001361,4.856,5.033,2011
56089,001361,5.318,5.56,2011
56090,001370,0,2.18,2011
56091,001370,2.18,2.4,2011
56092,001370,2.4,3.659,2011
56093,001370,3.659,4.244,2011
56094,001370,4.244,4.454,2011
56095,001370,4.454,4.802,2011
56096,001371,3.705,4.244,2011
56097,001380,2.323,3.92,2011
56098,001380,3.92,4.526,2011
56099,001380,4.526,5.1,2011
56100,001380,5.1,6.315,2011
56101,001380,6.315,6.589,2011
56102,001380,6.589,7.23,2011
56103,001390,0,3.8,2011
56104,001390,3.8,4.5,2011
56105,001390,4.5,5.4,2011
56106,001390,5.4,9,2011
56107,001390,9,11.6,2011
56108,001390,11.6,11.96,2011
56109,001390,11.96,12.3,2011
56110,001390,12.3,12.6,2011
56111,001390,12.6,13.927,2011
56112,001396,100,100.065,2011
56113,001539,323.36,326.567,2011
56114,001539,326.617,332,2011
56115,001539,332,337.668,2011
56116,001539,403.847,408.115,2011
56117,001539,408.115,412.978,2011
56118,001539,412.978,413.465,2011
56119,001539,413.465,418.7,2011
56120,001539,418.7,421.21,2011
56121,001539,421.21,423.27,2011
56122,001540,0,3.5,2011
56123,001540,3.5,3.8,2011
56124,001540,3.8,4.2,2011
56125,001540,4.2,4.9,2011
56126,001540,4.9,7,2011
56127,001540,7,13.26,2011
56128,001540,13.26,13.8,2011
56129,001540,13.8,16.7,2011
56130,001540,16.7,17.776,2011
56131,001540,17.776,18.1,2011
56132,001540,18.1,18.6,2011
56133,001540,18.6,20.226,2011
56134,001540,20.226,20.443,2011
56135,001540,22.71,28,2011
56136,001540,28,28.941,2011
56137,001540,29,33.345,2011
56138,001540,34.195,34.572,2011
56139,001540,34.642,37.4,2011
56140,001540,37.4,38.02,2011
56141,001540,38.02,38.433,2011
56142,001540,38.433,39.19,2011
56143,001540,39.19,45.44,2011
56144,001540,45.64,46.6,2011
56145,001540,46.6,47.6,2011
56146,001540,47.6,48.63,2011
56147,001540,49.12,49.6,2011
56148,001540,49.6,50.309,2011
56149,001540,50.309,54.58,2011
56150,001540,54.58,60.72,2011
56151,001540,60.72,61.078,2011
56152,001540,61.078,63.8,2011
56153,001540,64,65.037,2011
56154,001540,65.037,65.696,2011
56155,001540,65.696,66.04,2011
56156,001540,66.04,66.567,2011
56157,001540,66.574,66.953,2011
56158,001540,66.953,67.142,2011
56159,001540,67.142,68.932,2011
56160,001540,68.932,69.472,2011
56161,001540,69.472,71.762,2011
56162,001540,71.762,80.225,2011
56163,001540,80.225,81.52,2011
56164,001540,81.52,81.752,2011
56165,001540,81.752,82.215,2011
56166,001540,82.215,82.327,2011
56167,001540,83.872,85.74,2011
56168,001540,85.74,86.606,2011
56169,001540,91.176,94.759,2011
56170,001540,94.759,95,2011
56171,001540,95,97.29,2011
56172,001540,97.29,100,2011
56173,001540,100,102.5,2011
56174,001540,102.5,104.8,2011
56175,001540,104.8,108.9,2011
56176,001540,108.9,111.5,2011
56177,001540,111.5,112.977,2011
56178,001540,112.977,113.393,2011
56179,001540,113.393,113.77,2011
56180,001540,113.77,123.38,2011
56181,001540,123.38,126.8,2011
56182,001540,126.8,127.6,2011
56183,001540,127.6,129.5,2011
56184,001540,129.5,130.1,2011
56185,001540,130.1,130.93,2011
56186,001540,131.82,135.3,2011
56187,001540,135.3,136,2011
56188,001540,136,145.05,2011
56189,001540,145.05,154.1,2011
56190,001540,154.1,160.93,2011
56191,001540,160.93,170.726,2011
56192,001540,170.726,171.136,2011
56193,001540,171.136,171.926,2011
56194,001540,171.926,174.55,2011
56195,001540,174.55,176.6,2011
56196,001540,176.6,178.476,2011
56197,001540,178.503,181.354,2011
56198,001540,181.354,182.415,2011
56199,001540,182.415,188.5,2011
56200,001540,188.5,194.6,2011
56201,001540,194.6,196.1,2011
56202,001540,196.1,197.3,2011
56203,001540,197.3,197.63,2011
56204,001540,197.63,203.75,2011
56205,001540,203.75,210.035,2011
56206,001540,210.035,210.565,2011
56207,001540,210.565,213.6,2011
56208,001540,213.6,218.376,2011
56209,001540,218.376,219.2,2011
56210,001540,219.24,222.367,2011
56211,001540,222.367,223.347,2011
56212,001540,223.347,223.8,2011
56213,001540,223.8,231.467,2011
56214,001540,231.467,234.02,2011
56215,001540,234.02,234.338,2011
56216,001540,234.338,239.539,2011
56217,001540,239.539,242.01,2011
56218,001540,242.01,248.4,2011
56219,001540,248.4,249.4,2011
56220,001540,249.4,251.1,2011
56221,001540,251.1,251.639,2011
56222,001540,251.639,251.914,2011
56223,001540,251.914,252.485,2011
56224,001540,252.485,258.4,2011
56225,001540,258.4,259,2011
56226,001540,259,259.4,2011
56227,001540,259.4,260.051,2011
56228,001540,260.051,261.588,2011
56229,001540,271.787,272.406,2011
56230,001540,272.406,273.544,2011
56231,001540,273.735,273.9,2011
56232,001540,273.9,279.3,2011
56233,001540,279.3,279.8,2011
56234,001540,279.8,282.1,2011
56235,001540,282.1,282.6,2011
56236,001540,282.6,283.2,2011
56237,001540,283.2,283.7,2011
56238,001540,283.7,290.378,2011
56239,001540,290.378,291.4,2011
56240,001540,291.4,297.1,2011
56241,001540,297.1,300.09,2011
56242,001540,300.09,304.09,2011
56243,001540,304.09,304.715,2011
56244,001540,304.715,305.2,2011
56245,001540,305.2,309.75,2011
56246,001540,309.75,310.25,2011
56247,001540,310.25,311.92,2011
56248,001540,311.92,312.5,2011
56249,001540,312.5,317.41,2011
56250,001540,317.41,319.88,2011
56251,001540,323.19,323.36,2011
56252,001540,337.668,338.5,2011
56253,001540,338.5,339.3,2011
56254,001540,339.3,342.2,2011
56255,001540,342.2,342.943,2011
56256,001540,342.943,343.601,2011
56257,001540,343.601,344.026,2011
56258,001540,344.026,344.767,2011
56259,001540,345.48,345.575,2011
56260,001540,345.575,345.95,2011
56261,001540,345.95,346.604,2011
56262,001540,346.604,349.8,2011
56263,001540,349.8,350.9,2011
56264,001540,350.9,352.13,2011
56265,001540,352.13,354.655,2011
56266,001540,354.655,355.905,2011
56267,001540,355.905,356.538,2011
56268,001540,356.538,357.1,2011
56269,001540,357.1,359.4,2011
56270,001540,359.4,360.3,2011
56271,001540,360.3,362.452,2011
56272,001540,362.452,362.66,2011
56273,001540,362.66,362.937,2011
56274,001540,362.937,366.593,2011
56275,001540,366.593,371.605,2011
56276,001540,371.605,372.853,2011
56277,001540,372.929,373.14,2011
56278,001540,373.14,378.68,2011
56279,001540,378.68,382,2011
56280,001540,382,389.5,2011
56281,001540,389.5,390.2,2011
56282,001540,390.2,391.5,2011
56283,001540,391.5,392.65,2011
56284,001540,392.65,393.8,2011
56285,001540,393.8,395.45,2011
56286,001540,395.73,397.87,2011
56287,001540,397.87,398.596,2011
56288,001540,398.596,399.81,2011
56289,001540,399.81,400.57,2011
56290,001540,400.57,401.61,2011
56291,001540,401.61,402.2,2011
56292,001540,402.2,402.454,2011
56293,001540,423.27,424,2011
56294,001540,424,424.688,2011
56295,001540,424.688,426.5,2011
56296,001540,426.5,428.882,2011
56297,001540,428.882,430.266,2011
56298,001540,430.266,430.629,2011
56299,001540,430.629,431.07,2011
56300,001540,431.07,432.534,2011
56301,001540,432.534,436,2011
56302,001540,436,436.272,2011
56303,001540,436.272,438,2011
56304,001540,438,438.565,2011
56305,001540,438.565,440.732,2011
56306,001540,440.732,441.331,2011
56307,001540,441.405,446.821,2011
56308,001540,446.821,448.304,2011
56309,001540,448.304,449.65,2011
56310,001540,449.65,451.135,2011
56311,001540,451.135,452,2011
56312,001540,452,452.8,2011
56313,001540,452.8,454,2011
56314,001540,454,458.58,2011
56315,001540,458.58,461.07,2011
56316,001540,461.07,463.742,2011
56317,001540,463.742,464.516,2011
56318,001540,464.516,465.767,2011
56319,001540,465.767,467.8,2011
56320,001540,467.8,469.75,2011
56321,001540,469.75,471.7,2011
56322,001540,471.7,472.862,2011
56323,001540,472.862,473.589,2011
56324,001540,473.589,474,2011
56325,001540,474,474.242,2011
56326,001540,474.242,474.716,2011
56327,001540,474.716,475.075,2011
56328,001540,475.075,475.731,2011
56329,001540,475.731,476.001,2011
56330,001540,476.001,477.01,2011
56331,001540,477.01,477.38,2011
56332,001540,477.38,481.56,2011
56333,001540,481.84,483.73,2011
56334,001540,484.374,486.362,2011
56335,001540,486.362,491.77,2011
56336,001540,491.77,493.208,2011
56337,001540,493.208,494.84,2011
56338,001540,494.84,496.92,2011
56339,001540,496.92,499.823,2011
56340,001540,499.823,504,2011
56341,001540,504,505.748,2011
56342,001540,505.748,506.195,2011
56343,001540,506.195,506.86,2011
56344,001540,506.86,507.495,2011
56345,001540,507.495,508,2011
56346,001540,508,508.365,2011
56347,001540,509.927,510.645,2011
56348,001540,510.645,511.08,2011
56349,001540,511.08,515.518,2011
56350,001540,515.518,517.85,2011
56351,001540,517.85,518.34,2011
56352,001540,519.25,521.862,2011
56353,001540,522.223,522.864,2011
56354,001540,525.971,527.284,2011
56355,001540,527.284,536,2011
56356,001540,536,536.689,2011
56357,001540,538.54,538.562,2011
56358,001541,33.345,34.253,2011
56359,001541,81.752,83.002,2011
56360,001543,82.215,82.337,2011
56361,001544,254.82,254.999,2011
56362,001544,254.999,255.19,2011
56363,001544,255.19,256.02,2011
56364,001544,256.02,256.24,2011
56365,001545,0,2.652,2011
56366,001545,2.652,4.021,2011
56367,001546,311.92,312.035,2011
56368,001546,312.035,312.673,2011
56369,001547,0.063,0.112,2011
56370,001547,0.112,0.5,2011
56371,001550,0,0.245,2011
56372,001550,0.245,0.757,2011
56373,001551,0.24,0.83,2011
56374,001552,323.05,323.19,2011
56375,001553,345.051,345.56,2011
56376,001580,0,5.58,2011
56377,001580,5.58,11.175,2011
56378,001590,0,0.527,2011
56379,001590,0.527,6.82,2011
56380,001590,6.82,9.669,2011
56381,001590,9.669,10.92,2011
56382,001590,10.92,11.65,2011
56383,001590,11.65,12.9,2011
56384,001590,12.9,14.95,2011
56385,001590,16.03,17.01,2011
56386,001590,17.83,19.01,2011
56387,001590,19.39,19.785,2011
56388,001590,19.785,20.7,2011
56389,001590,20.7,21.4,2011
56390,001590,21.4,21.812,2011
56391,001590,21.831,25.122,2011
56392,001590,25.122,26.65,2011
56393,001590,26.65,28.515,2011
56394,001590,28.515,28.725,2011
56395,001590,64.35,64.54,2011
56396,001590,64.54,66.054,2011
56397,001590,66.054,66.765,2011
56398,001590,66.765,70.28,2011
56399,001590,70.28,70.9,2011
56400,001590,70.9,71.4,2011
56401,001590,71.4,80.184,2011
56402,001591,0,0.25,2011
56403,001610,29.74,29.887,2011
56404,001610,29.887,30.29,2011
56405,001610,30.29,31.61,2011
56406,001610,31.61,32.4,2011
56407,001610,32.4,38.25,2011
56408,001610,38.25,44.1,2011
56409,001610,44.1,49.5,2011
56410,001610,49.5,52,2011
56411,001610,52,54.695,2011
56412,001610,54.695,55.416,2011
56413,001610,55.416,55.66,2011
56414,001610,55.66,62.975,2011
56415,001611,44.6,44.83,2011
56416,001611,44.83,46.18,2011
56417,001620,0,0.652,2011
56418,001620,0.652,1.295,2011
56419,001620,1.295,10.25,2011
56420,001620,10.25,19,2011
56421,001620,19,25.8,2011
56422,001620,25.8,31.5,2011
56423,001620,31.5,37.23,2011
56424,001630,0,0.232,2011
56425,001630,0.232,0.65,2011
56426,001630,0.65,2,2011
56427,001630,2,7.72,2011
56428,001630,7.9,8.25,2011
56429,001630,8.25,11.39,2011
56430,001630,11.39,11.89,2011
56431,001630,11.89,17.55,2011
56432,001630,17.55,18.13,2011
56433,001630,18.13,19.38,2011
56434,001630,19.38,22.8,2011
56435,001630,22.8,30,2011
56436,001630,30,37.339,2011
56437,001630,37.339,38.46,2011
56438,001630,38.46,39.058,2011
56439,001640,0,7.916,2011
56440,001640,7.916,12.131,2011
56441,001640,12.131,13.2,2011
56442,001640,13.2,14.65,2011
56443,001640,14.65,15.44,2011
56444,001650,0,8.21,2011
56445,001650,8.21,9.46,2011
56446,001650,9.66,14.255,2011
56447,001660,0,5.5,2011
56448,001660,5.5,10.92,2011
56449,001660,10.92,11.151,2011
56450,001660,11.151,14.781,2011
56451,001660,20.28,20.682,2011
56452,001660,21,24,2011
56453,001660,24,31.9,2011
56454,001660,31.9,40,2011
56455,001660,40,40.391,2011
56456,001660,40.391,41.52,2011
56457,001660,41.52,44.5,2011
56458,001660,44.5,51.956,2011
56459,001660,51.956,58.5,2011
56460,001660,58.5,60.41,2011
56461,001660,60.41,62.3,2011
56462,001660,62.3,62.983,2011
56463,001660,63,68,2011
56464,001660,68,73.888,2011
56465,001661,4.705,5.64,2011
56466,001662,0.031,0.147,2011
56467,001662,3.687,3.834,2011
56468,001664,0,0.255,2011
56469,001664,0.255,0.938,2011
56470,001664,0.938,1.52,2011
56471,001665,3.847,3.957,2011
56472,001666,0,0.273,2011
56473,001666,0.273,0.728,2011
56474,001666,0.728,1,2011
56475,001670,60.89,62.133,2011
56476,001780,1.11,5.324,2011
56477,001780,5.335,5.72,2011
56478,001780,5.72,6.11,2011
56479,001780,6.11,7.38,2011
56480,001790,60.628,67.1,2011
56481,001790,67.1,74.3,2011
56482,001790,74.3,81.5,2011
56483,001790,81.5,82.328,2011
56484,001790,82.328,86.9,2011
56485,001790,86.9,91.81,2011
56486,001790,91.81,93.4,2011
56487,001790,93.4,94,2011
56488,001790,94,96.16,2011
56489,001790,96.16,96.373,2011
56490,001800,0,0.471,2011
56491,001800,0.471,0.712,2011
56492,001800,0.712,2.484,2011
56493,001800,2.502,3.368,2011
56494,001800,3.368,4.58,2011
56495,001800,4.58,4.906,2011
56496,001800,4.906,8.515,2011
56497,001800,8.515,9.276,2011
56498,001800,9.276,12.39,2011
56499,001800,12.39,13.66,2011
56500,001800,13.84,17.85,2011
56501,001800,18,23.5,2011
56502,001800,23.5,29,2011
56503,001800,39,39.514,2011
56504,001800,39.514,48.228,2011
56505,001800,48.228,53.289,2011
56506,001800,53.289,58.335,2011
56507,001800,58.335,67.573,2011
56508,001800,67.573,70.124,2011
56509,001800,70.124,73.254,2011
56510,001800,73.254,74.151,2011
56511,001800,74.151,74.379,2011
56512,001800,74.379,76.047,2011
56513,001800,76.047,76.62,2011
56514,001800,76.62,76.934,2011
56515,001800,76.934,78.042,2011
56516,001800,78.042,79.039,2011
56517,001800,79.039,81.207,2011
56518,001800,81.207,81.753,2011
56519,001800,81.753,82.693,2011
56520,001800,82.693,84.24,2011
56521,001800,84.24,85.142,2011
56522,001800,85.142,86.428,2011
56523,001800,87.321,87.425,2011
56524,001800,87.588,92.517,2011
56525,001800,92.517,95.331,2011
56526,001800,95.331,95.757,2011
56527,001800,95.757,103.24,2011
56528,001800,103.24,104.571,2011
56529,001800,104.571,111.569,2011
56530,001800,111.569,111.771,2011
56531,001800,111.771,113.832,2011
56532,001800,113.832,114.103,2011
56533,001800,114.103,116.894,2011
56534,001800,116.894,117.12,2011
56535,001800,117.12,117.68,2011
56536,001810,0,2.21,2011
56537,001810,2.21,2.943,2011
56538,001820,0,0.5,2011
56539,001820,0.5,1.13,2011
56540,001820,1.13,1.77,2011
56541,001820,1.77,2.445,2011
56542,001820,2.445,2.909,2011
56543,001820,2.909,3.476,2011
56544,001820,3.476,4.4,2011
56545,001820,4.42,4.55,2011
56546,001820,4.832,5.856,2011
56547,001820,5.856,6.316,2011
56548,001820,6.316,7.9,2011
56549,001820,7.9,10.73,2011
56550,001820,10.73,11.18,2011
56551,001820,11.18,11.61,2011
56552,001820,11.61,11.87,2011
56553,001820,11.87,17.9,2011
56554,001820,17.9,18.67,2011
56555,001820,18.67,18.925,2011
56556,001820,18.925,19.14,2011
56557,001830,0,5.51,2011
56558,001840,100,104.42,2011
56559,001850,0,9.9,2011
56560,001850,9.9,17.157,2011
56561,001850,17.157,20.286,2011
56562,001850,20.286,26.01,2011
56563,001850,26.01,35.055,2011
56564,001860,0,3.63,2011
56565,001860,3.63,7.26,2011
56566,001860,7.26,13.522,2011
56567,001870,0,1.609,2011
56568,001870,1.609,1.917,2011
56569,001870,2.145,2.331,2011
56570,001870,2.331,2.7,2011
56571,001870,2.7,3.293,2011
56572,001870,3.293,5.05,2011
56573,001870,5.05,10.63,2011
56574,001870,10.63,14.255,2011
