id,segcode,bmp,emp,direction,rutting,year
113345,001380,6.85,7.23,N,0.17,2002
113346,001390,0,9,N,0.24,2002
113354,001540,10,13.26,N,0.13,2002
113352,001540,0,6.814,N,0.21,2002
113360,001540,28.03,28.94,N,0.14,2002
113351,001539,421.602,423.27,N,0.16,2002
113353,001540,6.814,10,N,0.14,2002
113362,001540,34.195,34.572,N,0.11,2002
113347,001390,9,11.96,N,0.05,2002
113350,001539,421.324,421.602,N,0.32,2002
113357,001540,20.25,20.43,N,0.06,2002
113343,001380,6.315,6.589,N,0.11,2002
113361,001540,29,33.345,N,0.16,2002
113348,001390,11.96,13.927,N,0.05,2002
113358,001540,22.71,26.252,N,0.12,2002
113359,001540,26.252,28.03,N,0.2,2002
113368,001540,46.601,46.941,N,0.09,2002
113379,001540,65.696,66.953,A,0.22,2002
113367,001540,45.555,46.601,N,0.08,2002
113372,001540,47.969,48.63,N,0.21,2002
113380,001540,66.953,67.142,N,0.32,2002
113369,001540,46.941,47.293,N,0.15,2002
113364,001540,34.777,38.433,N,0.12,2002
113376,001540,63.07,63.8,N,0.18,2002
113363,001540,34.642,34.777,N,0.08,2002
113377,001540,64,64.937,N,0.27,2002
113365,001540,38.433,39.19,N,0.1,2002
113382,001540,68.02,68.372,N,0.27,2002
113378,001540,64.937,65.696,N,0.15,2002
113373,001540,49.12,54.58,N,0.19,2002
113375,001540,60.72,63.07,N,0.23,2002
113371,001540,47.578,47.969,N,0.15,2002
113370,001540,47.293,47.578,N,0.13,2002
113374,001540,54.58,60.72,N,0.12,2002
113366,001540,39.19,45.555,N,0.05,2002
113381,001540,67.142,68.02,N,0.22,2002
113383,001540,68.372,68.753,N,0.31,2002
113386,001540,71.766,74.227,N,0.3,2002
113388,001540,81.52,81.743,N,0.22,2002
113398,001540,108.992,111.501,N,0.13,2002
113397,001540,106.107,108.992,N,0.15,2002
113385,001540,70.275,71.766,N,0.13,2002
113389,001540,81.743,82.107,N,0.18,2002
113392,001540,91.176,92.263,N,0.41,2002
113400,001540,112.977,113.393,N,0.12,2002
113391,001540,83.872,86.606,N,0.09,2002
113393,001540,92.263,95,N,0.22,2002
113384,001540,68.753,70.275,N,0.18,2002
113390,001540,82.107,82.327,N,0.08,2002
113402,001540,113.8,121.198,N,0.11,2002
113399,001540,111.501,112.977,N,0.22,2002
113401,001540,113.393,113.8,N,0.1,2002
113387,001540,74.227,81.52,N,0.32,2002
113396,001540,104.8,106.107,N,0.12,2002
113395,001540,97.29,104.8,N,0.13,2002
113394,001540,95,97.29,N,0.15,2002
113408,001540,131.82,135.381,N,0.1,2002
113404,001540,123.38,126.849,N,0.07,2002
113405,001540,126.849,128.885,N,0.05,2002
113407,001540,130.1,130.93,N,0.06,2002
113420,001540,176.577,178.476,N,0.14,2002
113406,001540,128.885,130.1,N,0.09,2002
113411,001540,136.413,140.5,N,0.08,2002
113413,001540,145.8,154.1,N,0.11,2002
113422,001540,181.375,182.415,N,0.07,2002
113416,001540,166.2,170.726,N,0.21,2002
113419,001540,174.12,176.577,N,0.12,2002
113409,001540,135.381,136.08,N,0.31,2002
113421,001540,178.503,181.375,N,0.12,2002
113410,001540,136.08,136.413,N,0.29,2002
113412,001540,140.5,145.8,N,0.07,2002
113415,001540,160.91,166.2,N,0.21,2002
113418,001540,171.926,174.12,N,0.11,2002
113403,001540,121.198,123.38,N,0.1,2002
113414,001540,154.1,160.91,N,0.15,2002
113417,001540,170.726,171.926,N,0.14,2002
113436,001540,240.31,246.035,N,0.23,2002
113423,001540,182.415,194.736,N,0.18,2002
113432,001540,234.338,237.545,N,0.16,2002
113440,001540,255.448,261.588,N,0.04,2002
113428,001540,213.514,219.2,N,0.27,2002
113429,001540,219.24,223.8,N,0.22,2002
113424,001540,194.736,196.1,N,0.16,2002
113430,001540,223.8,231.4,N,0.11,2002
113438,001540,251.069,254.365,N,0.04,2002
113431,001540,231.4,234.338,N,0.14,2002
113425,001540,196.1,197.63,N,0.23,2002
113439,001540,254.365,255.448,N,0.03,2002
113437,001540,246.035,251.069,N,0.22,2002
113426,001540,197.63,205.978,N,0.17,2002
113434,001540,239.51,239.773,N,0.14,2002
113435,001540,239.773,240.31,N,0.2,2002
113442,001540,272.38,273.544,N,0.13,2002
113433,001540,237.545,239.51,N,0.23,2002
113427,001540,205.978,213.514,N,0.16,2002
113441,001540,271.802,272.4,N,0.08,2002
113460,001540,328.812,329.891,N,0.21,2002
113454,001540,310.07,311.92,A,0.4,2002
113443,001540,273.735,273.901,N,0.06,2002
113459,001540,326.529,328.812,N,0.15,2002
113461,001540,329.891,338.1,N,0.25,2002
113452,001540,304.715,305.365,A,0.38,2002
113453,001540,305.365,310.07,A,0.36,2002
113447,001540,284.969,291.095,N,0.11,2002
113456,001540,312.5,317.42,A,0.19,2002
113457,001540,317.42,319.88,A,0.26,2002
113444,001540,273.901,277.987,N,0.14,2002
113449,001540,291.4,297.1,N,0.26,2002
113455,001540,311.92,312.5,N,0.12,2002
113458,001540,323.19,326.529,N,0.23,2002
113448,001540,291.095,291.4,N,0.15,2002
113450,001540,297.1,300.309,N,0.4,2002
113446,001540,279.601,284.969,N,0.13,2002
113445,001540,277.987,279.601,N,0.1,2002
113451,001540,300.309,304.715,N,0.33,2002
113462,001540,338.1,343.601,N,0.37,2002
113478,001540,360.3,361.724,N,0.13,2002
113474,001540,354.655,355.905,N,0.09,2002
113481,001540,371.599,372.5,N,0.27,2002
113477,001540,359.4,360.3,N,0.17,2002
113475,001540,355.905,357.1,N,0.09,2002
113469,001540,345.95,346.604,N,0.19,2002
113465,001540,344.745,344.767,N,0.24,2002
113482,001540,372.5,378.54,N,0.37,2002
113466,001540,345.48,345.566,N,0.2,2002
113479,001540,361.724,366.473,N,0.08,2002
113473,001540,353.599,354.655,N,0.16,2002
113464,001540,344.568,344.745,N,0.24,2002
113470,001540,346.604,350.73,N,0.17,2002
113480,001540,366.473,371.599,N,0.21,2002
113463,001540,343.601,344.568,N,0.47,2002
113476,001540,357.1,359.4,N,0.13,2002
113467,001540,345.566,345.637,N,0.4,2002
113468,001540,345.637,345.95,N,0.22,2002
113471,001540,350.73,352.13,N,0.12,2002
113472,001540,352.13,353.599,N,0.16,2002
113488,001540,392.65,393.8,N,0.24,2002
113498,001540,414.8,415.691,N,0.22,2002
113495,001540,405.739,411,N,0.33,2002
113499,001540,415.691,417.461,N,0.09,2002
113484,001540,382,389.5,N,0.05,2002
113496,001540,411,413.5,N,0.28,2002
113490,001540,395.73,396.018,N,0.27,2002
113497,001540,413.5,414.8,N,0.35,2002
113489,001540,393.8,395.45,N,0.3,2002
113485,001540,389.5,390.2,N,0.28,2002
113500,001540,417.461,420.67,N,0.3,2002
113487,001540,391.5,392.65,N,0.24,2002
113486,001540,390.2,391.5,N,0.26,2002
113493,001540,401.61,402.128,N,0.26,2002
113491,001540,396.018,398.596,N,0.31,2002
113494,001540,402.128,405.739,N,0.26,2002
113502,001540,426.614,428.8,N,0.12,2002
113501,001540,423.27,426.614,N,0.18,2002
113483,001540,378.54,382,N,0.22,2002
113492,001540,398.596,401.61,N,0.3,2002
113514,001540,443.404,444.866,N,0.15,2002
113505,001540,429.882,430.629,N,0.14,2002
113506,001540,430.629,431.07,A,0.28,2002
113508,001540,432.786,433.796,A,0.34,2002
113519,001540,454,458.58,N,0.02,2002
113515,001540,444.866,451.135,N,0.13,2002
113503,001540,428.8,429.606,N,0.11,2002
113507,001540,431.07,432.786,A,0.35,2002
113511,001540,436.272,438.925,N,0.38,2002
113520,001540,458.58,461.07,N,0.08,2002
113509,001540,433.796,435.805,A,0.3,2002
113518,001540,452.8,454,N,0.05,2002
113510,001540,435.805,436.272,A,0.22,2002
113521,001540,461.07,463.742,N,0.44,2002
113522,001540,463.742,465.3,N,0.4,2002
113516,001540,451.135,452,N,0.03,2002
113504,001540,429.606,429.882,N,0.14,2002
113513,001540,441,443.404,N,0.16,2002
113517,001540,452,452.8,N,0.02,2002
113512,001540,438.925,441,N,0.27,2002
113532,001540,474.242,474.716,N,0.13,2002
113527,001540,469.75,470.951,N,0.14,2002
113542,001540,486.55,491.771,N,0.11,2002
113539,001540,477.38,481.56,N,0.23,2002
113533,001540,474.716,475,N,0.03,2002
113534,001540,475,475.43,N,0.05,2002
113528,001540,470.951,471.743,N,0.25,2002
113524,001540,466.1,467.8,N,0.16,2002
113535,001540,475.43,475.731,N,0.05,2002
113540,001540,481.84,483.73,N,0.2,2002
113537,001540,476,477.01,N,0.28,2002
113530,001540,472.862,474.001,N,0.19,2002
113541,001540,484.374,486.55,N,0.17,2002
113529,001540,471.743,472.862,N,0.1,2002
113538,001540,477.01,477.38,N,0.36,2002
113531,001540,474.001,474.242,N,0.25,2002
113525,001540,467.8,468.1,N,0.1,2002
113526,001540,468.1,469.75,N,0.13,2002
113536,001540,475.731,476,N,0.15,2002
113523,001540,465.3,466.1,N,0.24,2002
113559,001540,522.928,527,N,0.41,2002
113552,001540,507.495,508.365,N,0.15,2002
113553,001540,509.927,510.645,N,0.09,2002
113547,001540,504,505.017,N,0.32,2002
113560,001540,527,534.715,N,0.23,2002
113544,001540,496.92,499.823,N,0.28,2002
113545,001540,499.823,502.734,N,0.25,2002
113548,001540,505.017,505.861,N,0.34,2002
113543,001540,491.771,496.92,N,0.11,2002
113557,001540,517.85,518.34,N,0.1,2002
113549,001540,505.861,506.08,N,0.45,2002
113558,001540,519.25,522.928,N,0.09,2002
113551,001540,506.86,507.495,A,0.28,2002
113555,001540,511.08,515.518,N,0.09,2002
113554,001540,510.645,511.08,N,0.08,2002
113546,001540,502.734,504,N,0.26,2002
113561,001540,534.715,538.562,N,0.27,2002
113556,001540,515.518,517.85,N,0.13,2002
113550,001540,506.08,506.86,N,0.42,2002
113562,001541,33.345,34.23,N,0.06,2002
113570,001545,0.1,2.359,N,0.16,2002
113567,001544,254.999,255.19,N,0.15,2002
113575,001547,0.063,0.5,N,0.16,2002
113564,001542,0,1.15,N,0.12,2002
113573,001545,2.9,4.119,N,0.09,2002
113580,001553,345.051,345.349,N,0.42,2002
113566,001544,254.82,254.999,N,0.24,2002
113568,001544,255.19,255.903,N,0.2,2002
113574,001546,311.92,312.78,N,0.11,2002
113576,001550,0,0.245,A,0.1,2002
113581,001553,345.349,345.56,N,0.2,2002
113571,001545,2.359,2.645,N,0.22,2002
113578,001551,0.245,0.83,N,0.18,2002
113569,001544,255.903,256.24,N,0.2,2002
113582,001554,0,0.103,N,0.38,2002
113577,001550,0.245,0.747,N,0.11,2002
113565,001543,82.215,82.337,N,0.14,2002
113572,001545,2.645,2.9,N,0.1,2002
113579,001552,323.05,323.19,N,0.06,2002
113563,001541,81.752,83.002,N,0.06,2002
113602,001590,64.35,66.945,N,0.21,2002
113587,001590,0.527,5.375,N,0.17,2002
113586,001590,0,0.527,N,0.25,2002
113590,001590,12.988,14.95,N,0.11,2002
113588,001590,5.375,6.861,N,0.12,2002
113600,001590,28.4,28.515,N,0.2,2002
113584,001580,0,6.325,N,0.18,2002
113583,001554,0.103,0.229,N,0.26,2002
113593,001590,19.39,19.9,N,0.07,2002
113595,001590,21.831,25,N,0.12,2002
113591,001590,16.03,17.01,N,0.06,2002
113596,001590,25,25.4,N,0.26,2002
113598,001590,27.075,27.456,N,0.24,2002
113597,001590,25.4,27.075,N,0.18,2002
113599,001590,27.456,28.4,N,0.25,2002
113594,001590,19.9,21.812,N,0.13,2002
113592,001590,17.83,19.01,N,0.07,2002
113589,001590,6.861,12.988,N,0.28,2002
113585,001580,6.325,11.185,N,0.16,2002
113601,001590,28.515,28.725,N,0.25,2002
113615,001610,52.03,54.8,N,0.1,2002
113606,001590,71.251,76.65,N,0.21,2002
113603,001590,66.945,69.98,N,0.1,2002
113620,001620,1.295,8.678,N,0.23,2002
113618,001620,0,0.45,N,0.25,2002
113610,001610,30.29,31.61,N,0.15,2002
113609,001610,29.74,30.29,N,0.3,2002
113614,001610,44.14,52,N,0.16,2002
113616,001610,54.8,63.118,N,0.06,2002
113613,001610,38.8,44.14,N,0.04,2002
113619,001620,0.45,1.295,N,0.27,2002
113607,001590,76.65,80.184,N,0.19,2002
113608,001591,0,0.25,N,0.37,2002
113605,001590,70.054,71.251,N,0.14,2002
113621,001620,8.678,19,N,0.1,2002
113611,001610,31.61,36.456,N,0.1,2002
113604,001590,69.98,70.054,N,0.09,2002
113612,001610,36.456,38.8,N,0.08,2002
113617,001611,44.6,46.18,N,0.08,2002
113622,001620,19,22.478,N,0.07,2002
113629,001630,6.463,6.768,N,0.27,2002
113625,001620,28.63,37.23,N,0.15,2002
113627,001630,0.446,0.65,N,0.41,2002
113639,001630,37.4,39.058,N,0.29,2002
113631,001630,7.29,7.72,N,0.21,2002
113634,001630,14.393,18.13,N,0.19,2002
113624,001620,25.8,28.63,N,0.14,2002
113623,001620,22.478,25.8,N,0.05,2002
113635,001630,18.13,19.849,N,0.27,2002
113630,001630,6.768,7.29,N,0.24,2002
113641,001640,7.4,7.916,N,0.02,2002
113637,001630,22.7,32.676,N,0.21,2002
113632,001630,7.9,8.25,N,0.13,2002
113638,001630,32.676,37.4,N,0.27,2002
113642,001640,7.916,12.131,N,0.21,2002
113636,001630,19.849,22.7,N,0.26,2002
113633,001630,8.25,14.393,N,0.23,2002
113628,001630,0.65,6.463,N,0.27,2002
113640,001640,0,7.4,N,0.03,2002
113626,001630,0,0.446,N,0.29,2002
113659,001660,20.28,20.682,A,0.11,2002
113662,001660,29.21,33,A,0.1,2002
113651,001650,13.05,14.08,N,0.12,2002
113647,001650,8.207,9.145,N,0.17,2002
113649,001650,9.66,9.765,N,0.2,2002
113654,001660,5.8,8.189,A,0.19,2002
113652,001650,14.08,14.24,N,0.14,2002
113644,001640,13.2,14.65,A,0.26,2002
113660,001660,21,25.7,A,0.25,2002
113661,001660,25.7,29.21,A,0.12,2002
113656,001660,9.785,10.92,A,0.3,2002
113653,001660,0,5.8,A,0.18,2002
113643,001640,12.131,13.2,A,0.22,2002
113646,001650,0,8.207,N,0.1,2002
113655,001660,8.189,9.785,A,0.22,2002
113650,001650,9.765,13.05,N,0.16,2002
113648,001650,9.145,9.46,N,0.2,2002
113658,001660,13.569,14.781,A,0.07,2002
113657,001660,10.92,13.569,A,0.1,2002
113645,001640,14.65,15.51,N,0.32,2002
113680,001662,0,0.265,A,0.02,2002
113668,001660,49.414,50.969,A,0.17,2002
113670,001660,52,55.239,A,0.31,2002
113674,001660,62.337,62.983,A,0.09,2002
113679,001661,5.24,5.765,N,0.18,2002
113665,001660,44.1,44.888,A,0.22,2002
113664,001660,40.391,44.1,A,0.28,2002
113677,001660,68.591,73.888,A,0.09,2002
113672,001660,58.461,60.58,A,0.12,2002
113671,001660,55.239,58.461,A,0.32,2002
113666,001660,44.888,45.548,A,0.14,2002
113682,001664,0,0.255,N,0.19,2002
113663,001660,33,40.391,A,0.39,2002
113669,001660,50.969,52,A,0.28,2002
113667,001660,45.548,49.414,A,0.27,2002
113675,001660,63,68,A,0.11,2002
113678,001661,4.72,5.24,N,0.13,2002
113676,001660,68,68.591,A,0.06,2002
113673,001660,60.58,62.337,A,0.04,2002
113681,001662,3.661,3.804,N,0.08,2002
113696,001790,68.767,69.134,N,0.31,2002
113693,001780,5.335,7.38,N,0.12,2002
113702,001790,93.4,96.16,N,0.09,2002
113694,001790,60.628,67.03,N,0.1,2002
113683,001664,0.255,0.944,N,0.12,2002
113698,001790,75.793,82.328,N,0.3,2002
113699,001790,82.328,86.9,N,0.31,2002
113700,001790,86.9,91.81,N,0.11,2002
113688,001666,0.565,1,N,0.15,2002
113684,001664,0.944,1.52,N,0.26,2002
113695,001790,67.03,68.767,N,0.34,2002
113692,001780,1.647,5.324,N,0.14,2002
113689,001670,60.89,62.133,N,0.14,2002
113697,001790,69.134,75.793,N,0.33,2002
113687,001666,0,0.565,N,0.15,2002
113685,001665,3.847,3.928,N,0.12,2002
113690,001780,1.11,1.27,N,0.11,2002
113686,001665,3.928,3.957,N,0.12,2002
113691,001780,1.27,1.647,N,0.12,2002
113701,001790,91.81,93.4,N,0.26,2002
113712,001800,16.1,17.85,N,0.14,2002
113720,001800,58.355,59.756,N,0.09,2002
113708,001800,6.349,12.275,N,0.13,2002
113706,001800,2.502,4.58,N,0.05,2002
113717,001800,39.465,48.236,N,0.17,2002
113704,001800,0,0.467,N,0.23,2002
113711,001800,13.84,16.1,N,0.28,2002
113722,001800,67.648,70.165,N,0.28,2002
113715,001800,25.594,29,N,0.07,2002
113718,001800,48.236,52.459,N,0.07,2002
113705,001800,0.467,2.484,N,0.11,2002
113709,001800,12.275,12.4,N,0.2,2002
113707,001800,4.58,6.349,N,0.16,2002
113713,001800,18,22.413,N,0.05,2002
113714,001800,22.413,25.594,N,0.1,2002
113719,001800,52.459,58.355,N,0.06,2002
113703,001790,96.16,96.429,N,0.12,2002
113710,001800,12.4,13.66,N,0.2,2002
113721,001800,59.756,67.648,N,0.07,2002
113716,001800,39,39.465,N,0.19,2002
113730,001800,81,82.8,N,0.33,2002
113739,001800,93.05,95.628,N,0.25,2002
113725,001800,73.4,74.5,N,0.21,2002
113726,001800,74.5,76,N,0.09,2002
113738,001800,90.786,93.05,N,0.21,2002
113741,001800,95.88,103.24,N,0.08,2002
113723,001800,70.055,73.2,N,0.18,2002
113735,001800,86.963,87.06,N,0.19,2002
113727,001800,76,77.9,N,0.21,2002
113733,001800,84.683,85.09,N,0.2,2002
113729,001800,79,81,N,0.19,2002
113737,001800,89.05,90.786,N,0.23,2002
113734,001800,85.09,86.383,N,0.15,2002
113740,001800,95.73,95.88,N,0.08,2002
113731,001800,82.8,84.331,N,0.38,2002
113736,001800,87.414,89.05,N,0.28,2002
113724,001800,73.2,73.4,N,0.16,2002
113742,001800,103.24,109.362,N,0.15,2002
113728,001800,77.9,79,N,0.25,2002
113732,001800,84.331,84.683,N,0.23,2002
113748,001820,1.132,3.566,N,0.13,2002
113762,001850,0,1.291,N,0.24,2002
113743,001800,109.362,117.68,N,0.17,2002
113750,001820,4.42,4.55,N,0.13,2002
113753,001820,7.895,11.262,N,0.13,2002
113756,001820,17.235,17.897,N,0.26,2002
113755,001820,13.971,17.235,N,0.16,2002
113749,001820,3.566,4.4,N,0.19,2002
113752,001820,5.856,7.895,N,0.22,2002
113745,001810,2.76,2.861,N,0.12,2002
113761,001840,100,104.42,N,0.16,2002
113759,001820,18.925,19.14,N,0.31,2002
113747,001820,0.49,1.132,N,0.16,2002
113760,001830,0,5.51,N,0.14,2002
113754,001820,11.262,13.971,N,0.13,2002
113744,001810,0,2.76,N,0.16,2002
113751,001820,4.832,5.856,N,0.18,2002
113758,001820,18.67,18.925,N,0.35,2002
113757,001820,17.897,18.67,N,0.33,2002
113746,001820,0,0.49,N,0.28,2002
113777,001870,0.726,1.334,N,0.25,2002
113771,001850,25.83,35.055,N,0.09,2002
113778,001870,1.334,1.609,N,0.23,2002
113769,001850,20.286,21.605,N,0.1,2002
113780,001870,1.797,1.917,N,0.37,2002
113766,001850,5.45,9.888,N,0.15,2002
113773,001860,3.63,7.3,N,0.04,2002
113767,001850,9.888,17.157,N,0.25,2002
113774,001860,7.3,13.522,N,0.14,2002
113770,001850,21.605,25.83,N,0.1,2002
113768,001850,17.157,20.286,N,0.05,2002
113763,001850,1.291,2.25,N,0.34,2002
113765,001850,4.332,5.45,N,0.15,2002
113772,001860,0,3.63,N,0.08,2002
113764,001850,2.25,4.332,N,0.16,2002
113779,001870,1.609,1.797,N,0.18,2002
113781,001870,2.145,2.235,N,0.16,2002
113775,001870,0,0.307,N,0.15,2002
113782,001870,2.235,2.429,N,0.15,2002
113776,001870,0.307,0.726,N,0.21,2002
113788,001870,10.63,14.255,N,0.14,2002
113795,001870,36.27,43,N,0.08,2002
113799,001880,0,2.723,N,0.12,2002
113800,001880,2.723,11.686,N,0.05,2002
113790,001870,14.273,14.572,N,0.06,2002
113798,001870,48.685,53.589,N,0.11,2002
113789,001870,14.255,14.273,N,0.14,2002
113802,001890,0.186,0.28,N,0.37,2002
113784,001870,2.73,3.28,N,0.39,2002
113783,001870,2.429,2.73,N,0.59,2002
113794,001870,26.317,36.31,N,0.06,2002
113797,001870,43.7,48.685,N,0.08,2002
113793,001870,25.796,26.317,N,0.17,2002
113785,001870,3.28,4.414,N,0.29,2002
113787,001870,5.05,10.63,N,0.21,2002
113791,001870,14.572,17.44,N,0.16,2002
113786,001870,4.414,5.05,N,0.18,2002
113801,001890,0,0.186,N,0.18,2002
113792,001870,17.52,25.796,N,0.15,2002
113796,001870,43.11,43.7,N,0.04,2002
113821,001910,26.938,28.805,N,0.27,2002
113812,001910,10.13,11.107,N,0.23,2002
113819,001910,23.44,23.94,N,0.33,2002
113805,001900,1.491,1.768,N,0.23,2002
113817,001910,20.2,21.14,N,0.39,2002
113820,001910,23.94,26.938,N,0.25,2002
113803,001890,0.28,0.505,N,0.13,2002
113814,001910,15.541,19.06,N,0.24,2002
113809,001901,2.831,3.29,N,0.38,2002
113816,001910,19.36,20.2,N,0.25,2002
113813,001910,11.107,15.541,N,0.22,2002
113804,001890,0.505,2.185,N,0.41,2002
113806,001900,1.768,2.403,N,0.22,2002
113808,001900,2.831,3.14,N,0.55,2002
113815,001910,19.06,19.36,N,0.12,2002
113807,001900,2.403,2.831,N,0.26,2002
113810,001902,0.186,0.275,N,0.21,2002
113822,001910,28.805,33.83,N,0.21,2002
113811,001902,0.275,0.381,N,0.15,2002
113818,001910,21.14,23.44,N,0.28,2002
113839,001910,66.789,66.946,N,0.04,2002
113836,001910,65.871,66.22,N,0.34,2002
113837,001910,66.22,66.615,N,0.21,2002
113827,001910,39.73,40.663,N,0.2,2002
113826,001910,38.133,39.73,N,0.23,2002
113840,001910,66.975,70.1,N,0.22,2002
113823,001910,33.83,34.7,N,0.23,2002
113834,001910,51.568,60.942,N,0.18,2002
113829,001910,42.5,43.225,N,0.13,2002
113831,001910,43.963,49.826,N,0.16,2002
113825,001910,35.004,38.133,N,0.16,2002
113824,001910,34.7,34.959,N,0.04,2002
113832,001910,49.826,50.6,N,0.18,2002
113841,001910,70.1,73.472,N,0.07,2002
113828,001910,40.663,42.5,N,0.26,2002
113830,001910,43.225,43.963,N,0.22,2002
113838,001910,66.615,66.789,N,0.19,2002
113833,001910,50.6,51.568,N,0.15,2002
113835,001910,60.942,65.871,N,0.18,2002
113842,001910,73.472,81.673,N,0.05,2002
113860,001920,40.146,48.87,N,0.32,2002
113845,001910,90.066,96.87,N,0.18,2002
113854,001910,151.4,155.775,N,0.16,2002
113844,001910,87.605,90.04,N,0.11,2002
113848,001910,111.433,117.61,N,0.09,2002
113862,001920,49.455,49.952,N,0.17,2002
113851,001910,128.23,136.346,N,0.19,2002
113859,001920,36.783,40.146,N,0.44,2002
113861,001920,49.28,49.455,N,0.1,2002
113857,001910,169.74,172.21,N,0.08,2002
113846,001910,96.87,103.932,N,0.12,2002
113847,001910,103.932,111.433,N,0.13,2002
113843,001910,81.673,87.605,N,0.14,2002
113852,001910,136.346,144.745,N,0.18,2002
113858,001910,172.21,174.415,N,0.18,2002
113849,001910,117.61,121.307,N,0.05,2002
113856,001910,161.78,169.74,N,0.21,2002
113850,001910,121.307,128.23,N,0.07,2002
113855,001910,155.775,161.78,N,0.17,2002
113853,001910,144.745,151.4,N,0.18,2002
113876,001930,29.54,34.118,N,0.05,2002
113869,001930,6.444,7.9,N,0.14,2002
113878,001930,35.164,42.54,N,0.2,2002
113864,001920,50.886,53.016,N,0.06,2002
113870,001930,7.9,12.794,N,0.16,2002
113875,001930,29.334,29.54,N,0.17,2002
113882,001940,13.618,15.117,N,0.04,2002
113867,001930,2.75,4.1,N,0.16,2002
113865,001920,53.016,53.346,N,0.06,2002
113871,001930,12.794,17.667,N,0.19,2002
113879,001940,0.02,0.308,N,0.09,2002
113873,001930,18.678,23.143,N,0.12,2002
113868,001930,4.1,6.444,N,0.13,2002
113881,001940,6.453,13.618,N,0.06,2002
113863,001920,49.952,50.886,N,0.09,2002
113877,001930,34.177,35.164,N,0.06,2002
113866,001930,0,2.75,N,0.17,2002
113872,001930,17.667,18.678,N,0.28,2002
113880,001940,0.308,6.453,N,0.05,2002
113874,001930,23.143,29.334,N,0.2,2002
113898,001950,7.086,8,N,0.2,2002
113888,001940,21.05,23.788,N,0.26,2002
113884,001940,15.348,15.886,N,0.25,2002
113897,001950,5.573,7.086,N,0.18,2002
113886,001940,18.036,19.9,N,0.24,2002
113895,001950,0.456,3.786,N,0.17,2002
113889,001940,23.788,26.925,N,0.3,2002
113885,001940,15.886,18.036,N,0.24,2002
113899,001950,8,8.78,N,0.14,2002
113894,001950,0,0.456,N,0.22,2002
113887,001940,19.9,21.05,N,0.22,2002
113901,001950,13.748,20.563,N,0.21,2002
113902,001950,20.563,22.199,N,0.26,2002
113891,001940,30.357,30.819,N,0.27,2002
113890,001940,26.925,30.357,N,0.23,2002
113883,001940,15.117,15.348,N,0.14,2002
113893,001940,30.952,31.077,N,0.21,2002
113900,001950,8.78,13.748,N,0.22,2002
113892,001940,30.819,30.952,N,0.2,2002
113896,001950,3.786,5.573,N,0.13,2002
113909,001960,6.605,11.249,N,0.14,2002
113906,001960,0.323,0.778,N,0.34,2002
113913,001960,22.473,25.406,N,0.19,2002
113904,001950,22.813,23.065,N,0.24,2002
113916,001960,25.512,25.84,N,0.17,2002
113908,001960,1.12,6.605,N,0.22,2002
113915,001960,25.493,25.512,N,0.2,2002
113910,001960,11.249,15.102,N,0.12,2002
113903,001950,22.199,22.813,N,0.22,2002
113907,001960,0.778,1.12,N,0.18,2002
113917,001960,25.84,26.39,N,0.15,2002
113914,001960,25.406,25.493,N,0.19,2002
113918,001961,0.03,0.824,N,0.22,2002
113911,001960,15.102,22.096,N,0.11,2002
113922,001970,23.015,30.052,N,0.14,2002
113919,001970,0,8.7,N,0.09,2002
113905,001960,0,0.323,N,0.3,2002
113912,001960,22.096,22.473,N,0.23,2002
113920,001970,8.7,16.782,N,0.19,2002
113921,001970,16.782,23.015,N,0.08,2002
113937,001990,2.289,2.65,N,0.13,2002
113924,001970,35.607,41.025,N,0.15,2002
113942,001990,15.117,15.818,N,0.29,2002
113925,001970,41.025,46.69,N,0.15,2002
113930,001980,7.08,13.32,N,0.05,2002
113938,001990,2.65,3.838,N,0.17,2002
113934,001980,28.501,28.79,N,0.22,2002
113926,001970,46.75,48.96,N,0.21,2002
113939,001990,3.838,6.37,N,0.26,2002
113940,001990,6.37,11.621,N,0.11,2002
113936,001990,1.648,2.289,N,0.15,2002
113941,001990,11.621,15.117,N,0.31,2002
113923,001970,30.052,35.607,N,0.09,2002
113935,001990,0,1.648,N,0.19,2002
113928,001980,0.06,6.02,N,0.04,2002
113931,001980,13.32,21.365,N,0.04,2002
113929,001980,6.02,7.08,N,0.06,2002
113932,001980,21.365,28.2,N,0.04,2002
113927,001970,48.96,49.515,N,0.17,2002
113933,001980,28.2,28.501,N,0.14,2002
113948,001990,50.2,51.672,N,0.1,2002
113957,001990,82.06,84.389,N,0.06,2002
113952,001990,63.27,64.656,N,0.09,2002
113949,001990,51.672,53.99,N,0.11,2002
113943,001990,15.818,16.18,N,0.37,2002
113950,001990,53.99,56.488,N,0.11,2002
113951,001990,56.488,57.179,N,0.09,2002
113945,001990,18.529,19.308,A,0.22,2002
113947,001990,47.46,50.2,N,0.1,2002
113959,001990,91.1,94.85,N,0.1,2002
113944,001990,18.148,18.529,N,0.09,2002
113962,001990,101.89,106.9,N,0.26,2002
113960,001990,94.85,97.3,N,0.11,2002
113953,001990,64.656,66.7,N,0.1,2002
113955,001990,72.505,80.699,N,0.1,2002
113958,001990,84.389,91.1,N,0.1,2002
113961,001990,97.3,101.89,N,0.21,2002
113954,001990,66.7,72.505,N,0.1,2002
