id,segcode,bmp,emp,direction,numlanes,year
83146,001330,0,8,A,2,2011
83147,001330,8,16.184,A,2,2011
83148,001330,16.184,21.54,A,2,2011
83149,001330,21.54,25,A,2,2011
83150,001330,25,30.87,A,2,2011
83151,001330,30.87,36,A,2,2011
83152,001330,36,39.75,A,2,2011
83153,001330,39.75,46.67,A,2,2011
83154,001330,46.67,54.8,A,2,2011
83155,001330,54.8,57.4,A,2,2011
83156,001330,57.4,63.203,A,2,2011
83157,001330,63.203,66.378,A,2,2011
83158,001330,66.378,69.378,A,2,2011
83159,001330,69.378,71.019,A,2,2011
83160,001330,71.019,72.6,A,2,2011
83161,001330,72.6,76.01,A,2,2011
83162,001330,76.01,81.9,A,2,2011
83163,001330,81.9,85.6,A,2,2011
83164,001330,85.6,89.3,A,2,2011
83165,001330,89.3,92.48,A,2,2011
83166,001330,92.48,95.872,A,2,2011
83167,001330,95.872,97.115,A,2,2011
83168,001330,97.115,100.5,A,2,2011
83169,001330,100.5,106.5,A,2,2011
83170,001330,106.5,111.859,A,2,2011
83171,001330,111.859,119.5,A,2,2011
83172,001330,119.5,127.548,A,2,2011
83173,001330,127.548,135.148,A,2,2011
83174,001330,135.148,142.5,A,2,2011
83175,001330,142.5,150.08,A,2,2011
83176,001330,150.08,159,A,2,2011
83177,001330,159,167.5,A,2,2011
83178,001330,167.5,173.5,A,2,2011
83179,001330,173.5,179.5,A,2,2011
83180,001330,179.5,183.4,A,2,2011
83181,001330,183.4,189.846,A,2,2011
83182,001330,189.846,196,A,2,2011
83183,001330,0,8,D,2,2011
83184,001330,8,16.184,D,2,2011
83185,001330,16.184,21.4,D,2,2011
83186,001330,21.4,25,D,2,2011
83187,001330,25,30.87,D,2,2011
83188,001330,30.87,36,D,2,2011
83189,001330,36,39.75,D,2,2011
83190,001330,39.75,46.67,D,2,2011
83191,001330,46.67,54.8,D,2,2011
83192,001330,54.8,57.4,D,2,2011
83193,001330,57.4,58,D,2,2011
83194,001330,58,63.2,D,2,2011
83195,001330,63.2,63.517,D,2,2011
83196,001330,63.517,66.378,D,2,2011
83197,001330,66.378,69.378,D,2,2011
83198,001330,69.378,71.019,D,2,2011
83199,001330,71.019,72.6,D,2,2011
83200,001330,72.6,76.01,D,2,2011
83201,001330,76.01,80.2,D,2,2011
83202,001330,80.2,81.7,D,2,2011
83203,001330,81.7,85.6,D,2,2011
83204,001330,85.6,89.3,D,2,2011
83205,001330,89.3,92.48,D,2,2011
83206,001330,92.48,92.789,D,2,2011
83207,001330,92.789,95.872,D,2,2011
83208,001330,95.872,97.115,D,2,2011
83209,001330,97.115,100.5,D,2,2011
83210,001330,100.5,106.5,D,2,2011
83211,001330,106.5,111.859,D,2,2011
83212,001330,111.859,119.5,D,2,2011
83213,001330,119.5,128,D,2,2011
83214,001330,128,134.462,D,2,2011
83215,001330,134.462,143.4,D,2,2011
83216,001330,143.4,149.92,D,2,2011
83217,001330,149.92,158.25,D,2,2011
83218,001330,158.25,166.71,D,2,2011
83219,001330,166.71,167.396,D,2,2011
83220,001330,167.396,173.5,D,2,2011
83221,001330,173.5,179.504,D,2,2011
83222,001330,179.504,181.21,D,2,2011
83223,001330,181.21,188.5,D,2,2011
83224,001330,188.5,196,D,2,2011
83225,001370,0,2.18,N,2,2011
83226,001370,2.18,2.4,N,2,2011
83227,001370,2.4,3.659,N,4,2011
83228,001370,3.659,4.244,N,2,2011
83229,001370,4.244,4.454,N,4,2011
83230,001370,4.454,4.802,N,4,2011
83231,001380,4.526,5.1,N,4,2011
83232,001380,5.1,6.315,N,4,2011
83233,001380,6.315,6.589,N,4,2011
83234,001380,6.589,7.23,N,4,2011
83235,030881,103.821,105.259,N,4,2011
83236,020053,105.259,105.403,N,4,2011
83237,001350,0,1,N,2,2011
83238,001340,0,3.147,N,2,2011
83239,001340,3.147,3.61,N,2,2011
83240,001340,3.61,3.842,N,2,2011
83241,001340,3.842,4.338,N,4,2011
83242,001360,0,0.447,A,2,2011
83243,001360,0.679,0.997,A,2,2011
83244,001360,0.997,1.99,A,2,2011
83245,001360,1.99,2.605,A,2,2011
83246,001360,2.605,3.083,A,2,2011
83247,001360,3.083,3.581,A,3,2011
83248,001360,4.459,4.552,A,3,2011
83249,001360,4.856,5.038,A,2,2011
83250,001360,5.318,5.55,A,3,2011
83251,001360,0.447,0.679,N,4,2011
83252,001360,3.581,4.206,N,4,2011
83253,001360,4.206,4.459,N,4,2011
83254,001360,4.552,4.856,N,4,2011
83255,001360,5.038,5.318,N,4,2011
83256,001371,3.705,4.244,D,2,2011
83257,001361,0,0.447,D,2,2011
83258,001361,0.679,0.971,D,2,2011
83259,001361,0.971,1.997,D,2,2011
83260,001361,1.997,2.611,D,2,2011
83261,001361,2.611,3.101,D,2,2011
83262,001361,3.101,3.608,D,2,2011
83263,001361,4.459,4.552,D,2,2011
83264,001361,4.856,5.033,D,2,2011
83265,001361,5.318,5.56,D,3,2011
83266,001010,0,6.276,A,2,2011
83267,001010,6.276,12.596,A,2,2011
83268,001010,12.596,17.612,A,2,2011
83269,001010,17.612,26.349,A,2,2011
83270,001010,26.349,26.71,A,2,2011
83271,001010,26.71,27.614,A,2,2011
83272,001010,27.614,28.299,A,2,2011
83273,001010,28.299,36.016,A,2,2011
83274,001010,36.016,38.715,A,2,2011
83275,001010,38.715,41.331,A,3,2011
83276,001010,41.331,41.78,A,3,2011
83277,001010,41.78,43.836,A,3,2011
83278,001010,43.836,44.739,A,3,2011
83279,001010,44.739,45.981,A,4,2011
83280,001010,45.981,46.808,A,4,2011
83281,001010,46.808,48.54,A,4,2011
83282,001010,48.54,49.15,A,5,2011
83283,001010,49.15,49.271,A,3,2011
83284,001010,49.271,49.728,A,3,2011
83285,001010,49.728,50.205,A,5,2011
83286,001010,50.205,50.511,A,3,2011
83287,001010,50.511,51.197,A,3,2011
83288,001010,51.197,51.827,A,3,2011
83289,001010,51.827,54.83,A,3,2011
83290,001010,54.83,60.154,A,2,2011
83291,001010,60.154,70.155,A,2,2011
83292,001010,70.155,76.25,A,2,2011
83293,001010,76.25,82.337,A,2,2011
83294,001010,82.337,90.023,A,2,2011
83295,001010,90.023,94.608,A,2,2011
83296,001010,94.608,103.51,A,2,2011
83297,001010,103.51,109.086,A,2,2011
83298,001010,109.086,114.467,A,2,2011
83299,001010,114.513,121.189,A,2,2011
83300,001010,121.189,129.901,A,2,2011
83301,001010,129.901,132.944,A,2,2011
83302,001010,132.944,136.031,A,2,2011
83303,001010,136.031,140.858,A,2,2011
83304,001010,140.858,149.509,A,2,2011
83305,001010,149.509,154.008,A,2,2011
83306,001010,154.008,157.328,A,2,2011
83307,001010,157.328,164.782,A,2,2011
83308,001010,164.782,169.928,A,2,2011
83309,001010,169.928,170.227,A,2,2011
83310,001010,170.227,172.152,A,2,2011
83311,001010,172.152,173.343,A,2,2011
83312,001010,173.343,181.237,A,2,2011
83313,001010,181.237,187.975,A,2,2011
83314,001010,187.975,194.122,A,2,2011
83315,001010,194.122,201.089,A,2,2011
83316,001010,201.089,207.682,A,2,2011
83317,001010,207.682,216.054,A,2,2011
83318,001010,216.054,221.78,A,2,2011
83319,001010,221.78,222.476,A,1,2011
83320,001010,222.476,229.349,A,2,2011
83321,001010,229.349,234.044,A,2,2011
83322,001010,234.044,234.721,A,2,2011
83323,001010,234.721,237.207,A,2,2011
83324,001010,237.207,244.282,A,2,2011
83325,001010,244.282,245.407,A,2,2011
83326,001010,245.407,253.281,A,2,2011
83327,001010,253.281,255.468,A,2,2011
83328,001010,255.468,261.035,A,2,2011
83329,001010,261.035,269.685,A,2,2011
83330,001010,269.685,275.65,A,2,2011
83331,001010,0,6.326,D,2,2011
83332,001010,6.326,12.686,D,2,2011
83333,001010,12.686,17.612,D,2,2011
83334,001010,17.612,26.349,D,2,2011
83335,001010,26.349,26.71,D,2,2011
83336,001010,26.71,27.614,D,3,2011
83337,001010,27.614,28.331,D,2,2011
83338,001010,28.331,28.475,D,2,2011
83339,001010,28.475,36.016,D,2,2011
83340,001010,36.016,38.715,D,2,2011
83341,001010,38.715,41.331,D,2,2011
83342,001010,41.331,41.78,D,3,2011
83343,001010,41.78,42.197,D,3,2011
83344,001010,42.197,43.796,D,3,2011
83345,001010,43.796,44.457,D,3,2011
83346,001010,44.457,44.739,D,3,2011
83347,001010,44.739,45.981,D,4,2011
83348,001010,45.981,46.808,D,4,2011
83349,001010,46.808,48.54,D,4,2011
83350,001010,48.54,49.15,D,5,2011
83351,001010,49.15,49.271,D,3,2011
83352,001010,49.271,50.205,D,4,2011
83353,001010,50.205,51.827,D,4,2011
83354,001010,51.827,54.83,D,4,2011
83355,001010,54.83,60.154,D,2,2011
83356,001010,60.154,70.145,D,2,2011
83357,001010,70.145,76.25,D,2,2011
83358,001010,76.25,82.337,D,2,2011
83359,001010,82.337,90.023,D,2,2011
83360,001010,90.023,94.749,D,2,2011
83361,001010,94.749,103.51,D,2,2011
83362,001010,103.51,109.086,D,2,2011
83363,001010,109.086,114.467,D,2,2011
83364,001010,114.513,121.189,D,2,2011
83365,001010,121.189,128.053,D,2,2011
83366,001010,128.053,129.034,D,2,2011
83367,001010,129.034,132.28,D,2,2011
83368,001010,132.28,136.031,D,2,2011
83369,001010,136.031,137.741,D,2,2011
83370,001010,137.741,140.858,D,2,2011
83371,001010,140.858,149.509,D,2,2011
83372,001010,149.509,157.328,D,2,2011
83373,001010,157.328,164.683,D,2,2011
83374,001010,164.683,172.86,D,2,2011
83375,001010,172.86,173.343,D,2,2011
83376,001010,173.343,181.818,D,2,2011
83377,001010,181.818,187.975,D,2,2011
83378,001010,187.975,194.122,D,2,2011
83379,001010,194.122,201.089,D,2,2011
83380,001010,201.089,207.682,D,2,2011
83381,001010,207.682,215.753,D,2,2011
83382,001010,215.753,216.054,D,2,2011
83383,001010,216.054,221.78,D,2,2011
83384,001010,221.78,222.317,D,2,2011
83385,001010,222.317,229.349,D,2,2011
83386,001010,229.349,239.3,D,2,2011
83387,001010,239.3,244.315,D,2,2011
83388,001010,244.315,245.214,D,2,2011
83389,001010,245.214,253.281,D,2,2011
83390,001010,253.281,255.468,D,2,2011
83391,001010,255.468,261.035,D,2,2011
83392,001010,261.035,269.685,D,2,2011
83393,001010,269.685,275.65,D,2,2011
83394,002240,138.6,138.778,N,2,2011
83395,002240,138.778,138.97,N,2,2011
83396,002040,169.447,172.595,N,2,2011
83397,002290,23.59,23.659,A,2,2011
83398,002290,23.659,24.106,A,2,2011
83399,002290,21.807,22.7,N,4,2011
83400,002290,22.7,23.042,N,4,2011
83401,002290,23.042,23.59,N,4,2011
83402,002290,23.59,23.659,D,2,2011
83403,002290,23.659,24.106,D,2,2011
83404,004635,0,0.8,A,2,2011
83405,004635,0.8,0.948,N,4,2011
83406,004635,0,0.8,D,2,2011
83407,001040,0,0.59,N,2,2011
83408,001050,0.221,1.425,N,2,2011
83409,001030,0,1.08,N,2,2011
83410,001030,1.08,2.905,N,2,2011
83411,001030,2.905,3.178,N,2,2011
83412,001020,3.644,4.116,A,3,2011
83413,001020,0,0.539,N,2,2011
83414,001020,0.539,2,N,2,2011
83415,001020,2,3.644,N,2,2011
83416,002170,93.538,94.255,N,4,2011
83417,002170,94.255,95.308,N,4,2011
83418,002052,19.68,19.875,A,2,2011
83419,002051,19.875,20.52,A,2,2011
83420,002040,50.08,51.057,A,2,2011
83421,002040,51.057,51.475,A,2,2011
83422,002040,57.633,57.935,A,3,2011
83423,002040,57.935,58.665,A,3,2011
83424,002040,51.475,51.87,N,4,2011
83425,002040,51.87,55.199,N,4,2011
83426,002040,55.199,55.943,N,4,2011
83427,002040,55.943,57.633,N,4,2011
83428,002040,58.665,59.356,N,4,2011
83429,002040,59.356,59.846,N,4,2011
83430,002040,59.846,60.166,N,4,2011
83431,002040,60.166,61.578,N,4,2011
83432,002040,61.578,61.797,N,4,2011
83433,002040,260.899,261.754,A,2,2011
83434,002040,257.481,258.86,N,4,2011
83435,002040,258.86,260.899,N,4,2011
83436,002040,260.899,261.754,D,2,2011
83437,002050,19.915,20.181,D,2,2011
83438,002050,20.181,20.54,D,3,2011
83439,002041,50.05,51.46,D,2,2011
83440,001021,3.644,4.062,D,3,2011
83441,002042,57.64,58.67,D,3,2011
83442,001260,0,7,A,2,2011
83443,001260,7,14,A,2,2011
83444,001260,14,14.808,A,2,2011
83445,001260,14.808,15.21,A,2,2011
83446,001260,15.21,21,A,2,2011
83447,001260,21,26.505,A,2,2011
83448,001260,26.505,35.9,A,2,2011
83449,001260,35.9,45.5,A,2,2011
83450,001260,45.5,53.3,A,2,2011
83451,001260,53.3,56,A,2,2011
83452,001260,56,57.7,A,2,2011
83453,001260,57.7,58.1,A,2,2011
83454,001260,58.1,61.3,A,2,2011
83455,001260,61.3,62.3,A,2,2011
83456,001260,62.3,62.85,A,2,2011
83457,001260,0,7.4,D,2,2011
83458,001260,7.4,14.808,D,2,2011
83459,001260,14.808,15.21,D,2,2011
83460,001260,15.21,21,D,2,2011
83461,001260,21,26.505,D,2,2011
83462,001260,26.505,35.9,D,2,2011
83463,001260,35.9,45.5,D,2,2011
83464,001260,45.5,53.3,D,2,2011
83465,001260,53.3,61.3,D,2,2011
83466,001260,61.3,62.3,D,2,2011
83467,001260,62.3,62.85,D,1,2011
83468,001270,0,2.942,N,2,2011
83469,001270,4.075,4.605,N,2,2011
83470,002332,100,100.259,N,4,2011
83471,002332,100.259,101.87,N,2,2011
83472,015867,0,0.12,D,1,2011
83473,001660,0,5.5,A,2,2011
83474,001660,5.5,10.92,A,2,2011
83475,001660,10.92,11.151,A,2,2011
83476,001660,11.151,14.781,A,2,2011
83477,008339,14.781,20.28,A,2,2011
83478,001660,20.28,20.682,A,2,2011
83479,001660,21,24,A,2,2011
83480,001660,24,31.9,A,2,2011
83481,001660,31.9,40,A,2,2011
83482,001660,40,40.391,A,2,2011
83483,001660,40.391,41.52,A,2,2011
83484,001660,41.52,44.5,A,2,2011
83485,001660,44.5,51.956,A,2,2011
83486,001660,51.956,58.5,A,2,2011
83487,001660,58.5,60.41,A,2,2011
83488,001660,60.41,62.246,A,2,2011
83489,001660,62.246,62.983,A,2,2011
83490,001660,63,68.005,A,2,2011
83491,001660,68.005,73.888,A,2,2011
83492,001660,0,5.5,D,2,2011
83493,001660,5.5,10.92,D,2,2011
83494,001660,10.92,14.781,D,2,2011
83495,008339,14.781,20.28,D,2,2011
83496,001660,20.28,20.682,D,2,2011
83497,001660,21,24,D,2,2011
83498,001660,24,31.9,D,2,2011
83499,001660,31.9,40,D,2,2011
83500,001660,40,40.391,D,2,2011
83501,001660,40.391,41.52,D,2,2011
83502,001660,41.52,44.5,D,2,2011
83503,001660,44.5,51.956,D,2,2011
83504,001660,51.956,58.5,D,2,2011
83505,001660,58.5,60.41,D,2,2011
83506,001660,60.41,62.335,D,2,2011
83507,001660,62.335,62.983,D,2,2011
83508,001660,63,67.985,D,2,2011
83509,001660,67.985,73.888,D,2,2011
83510,001666,0,0.273,N,2,2011
83511,001666,0.273,0.728,N,2,2011
83512,001666,0.728,1,N,2,2011
83513,005920,0,0.2,N,4,2011
83514,001670,60.89,62.133,N,2,2011
83515,001661,4.705,5.64,N,4,2011
83516,001662,0.031,0.147,N,4,2011
83517,001664,0,0.255,N,2,2011
83518,001664,0.255,0.938,N,4,2011
83519,001664,0.938,1.52,N,4,2011
83520,001665,3.847,3.957,N,2,2011
83521,001662,3.687,3.834,N,2,2011
83522,002410,0,2.569,A,3,2011
83523,002410,2.569,3.62,A,3,2011
83524,002410,0,1.161,D,3,2011
83525,002410,1.161,2.721,D,3,2011
83526,002410,2.721,3.1,D,3,2011
83527,002410,3.1,3.62,D,3,2011
83528,001580,0,5.58,N,2,2011
83529,001580,5.58,11.175,N,2,2011
83530,030861,521.862,522.223,N,2,2011
83531,001800,0,0.471,N,2,2011
83532,001800,0.471,0.712,N,2,2011
83533,001800,0.712,2.484,N,2,2011
83534,001800,2.502,3.368,N,2,2011
83535,001800,3.368,4.58,N,2,2011
83536,001800,4.58,4.906,N,2,2011
83537,001800,4.906,8.515,N,2,2011
83538,001800,8.515,9.276,N,2,2011
83539,001800,9.276,12.39,N,2,2011
83540,001800,12.39,13.66,N,2,2011
83541,001800,13.84,17.85,N,2,2011
83542,001800,18,23.5,N,2,2011
83543,001800,23.5,29,N,2,2011
83544,001800,39,39.514,N,2,2011
83545,001800,39.514,48.228,N,2,2011
83546,001800,48.228,53.289,N,2,2011
83547,001800,53.289,58.335,N,2,2011
83548,001800,58.335,67.573,N,2,2011
83549,001800,67.573,70.124,N,3,2011
83550,001800,70.003,73.254,N,2,2011
83551,001800,73.254,74.151,N,3,2011
83552,001800,74.151,74.379,N,3,2011
83553,001800,74.379,76.047,N,2,2011
83554,001800,76.047,76.62,N,2,2011
83555,001800,76.62,76.934,N,2,2011
83556,001800,76.934,78.042,N,2,2011
83557,001800,78.042,79.039,N,3,2011
83558,001800,79.039,81.207,N,2,2011
83559,001800,81.207,81.753,N,3,2011
83560,001800,81.753,82.693,N,3,2011
83561,001800,82.693,84.24,N,2,2011
83562,001800,84.24,85.142,N,2,2011
83563,001800,85.142,86.428,N,2,2011
83564,025275,86.428,86.899,N,2,2011
83565,001800,87.321,87.425,N,2,2011
83566,025275,87.425,87.588,N,2,2011
83567,001800,87.588,92.517,N,2,2011
83568,001800,92.517,95.331,N,2,2011
83569,001800,95.331,95.757,N,2,2011
83570,001800,95.627,103.24,N,2,2011
83571,001800,103.245,104.571,N,2,2011
83572,001800,104.571,111.569,N,2,2011
83573,001800,111.569,111.771,N,2,2011
83574,001800,111.771,113.832,N,2,2011
83575,001800,113.832,114.103,N,2,2011
83576,001800,114.103,116.894,N,2,2011
83577,001800,116.894,117.12,N,2,2011
83578,001800,117.12,117.68,N,2,2011
83579,001780,1.11,5.324,N,2,2011
83580,001780,5.335,5.72,N,2,2011
83581,001780,5.72,6.11,N,2,2011
83582,001780,6.11,7.38,N,2,2011
83583,001820,0,0.5,N,2,2011
83584,001820,0.5,1.13,N,2,2011
83585,001820,1.13,1.77,N,2,2011
83586,001820,1.77,2.445,N,3,2011
83587,001820,2.445,2.909,N,3,2011
83588,001820,2.909,3.476,N,3,2011
83589,001820,3.476,4.4,N,2,2011
83590,001820,4.42,4.55,N,2,2011
83591,015998,4.55,4.82,N,2,2011
83592,001820,4.832,5.856,N,3,2011
83593,001820,5.856,6.316,N,2,2011
83594,001820,6.316,7.9,N,2,2011
83595,001820,7.9,10.73,N,2,2011
83596,001820,10.73,11.18,N,4,2011
83597,001820,11.18,11.61,N,2,2011
83598,001820,11.61,11.87,N,2,2011
83599,001820,11.87,17.9,N,2,2011
83600,001820,17.9,18.67,N,2,2011
83601,001820,18.67,18.925,N,2,2011
83602,001820,18.925,19.14,N,2,2011
83603,001850,0,9.9,N,2,2011
83604,001850,9.9,17.157,N,2,2011
83605,001850,17.157,20.286,N,2,2011
83606,001850,20.286,26.01,N,2,2011
83607,001850,26.01,35.055,N,2,2011
83608,001840,100,104.42,N,2,2011
83609,001920,36.787,42.754,N,2,2011
83610,001920,42.754,48.87,N,2,2011
83611,001920,49.28,50.537,N,2,2011
83612,001920,50.537,53.346,N,2,2011
83613,001870,0,1.609,N,4,2011
83614,001870,1.609,1.917,N,2,2011
83615,001870,2.331,2.7,N,2,2011
83616,001870,2.7,3.293,N,2,2011
83617,001870,3.293,5.05,N,2,2011
83618,001870,5.05,10.63,N,2,2011
83619,001870,10.63,14.255,N,2,2011
83620,001870,14.255,14.572,N,4,2011
83621,001870,14.572,17.44,N,2,2011
83622,001870,17.52,21.845,N,2,2011
83623,001870,21.845,29,N,2,2011
83624,001870,29,36,N,2,2011
83625,001870,36,36.31,N,2,2011
83626,001870,36.31,43,N,2,2011
83627,001870,43.11,43.7,N,2,2011
83628,001870,43.7,53.589,N,2,2011
83629,001860,0,3.63,N,2,2011
83630,001860,3.63,7.26,N,2,2011
83631,001860,7.26,13.522,N,2,2011
83632,001930,0,1.4,N,2,2011
83633,001930,1.4,1.9,N,2,2011
83634,001930,1.9,3.3,N,2,2011
83635,001930,3.3,3.8,N,2,2011
83636,001930,3.8,5.5,N,2,2011
83637,001930,5.5,6,N,3,2011
83638,001930,6,8,N,2,2011
83639,001930,8,13,N,2,2011
83640,001930,13,18.37,N,2,2011
83641,001930,18.37,18.678,N,2,2011
83642,001930,18.678,22.45,N,2,2011
83643,001930,22.45,23.143,N,2,2011
83644,001930,23.143,25.256,N,2,2011
83645,001930,25.256,28.526,N,2,2011
83646,001930,28.526,28.845,N,2,2011
83647,001930,28.845,29.052,N,2,2011
83648,001930,29.052,29.334,N,2,2011
83649,001930,29.334,29.54,N,2,2011
83650,001930,29.54,34.118,N,2,2011
83651,001930,34.177,35.164,N,2,2011
83652,001930,35.164,42.54,N,2,2011
83653,001960,0,1.12,N,2,2011
83654,001960,1.12,6.6,N,2,2011
83655,001960,6.6,11,N,2,2011
83656,001960,11,11.257,N,2,2011
83657,001960,11.257,18.711,N,2,2011
83658,001960,18.711,24,N,2,2011
83659,001960,24,24.3,N,2,2011
83660,001960,24.3,25.406,N,2,2011
83661,001960,25.406,25.84,N,2,2011
83662,001960,25.84,26.39,N,2,2011
83663,001961,0.03,0.55,N,2,2011
83664,001961,0.55,0.824,N,2,2011
83665,001970,0,8.782,N,2,2011
83666,001970,8.782,16.782,N,2,2011
83667,001970,16.782,23,N,2,2011
83668,001970,23,29.174,N,2,2011
83669,001970,29.174,38,N,2,2011
83670,001970,38,46.69,N,2,2011
83671,001970,46.75,47.733,N,2,2011
83672,001970,47.733,48.96,N,2,2011
83673,001970,48.96,49.515,N,2,2011
83674,001390,0,3.8,N,2,2011
83675,001390,3.8,4.5,N,3,2011
83676,001390,4.5,5.4,N,3,2011
83677,001390,5.4,9,N,2,2011
83678,001390,9,11.6,N,2,2011
83679,001390,11.6,11.96,N,2,2011
83680,001390,11.96,12.3,N,2,2011
83681,001390,12.3,12.6,N,4,2011
83682,001390,12.6,13.927,N,2,2011
83683,002050,0,4.56,N,2,2011
83684,002050,4.56,4.827,N,2,2011
83685,002050,9.07,10,N,2,2011
83686,002050,10,13.333,N,2,2011
83687,002050,13.333,14.28,N,2,2011
83688,002050,14.28,17.481,N,4,2011
83689,002050,17.481,18.27,N,4,2011
83690,002050,18.27,19,N,4,2011
83691,002050,19,19.915,N,4,2011
83692,001540,34.195,34.572,N,2,2011
83693,025246,34.572,34.638,N,2,2011
83694,002140,8.467,9.918,A,2,2011
83695,002140,0,0.209,N,3,2011
83696,002140,0.209,0.41,N,4,2011
83697,002141,0.41,0.788,N,4,2011
83698,002141,0.788,2.236,N,2,2011
83699,002141,2.236,3.58,N,2,2011
83700,002140,8.252,8.467,N,2,2011
83701,002140,9.918,14.5,N,3,2011
83702,002140,14.5,16.425,N,3,2011
83703,002140,16.425,17.325,N,2,2011
83704,002140,17.325,21.293,N,2,2011
83705,002140,21.293,21.92,N,3,2011
83706,002140,21.92,28,N,2,2011
83707,002140,28,34,N,2,2011
83708,002140,34,34.7,N,3,2011
83709,002140,34.7,38.97,N,2,2011
83710,002140,38.97,42,N,2,2011
83711,002140,42,49.25,N,2,2011
83712,002140,49.25,55.153,N,2,2011
83713,002140,55.153,58,N,2,2011
83714,002140,58,65.3,N,2,2011
83715,002140,65.3,72.697,N,2,2011
83716,002140,72.697,79,N,2,2011
83717,002140,79,85.5,N,2,2011
83718,002140,85.53,91.57,N,2,2011
83719,002140,91.57,97.5,N,2,2011
83720,002140,97.5,105.517,N,2,2011
83721,002140,105.517,111,N,2,2011
83722,002140,111,116.5,N,2,2011
83723,002140,116.5,122.4,N,2,2011
83724,002140,122.4,130.45,N,2,2011
83725,002140,130.45,130.6,N,4,2011
83726,002140,130.6,130.869,N,2,2011
83727,002140,8.467,9.918,D,2,2011
83728,002470,24.67,24.917,N,2,2011
83729,002470,24.917,31.5,N,2,2011
83730,002470,31.5,38.3,N,2,2011
83731,002470,38.3,47,N,2,2011
83732,002470,47,53.3,N,2,2011
83733,002470,53.3,59.62,N,2,2011
83734,002470,59.62,60.06,N,2,2011
83735,002470,60.06,68.606,N,2,2011
83736,002280,0.9,3.4,A,2,2011
83737,002280,0.33,0.9,N,4,2011
83738,002280,3.4,3.735,N,4,2011
83739,002280,5.12,5.403,N,2,2011
83740,002280,5.403,5.75,N,2,2011
83741,002280,5.75,6.605,N,2,2011
83742,002280,6.605,12.1,N,2,2011
83743,002280,12.1,18,N,2,2011
83744,002280,18,27.2,N,2,2011
83745,002280,27.2,36.4,N,2,2011
83746,002280,36.4,42.563,N,2,2011
83747,002280,42.563,46.491,N,2,2011
83748,002280,46.491,50.693,N,2,2011
83749,002280,50.693,55.75,N,2,2011
83750,002270,51.068,52.455,N,4,2011
83751,002280,55.75,61.2,N,2,2011
83752,002280,61.2,64.96,N,2,2011
83753,002280,64.96,66.916,N,2,2011
83754,002280,66.916,67.533,N,2,2011
83755,002280,0.9,3.4,D,2,2011
83756,002270,0,0.965,N,4,2011
83757,002270,0.965,1.838,N,4,2011
83758,002270,1.838,2.1,N,2,2011
83759,002270,2.1,3.335,N,2,2011
83760,002270,3.335,3.63,N,2,2011
83761,002270,3.63,3.735,N,2,2011
83762,002270,3.735,4.7,N,2,2011
83763,002270,4.7,5.342,N,2,2011
83764,002270,5.342,6.248,N,3,2011
83765,002270,6.248,6.406,N,2,2011
83766,002270,6.406,8.403,N,3,2011
83767,002270,8.403,9.4,N,2,2011
83768,002270,9.4,10.346,N,2,2011
83769,002270,10.346,18,N,2,2011
83770,002270,18,21,N,2,2011
83771,002270,21,24.25,N,2,2011
83772,002270,24.25,30.564,N,2,2011
83773,002270,37.57,42.472,N,2,2011
83774,002270,42.472,45.693,N,2,2011
83775,002270,45.693,46.025,N,4,2011
83776,002270,46.025,46.538,N,4,2011
83777,002270,46.538,50.83,N,2,2011
83778,025310,50.83,50.978,N,4,2011
83779,002270,52.455,52.697,N,4,2011
83780,002270,52.697,53.583,N,2,2011
83781,002270,53.583,56.79,N,2,2011
83782,015999,56.79,57.34,N,2,2011
83783,002270,57.36,58.048,N,2,2011
83784,002290,24.106,24.547,A,2,2011
83785,002290,0,10,N,2,2011
83786,002290,10,19.946,N,2,2011
83787,002290,19.946,20.448,N,2,2011
83788,002290,20.448,21.807,N,4,2011
83789,002290,24.547,25.808,N,2,2011
83790,002290,25.808,26.423,N,2,2011
83791,002290,26.423,26.561,N,4,2011
83792,002290,24.106,24.547,D,2,2011
83793,002500,15.15,21,N,2,2011
83794,002500,21,30.6,N,2,2011
83795,002500,30.6,37.8,N,2,2011
83796,002500,37.8,45,N,2,2011
83797,002500,45,51.875,N,2,2011
83798,002500,51.875,59.25,N,2,2011
83799,002500,59.25,66.5,N,2,2011
83800,002500,66.5,73.75,N,2,2011
83801,002500,73.75,82,N,2,2011
83802,002500,82,88.2,N,2,2011
83803,002500,88.2,89.765,N,2,2011
83804,002500,89.765,96.25,N,2,2011
83805,002500,96.25,102.579,N,2,2011
83806,002500,102.579,108,N,2,2011
83807,002500,108,113.588,N,2,2011
83808,002500,113.588,116.35,N,2,2011
83809,002500,116.35,126.32,N,2,2011
83810,002500,126.32,135.1,N,2,2011
83811,002500,135.1,135.645,N,2,2011
83812,002510,0,4.33,N,2,2011
83813,002510,4.33,6.857,N,2,2011
83814,002510,6.857,13.614,N,2,2011
83815,002450,0,4.735,N,2,2011
83816,002450,4.735,5.705,N,2,2011
83817,002450,5.705,6.528,N,2,2011
83818,002450,6.535,7.33,N,2,2011
83819,002450,7.33,14.1,N,2,2011
83820,002450,14.1,21.025,N,2,2011
83821,002480,0,7.991,N,2,2011
83822,002480,7.991,14.75,N,2,2011
83823,002480,14.75,21.5,N,2,2011
83824,002480,21.5,28.386,N,2,2011
