id,segcode,bmp,emp,direction,numlanes,year
107201,002220,131.26,137,N,2,2012
107202,002220,137,144.5,N,2,2012
107203,002220,144.5,152,N,2,2012
107204,002220,152,159.56,N,2,2012
107205,002220,159.56,160.382,N,2,2012
107206,002240,165.95,172,N,2,2012
107207,002240,172,177.5,N,2,2012
107208,002240,177.5,178.9,N,2,2012
107209,002240,178.9,182.8,N,2,2012
107210,002240,182.8,188.88,N,2,2012
107211,002240,188.88,196.08,N,2,2012
107212,002240,196.08,197.76,N,2,2012
107213,002240,197.76,198.45,N,2,2012
107214,002240,198.45,199.27,N,2,2012
107215,007356,199.27,201.684,N,2,2012
107216,002240,201.85,204.262,N,2,2012
107217,002240,204.262,204.65,N,2,2012
107218,002240,204.65,205.27,N,2,2012
107219,002240,205.27,214.454,N,2,2012
107220,002240,214.454,216,N,2,2012
107221,002240,216,222.835,N,2,2012
107222,002240,222.835,224.2,N,3,2012
107223,002240,224.2,226.286,N,2,2012
107224,002240,226.327,233,N,2,2012
107225,002240,233,240.35,N,2,2012
107226,002240,240.35,247.786,N,2,2012
107227,002220,244.325,250.5,N,2,2012
107228,002240,247.786,248.555,N,4,2012
107229,002220,250.5,256.464,N,2,2012
107230,002220,256.464,256.683,N,2,2012
107231,002220,256.683,257.196,N,2,2012
107232,002220,257.196,263,N,2,2012
107233,002220,263,268.66,N,2,2012
107234,002220,268.66,269.639,N,2,2012
107235,002220,269.639,273.896,N,2,2012
107236,002220,273.896,278,N,2,2012
107237,002220,278,286,N,2,2012
107238,002220,286,292.5,N,2,2012
107239,002220,292.5,299,N,2,2012
107240,002220,299,304.3,N,2,2012
107241,002220,304.3,304.675,N,2,2012
107242,002220,304.675,305.213,N,2,2012
107243,002220,305.213,310,N,2,2012
107244,002220,310,315.592,N,2,2012
107245,002220,315.592,316,N,2,2012
107246,002220,316,326,N,2,2012
107247,002220,326,331.5,N,2,2012
107248,002220,331.5,337,N,2,2012
107249,002220,337,337.623,N,2,2012
107250,002220,337.623,343,N,2,2012
107251,002220,343,343.629,N,2,2012
107252,002220,343.629,344.206,N,3,2012
107253,002220,344.206,345.394,N,2,2012
107254,002220,345.394,345.925,N,3,2012
107255,002220,345.925,346.2,N,2,2012
107256,002220,346.2,346.7,N,3,2012
107257,002220,346.7,347.837,N,2,2012
107258,002220,347.837,350.819,N,3,2012
107259,002220,50.135,52.682,D,2,2012
107260,002220,46.549,47.345,N,4,2012
107261,002220,47.345,48.5,N,4,2012
107262,002220,48.5,49.234,N,4,2012
107263,002040,212.093,212.84,N,4,2012
107264,002040,212.84,213.064,N,4,2012
107265,002040,213.064,215.633,N,4,2012
107266,002040,215.633,216.899,N,4,2012
107267,002043,217.199,217.282,N,4,2012
107268,002222,0,0.391,N,2,2012
107269,002540,0,1.022,N,2,2012
107270,002221,0,0.91,N,2,2012
107271,001540,65.696,66.04,A,2,2012
107272,001540,66.574,66.953,A,2,2012
107273,001540,68.932,69.472,A,2,2012
107274,001540,304.715,305.2,A,2,2012
107275,001540,305.2,309.75,A,2,2012
107276,001540,309.75,310.25,A,2,2012
107277,001540,310.25,311.92,A,2,2012
107278,001540,311.92,312.5,A,2,2012
107279,001540,312.5,317.41,A,2,2012
107280,001540,317.41,323.36,A,2,2012
107281,001539,323.36,326.567,A,2,2012
107282,001539,326.617,332,A,2,2012
107283,001539,332,337.668,A,2,2012
107284,006416,344.885,345.017,A,3,2012
107285,001553,345.051,345.56,A,3,2012
107286,001540,345.48,345.575,A,3,2012
107287,001539,403.847,408.115,A,2,2012
107288,001539,408.115,412.978,A,2,2012
107289,001539,412.978,413.465,A,2,2012
107290,001539,413.465,418.7,A,2,2012
107291,001540,430.629,431.07,A,3,2012
107292,001540,431.07,432.534,A,2,2012
107293,001540,432.534,436,A,2,2012
107294,001540,436,436.272,A,2,2012
107295,001540,436.272,438,A,2,2012
107296,001540,438,438.565,A,2,2012
107297,001540,438.565,440.732,A,2,2012
107298,001540,506.86,507.495,A,2,2012
107299,001540,0,3.5,N,2,2012
107300,001540,3.5,3.8,N,3,2012
107301,001540,3.8,4.2,N,4,2012
107302,001540,4.2,4.9,N,3,2012
107303,001540,4.9,7,N,2,2012
107304,001540,7,13.26,N,2,2012
107305,001540,13.26,13.8,N,2,2012
107306,001540,13.8,16.7,N,3,2012
107307,001540,16.7,17.776,N,3,2012
107308,001540,17.776,18.1,N,2,2012
107309,001540,18.1,18.6,N,3,2012
107310,001540,18.6,20.226,N,2,2012
107311,001540,20.226,20.443,N,2,2012
107312,001540,22.71,28,N,2,2012
107313,001540,28,28.941,N,2,2012
107314,001540,29,33.345,N,2,2012
107315,001541,33.345,34.253,N,2,2012
107316,001540,34.642,37.4,N,2,2012
107317,001540,37.4,38.02,N,3,2012
107318,001540,38.02,38.433,N,2,2012
107319,001540,38.433,39.19,N,4,2012
107320,001540,39.19,45.44,N,2,2012
107321,001540,45.44,46.6,N,2,2012
107322,001540,46.6,47.6,N,2,2012
107323,001540,47.6,48.63,N,2,2012
107324,016040,48.63,49.12,N,2,2012
107325,001540,49.12,49.6,N,2,2012
107326,001540,49.6,50.309,N,3,2012
107327,001540,50.309,54.58,N,4,2012
107328,001540,54.58,60.72,N,4,2012
107329,001540,60.72,61.078,N,4,2012
107330,001540,61.078,63.8,N,4,2012
107331,001540,64,65.037,N,4,2012
107332,001540,65.037,65.696,N,4,2012
107333,001540,66.953,67.142,N,4,2012
107334,001540,67.142,68.932,N,2,2012
107335,001540,69.472,71.762,N,2,2012
107336,001540,71.762,80.225,N,2,2012
107337,001540,80.225,81.52,N,2,2012
107338,001540,81.52,81.743,N,4,2012
107339,001540,81.743,81.752,N,2,2012
107340,001541,81.752,83.002,N,2,2012
107341,001540,83.872,85.74,N,2,2012
107342,001540,85.74,86.606,N,2,2012
107343,008641,87.523,88.3,N,2,2012
107344,008641,88.3,89.5,N,3,2012
107345,008641,89.5,91.176,N,2,2012
107346,001540,91.176,94.759,N,2,2012
107347,001540,94.759,95,N,2,2012
107348,001540,95,97.29,N,3,2012
107349,001540,97.29,100,N,2,2012
107350,001540,100,102.5,N,3,2012
107351,025644,100.931,107.119,N,2,2012
107352,001540,102.5,104.8,N,2,2012
107353,001540,104.8,108.9,N,2,2012
107354,001540,108.9,111.5,N,2,2012
107355,001540,111.5,112.977,N,2,2012
107356,001540,112.977,113.393,N,4,2012
107357,001540,113.393,113.77,N,2,2012
107358,001540,113.77,123.38,N,2,2012
107359,001540,123.38,126.8,N,2,2012
107360,001540,126.8,127.6,N,3,2012
107361,001540,127.6,129.5,N,2,2012
107362,001540,129.5,130.1,N,2,2012
107363,001540,130.1,130.93,N,3,2012
107364,001540,131.82,135.3,N,2,2012
107365,001540,135.3,136,N,2,2012
107366,001540,136,145.05,N,2,2012
107367,001540,145.05,154.1,N,2,2012
107368,001540,154.1,160.93,N,2,2012
107369,001540,160.93,170.726,N,2,2012
107370,001540,170.726,171.136,N,2,2012
107371,001540,171.136,171.926,N,3,2012
107372,001540,171.926,174.55,N,2,2012
107373,001540,174.55,176.6,N,2,2012
107374,001540,176.6,178.476,N,2,2012
107375,001540,178.503,181.354,N,2,2012
107376,001540,181.354,182.415,N,2,2012
107377,001540,182.415,188.5,N,2,2012
107378,001540,188.5,194.6,N,2,2012
107379,001540,194.6,196.1,N,2,2012
107380,001540,196.1,197.3,N,2,2012
107381,001540,197.3,197.63,N,2,2012
107382,001540,197.63,203.75,N,2,2012
107383,001540,203.75,210.035,N,2,2012
107384,001540,210.035,210.565,N,2,2012
107385,001540,210.565,213.6,N,2,2012
107386,001540,213.6,218.376,N,2,2012
107387,001540,218.376,219.2,N,2,2012
107388,001540,219.24,222.367,N,2,2012
107389,001540,222.367,223.347,N,3,2012
107390,001540,223.347,223.8,N,2,2012
107391,001540,223.8,231.467,N,3,2012
107392,001540,231.467,234.02,N,3,2012
107393,001540,234.02,234.338,N,3,2012
107394,001540,234.338,239.539,N,2,2012
107395,001540,239.539,242.01,N,2,2012
107396,001540,242.01,248.4,N,2,2012
107397,001540,248.4,249.4,N,3,2012
107398,001540,249.4,251.1,N,2,2012
107399,001540,251.1,251.639,N,2,2012
107400,001540,251.639,251.914,N,2,2012
107401,001540,251.914,252.485,N,2,2012
107402,001540,252.485,258.4,N,2,2012
107403,001540,258.4,259,N,3,2012
107404,001540,259,259.4,N,4,2012
107405,001540,259.4,260.051,N,3,2012
107406,001540,260.051,261.588,N,2,2012
107407,008605,263.825,266.102,N,2,2012
107408,008605,266.102,267.437,N,3,2012
107409,008605,267.437,269.648,N,2,2012
107410,008605,269.648,273.735,N,2,2012
107411,001540,273.735,273.9,N,2,2012
107412,001540,273.9,279.3,N,2,2012
107413,001540,279.3,279.8,N,3,2012
107414,001540,279.8,282.1,N,2,2012
107415,001540,282.1,282.6,N,3,2012
107416,001540,282.6,283.2,N,2,2012
107417,001540,283.2,283.7,N,3,2012
107418,001540,283.7,290.378,N,2,2012
107419,001540,290.378,291.4,N,3,2012
107420,001540,291.4,297.1,N,2,2012
107421,001540,297.1,300.09,N,2,2012
107422,001540,300.09,304.09,N,2,2012
107423,001540,304.09,304.715,N,2,2012
107424,001540,337.668,338.5,N,2,2012
107425,001540,338.5,339.3,N,3,2012
107426,001540,339.3,342.2,N,2,2012
107427,001540,342.2,342.943,N,2,2012
107428,001540,342.943,343.601,N,2,2012
107429,001540,343.601,344.026,N,2,2012
107430,001540,344.026,344.767,N,4,2012
107431,006416,344.767,344.885,N,4,2012
107432,001540,345.575,345.95,N,4,2012
107433,001540,345.95,346.604,N,3,2012
107434,001540,346.604,349.8,N,2,2012
107435,001540,349.8,350.9,N,3,2012
107436,001540,350.9,352.13,N,3,2012
107437,001540,352.13,354.655,N,2,2012
107438,001540,354.655,355.905,N,3,2012
107439,001540,355.905,356.538,N,3,2012
107440,001540,356.538,357.1,N,3,2012
107441,001540,357.1,359.4,N,2,2012
107442,001540,359.4,360.3,N,3,2012
107443,001540,360.3,362.452,N,2,2012
107444,001540,362.452,362.66,N,2,2012
107445,001540,362.66,362.937,N,2,2012
107446,001540,362.937,366.593,N,2,2012
107447,001540,366.593,371.605,N,2,2012
107448,001540,371.605,372.853,N,3,2012
107449,001540,372.929,373.14,N,3,2012
107450,001540,373.14,378.68,N,2,2012
107451,001540,378.68,382,N,2,2012
107452,001540,382,389.5,N,2,2012
107453,001540,389.5,390.2,N,2,2012
107454,001540,390.2,391.5,N,3,2012
107455,001540,391.5,392.65,N,2,2012
107456,001540,392.65,393.8,N,3,2012
107457,001540,393.8,395.45,N,2,2012
107458,001540,395.73,397.87,N,3,2012
107459,001540,397.87,398.596,N,2,2012
107460,001540,398.596,399.81,N,2,2012
107461,001540,399.81,400.57,N,2,2012
107462,001540,400.57,401.61,N,2,2012
107463,001540,401.61,402.2,N,2,2012
107464,001540,402.2,402.454,N,2,2012
107465,001539,418.7,421.21,N,4,2012
107466,001539,421.21,423.27,N,4,2012
107467,001540,423.27,424,N,4,2012
107468,001540,424,424.688,N,4,2012
107469,001540,424.688,426.5,N,3,2012
107470,001540,426.5,428.882,N,4,2012
107471,001540,428.882,430.266,N,2,2012
107472,001540,430.266,430.629,N,4,2012
107473,001540,446.821,448.304,N,3,2012
107474,001540,448.304,449.65,N,2,2012
107475,001540,449.65,451.135,N,4,2012
107476,001540,451.135,452,N,3,2012
107477,001540,452,452.8,N,2,2012
107478,001540,452.8,454,N,3,2012
107479,001540,454,458.58,N,2,2012
107480,001540,458.58,461.07,N,4,2012
107481,001540,461.07,463.742,N,2,2012
107482,001540,463.742,464.516,N,2,2012
107483,001540,464.516,465.767,N,2,2012
107484,001540,465.767,467.8,N,2,2012
107485,001540,467.8,469.75,N,4,2012
107486,001540,469.75,471.7,N,2,2012
107487,001540,471.7,472.862,N,2,2012
107488,001540,472.862,473.589,N,2,2012
107489,025777,475.869,476.001,N,2,2012
107490,001540,476.001,477.01,N,2,2012
107491,001540,477.01,477.38,N,2,2012
107492,001540,477.38,481.56,N,4,2012
107493,016039,481.56,481.84,N,4,2012
107494,001540,481.84,483.73,N,2,2012
107495,016039,483.73,484.363,N,2,2012
107496,001540,484.374,486.362,N,2,2012
107497,001540,486.362,491.77,N,2,2012
107498,001540,491.77,493.208,N,2,2012
107499,001540,493.208,494.84,N,3,2012
107500,001540,494.84,496.92,N,2,2012
107501,001540,496.92,499.823,N,2,2012
107502,001540,499.823,504,N,3,2012
107503,001540,504,505.748,N,2,2012
107504,001540,505.748,506.195,N,2,2012
107505,001540,506.195,506.86,N,2,2012
107506,001540,507.495,508,N,4,2012
107507,001540,508,508.365,N,4,2012
107508,027614,508.365,509.88,N,4,2012
107509,001540,509.927,510.645,N,4,2012
107510,001540,510.645,511.08,N,3,2012
107511,001540,511.08,515.518,N,2,2012
107512,001540,515.518,517.85,N,2,2012
107513,001540,517.85,518.34,N,2,2012
107514,016012,518.34,519.14,N,2,2012
107515,001540,519.25,521.862,N,2,2012
107516,030860,521.862,525.627,N,4,2012
107517,001540,525.971,527.284,N,2,2012
107518,001540,527.284,536,N,2,2012
107519,001540,536,536.689,N,2,2012
107520,025443,536.816,537.8,N,2,2012
107521,025443,537.8,538.54,N,4,2012
107522,001540,538.54,538.562,N,4,2012
107523,001540,65.696,66.04,D,2,2012
107524,001540,66.574,66.953,D,2,2012
107525,001540,68.932,69.472,D,2,2012
107526,001540,304.715,305.2,D,2,2012
107527,001540,305.2,309.75,D,2,2012
107528,001540,309.75,311.92,D,2,2012
107529,001540,312.5,323.36,D,2,2012
107530,001539,323.36,326.567,D,2,2012
107531,001539,326.617,332,D,2,2012
107532,001539,332,337.668,D,2,2012
107533,001539,403.847,408.115,D,2,2012
107534,001539,408.115,412.976,D,2,2012
107535,001539,412.976,413.465,D,2,2012
107536,001539,413.465,418.7,D,2,2012
107537,001540,430.629,431.07,D,2,2012
107538,001540,431.07,432.534,D,2,2012
107539,001540,432.534,436,D,2,2012
107540,001540,436,436.272,D,2,2012
107541,001540,436.272,438,D,2,2012
107542,001540,438,438.565,D,2,2012
107543,001540,438.565,440.732,D,2,2012
107544,001540,506.86,507.495,D,2,2012
107545,001544,254.82,254.999,N,2,2012
107546,001544,254.999,255.19,N,4,2012
107547,001544,255.19,256.02,N,2,2012
107548,001544,256.02,256.24,N,2,2012
107549,001540,271.787,272.406,N,2,2012
107550,001540,272.406,273.544,N,2,2012
107551,001545,0,2.652,N,2,2012
107552,001545,2.652,4.021,N,2,2012
107553,001546,311.92,312.035,D,2,2012
107554,001547,0.063,0.112,D,3,2012
107555,001547,0.112,0.5,D,3,2012
107556,006418,0.5,0.67,D,3,2012
107557,001591,0,0.25,A,1,2012
107558,001870,2.145,2.331,A,3,2012
107559,005659,9.97,10,A,1,2012
107560,001546,312.035,312.673,D,2,2012
107561,002070,9.492,9.647,N,2,2012
107562,030838,45.44,45.509,N,2,2012
107563,001551,0.24,0.83,D,2,2012
107564,001542,0,1.15,N,4,2012
107565,001552,323.05,323.19,N,2,2012
107566,001550,0,0.245,A,2,2012
107567,001550,0.245,0.757,A,2,2012
107568,001550,0,0.245,D,2,2012
107569,007300,0,0.253,N,4,2012
107570,001540,82.215,82.327,A,2,2012
107571,001540,81.752,82.215,N,2,2012
107572,001543,82.215,82.337,D,2,2012
107573,019445,100.146,100.186,N,2,2012
107574,030482,10,10.034,N,2,2012
107575,030483,10,10.039,N,2,2012
107601,001010,0,44.689,A,2,2000
107602,001010,0,44.689,D,2,2000
107603,001010,44.689,51.808,A,3,2000
107604,001010,44.689,51.808,D,3,2000
107605,001010,51.808,275.65,A,2,2000
107606,001010,51.808,275.65,D,2,2000
107607,001020,0,3.644,N,2,2000
107608,001020,3.644,4.29,N,3,2000
107609,001020,4.29,4.54,N,2,2000
107610,001021,3.644,4.214,N,3,2000
107611,001021,4.214,4.36,N,3,2000
107612,001030,0,3.178,N,2,2000
107613,001040,0,0.59,N,2,2000
107614,001050,0.205,1.408,N,2,2000
107615,001260,0,62.85,A,2,2000
107616,001260,0,62.85,D,2,2000
107617,001270,0,2.952,N,2,2000
107618,001270,4.08,4.568,N,2,2000
107619,001330,0,196,A,2,2000
107620,001330,0,196,D,2,2000
107621,001340,0,3.608,N,2,2000
107622,001340,3.608,3.818,A,2,2000
107623,001340,3.608,3.818,D,2,2000
107624,001340,3.818,4.546,N,2,2000
107625,001350,0,1,N,2,2000
107626,001360,0,0.695,A,2,2000
107627,001360,0,0.695,D,2,2000
107628,001360,0.695,3.234,N,2,2000
107629,001360,3.234,4.24,N,4,2000
107630,001360,4.24,4.477,A,2,2000
107631,001360,4.24,4.477,D,2,2000
107632,001360,4.477,5.331,N,4,2000
107633,001360,5.331,5.57,A,2,2000
107634,001360,5.331,5.57,D,2,2000
107635,001361,0.695,3.26,N,2,2000
107636,001370,0,2.4,N,2,2000
107637,001370,2.4,3.659,N,4,2000
107638,001370,3.659,4.244,N,2,2000
107639,001370,4.244,4.454,N,4,2000
107640,001370,4.454,4.802,A,2,2000
107641,001370,4.454,4.802,D,2,2000
107642,001371,3.705,4.244,N,2,2000
107643,001380,0,2.207,N,2,2000
107644,001380,2.207,6.589,N,4,2000
107645,001380,6.589,6.85,N,6,2000
107646,001380,6.85,7.23,N,4,2000
107647,001390,0,13.927,N,2,2000
107648,001539,421.21,423.27,N,3,2000
107649,001540,0,13.26,N,2,2000
107650,001540,13.26,16.7,N,3,2000
107651,001540,16.7,20.43,N,2,2000
107652,001540,22.71,33.345,N,2,2000
107653,001540,34.195,38.433,N,2,2000
107654,001540,38.433,39.19,N,4,2000
107655,001540,39.19,48.63,N,2,2000
107656,001540,49.12,60.72,N,2,2000
107657,001540,60.72,63.8,N,4,2000
107658,001540,64,65.696,N,4,2000
107659,001540,65.696,66.953,A,2,2000
107660,001540,65.696,66.953,D,2,2000
107661,001540,66.953,67.142,N,4,2000
107662,001540,67.142,82.327,N,2,2000
107663,001540,83.872,86.606,N,2,2000
107664,001540,91.176,95,N,2,2000
107665,001540,95,97.29,N,3,2000
107666,001540,97.29,112.977,N,2,2000
107667,001540,112.977,113.393,N,4,2000
107668,001540,113.393,126.849,N,2,2000
107669,001540,126.849,128.885,N,3,2000
107670,001540,128.885,130.1,N,2,2000
107671,001540,130.1,130.93,N,3,2000
107672,001540,131.82,219.2,N,2,2000
107673,001540,219.24,223.8,N,2,2000
107674,001540,223.8,231.4,N,3,2000
107675,001540,231.4,261.588,N,2,2000
107676,001540,271.802,273.544,N,2,2000
107677,001540,273.735,304.715,N,2,2000
107678,001540,304.715,311.92,A,2,2000
107679,001540,304.715,311.92,D,2,2000
107680,001540,311.92,312.5,N,2,2000
107681,001540,312.5,323.19,A,2,2000
107682,001540,312.5,323.19,D,2,2000
107683,001540,323.19,328.812,N,3,2000
107684,001540,328.812,344.568,N,2,2000
107685,001540,344.568,344.745,N,4,2000
107686,001540,344.745,344.767,N,2,2000
107687,001540,345.48,345.566,N,2,2000
107688,001540,345.566,345.95,N,4,2000
107689,001540,345.95,350.73,N,2,2000
107690,001540,350.73,352.13,N,3,2000
107691,001540,352.13,354.655,N,2,2000
107692,001540,354.655,357.1,N,3,2000
107693,001540,357.1,359.4,N,2,2000
107694,001540,359.4,360.3,N,3,2000
107695,001540,360.3,390.2,N,2,2000
107696,001540,390.2,391.5,N,3,2000
107697,001540,391.5,392.65,N,2,2000
107698,001540,392.65,393.8,N,3,2000
107699,001540,393.8,395.45,N,2,2000
107700,001540,395.73,420.67,N,2,2000
107701,001540,423.27,426.614,N,3,2000
107702,001540,426.614,428.8,N,4,2000
107703,001540,428.8,429.882,N,2,2000
107704,001540,429.882,430.629,N,4,2000
107705,001540,430.629,431.07,A,3,2000
107706,001540,430.629,431.07,D,3,2000
107707,001540,431.07,435.805,A,2,2000
107708,001540,431.07,435.805,D,2,2000
107709,001540,435.805,436.272,A,1,2000
107710,001540,435.805,436.272,D,1,2000
107711,001540,436.272,441,N,2,2000
107712,001540,441,443.404,N,4,2000
107713,001540,443.404,451.08,N,2,2000
107714,001540,451.08,452,N,3,2000
107715,001540,452,452.8,N,2,2000
107716,001540,452.8,454,N,3,2000
107717,001540,454,458.58,N,2,2000
107718,001540,458.58,461.07,N,4,2000
107719,001540,461.07,467.8,N,2,2000
107720,001540,467.8,469.75,N,4,2000
107721,001540,469.75,474.242,N,2,2000
107722,001540,474.242,475.43,N,3,2000
107723,001540,475.43,477.38,N,2,2000
107724,001540,477.38,481.56,N,4,2000
107725,001540,481.84,483.73,N,2,2000
107726,001540,484.302,499.823,N,2,2000
107727,001540,499.823,502.734,N,3,2000
107728,001540,502.734,506.86,N,2,2000
107729,001540,506.86,507.495,A,2,2000
107730,001540,506.86,507.495,D,2,2000
107731,001540,507.495,508.365,N,4,2000
107732,001540,509.927,510.645,N,4,2000
107733,001540,510.645,511.08,N,3,2000
107734,001540,511.08,518.34,N,2,2000
107735,001540,519.14,538.562,N,2,2000
107736,001541,33.345,34.261,N,2,2000
107737,001541,81.752,82.02,N,4,2000
107738,001541,82.02,82.98,N,2,2000
107739,001542,0,1.15,N,4,2000
107740,001543,82.215,82.337,N,2,2000
107741,001544,254.82,254.999,N,2,2000
107742,001544,254.999,255.19,N,4,2000
107743,001544,255.19,256.24,N,2,2000
107744,001545,0.1,4.119,N,2,2000
107745,001546,311.92,312.78,N,2,2000
107746,001547,0.063,0.5,N,3,2000
107747,001550,0,0.245,A,2,2000
107748,001550,0,0.245,D,2,2000
107749,001550,0.245,0.747,N,2,2000
107750,001551,0.245,0.83,N,2,2000
107751,001552,323.05,323.19,N,2,2000
107752,001553,345.051,345.56,N,3,2000
107753,001554,0,0.229,N,2,2000
107754,001580,0,11.185,N,2,2000
107755,001590,0,0.527,N,4,2000
107756,001590,0.527,14.95,N,2,2000
107757,001590,16.03,17.01,N,2,2000
107758,001590,17.83,19.01,N,2,2000
107759,001590,19.37,28.515,N,2,2000
107760,001590,28.515,28.725,N,3,2000
107761,001590,64.35,80.184,N,2,2000
107762,001591,0,0.25,N,2,2000
107763,001610,29.74,63.118,N,2,2000
107764,001611,44.6,46.18,N,2,2000
107765,001620,0,37.23,N,2,2000
107766,001630,0,7.72,N,2,2000
107767,001630,7.9,39.058,N,2,2000
107768,001640,0,7.916,N,2,2000
107769,001640,7.916,12.131,N,4,2000
107770,001640,12.131,13.2,A,2,2000
107771,001640,12.131,13.2,D,2,2000
107772,001640,13.2,14.65,A,1,2000
107773,001640,13.2,14.65,D,1,2000
107774,001640,14.65,15.51,N,2,2000
107775,001650,0,9.46,N,2,2000
107776,001650,9.66,14.24,N,2,2000
107777,001660,0,14.781,A,2,2000
107778,001660,0,14.781,D,2,2000
107779,001660,20.28,62.983,A,2,2000
107780,001660,20.28,62.983,D,2,2000
107781,001660,62.983,63,N,4,2000
107782,001660,63,73.888,A,2,2000
107783,001660,63,73.888,D,2,2000
107784,001661,4.72,5.765,N,4,2000
107785,001662,0,0.265,N,4,2000
107786,001662,3.661,3.804,N,2,2000
107787,001664,0,0.255,N,2,2000
107788,001664,0.255,0.944,N,4,2000
107789,001664,0.944,1.52,A,2,2000
107790,001664,0.944,1.52,D,2,2000
107791,001665,3.847,3.957,N,2,2000
107792,001666,0,1,N,2,2000
107793,001670,60.89,62.133,N,2,2000
107794,001780,1.11,7.38,N,2,2000
107795,001790,60.628,96.429,N,2,2000
107796,001800,0,13.66,N,2,2000
107797,001800,13.84,17.85,N,2,2000
107798,001800,18,29,N,2,2000
107799,001800,39,73.4,N,2,2000
107800,001800,73.4,74.5,N,3,2000
107801,001800,74.5,77.9,N,2,2000
107802,001800,77.9,79,N,3,2000
107803,001800,79,81,N,2,2000
107804,001800,81,82.8,N,3,2000
107805,001800,82.8,86.383,N,2,2000
107806,001800,86.963,87.06,N,2,2000
107807,001800,87.414,117.68,N,2,2000
107808,001810,0,2.861,N,2,2000
107809,001820,0,1.132,N,2,2000
107810,001820,1.132,3.566,N,3,2000
107811,001820,3.566,4.55,N,2,2000
107812,001820,4.82,4.832,N,2,2000
107813,001820,4.832,5.856,N,3,2000
107814,001820,5.856,19.14,N,2,2000
107815,001830,0,5.51,N,2,2000
107816,001840,100,104.42,N,2,2000
107817,001844,0,0.179,N,2,2000
107818,001850,0,35.055,N,2,2000
107819,001860,0,13.522,N,2,2000
107820,001870,0,1.334,N,4,2000
107821,001870,1.334,1.797,N,2,2000
107822,001870,1.797,1.917,N,4,2000
107823,001870,2.145,14.273,N,2,2000
107824,001870,14.273,14.572,N,4,2000
107825,001870,14.572,17.44,N,2,2000
107826,001870,17.52,53.589,N,2,2000
107827,001880,0,11.686,N,2,2000
107828,001890,0,0.186,N,4,2000
107829,001890,0.186,2.185,N,2,2000
107830,001900,1.491,2.403,N,4,2000
107831,001900,2.403,2.831,N,2,2000
107832,001900,2.831,3.14,A,2,2000
107833,001900,2.831,3.14,D,2,2000
107834,001901,2.831,3.29,N,2,2000
107835,001902,0.186,0.381,N,2,2000
107836,001910,10.13,19.06,N,2,2000
107837,001910,19.06,19.36,N,3,2000
107838,001910,19.36,23.44,N,2,2000
107839,001910,23.44,23.94,N,3,2000
107840,001910,23.94,34.7,N,2,2000
107841,001910,34.7,34.959,N,3,2000
107842,001910,35.004,39.73,N,2,2000
107843,001910,39.73,43.963,N,4,2000
107844,001910,43.963,90.04,N,2,2000
107845,001910,90.066,174.415,N,2,2000
107846,001920,36.783,48.87,N,2,2000
107847,001920,49.28,53.346,N,2,2000
107848,001930,0,42.54,N,2,2000
107849,001940,0.02,31.077,N,2,2000
107850,001950,0,23.065,N,2,2000
107851,001960,0,26.39,N,2,2000
107852,001961,0.03,0.824,N,2,2000
107853,001970,0,46.69,N,2,2000
107854,001970,46.75,49.515,N,2,2000
107855,001980,0.06,28.79,N,2,2000
107856,001990,0,2.289,N,2,2000
107857,001990,2.289,2.65,N,4,2000
107858,001990,2.65,16.18,N,2,2000
107859,001990,18.148,18.529,N,4,2000
107860,001990,18.529,19.308,A,2,2000
107861,001990,18.529,19.308,D,2,2000
107862,001990,47.303,47.46,N,4,2000
107863,001990,47.46,53.99,N,2,2000
107864,001990,53.99,56.488,N,3,2000
107865,001990,56.488,57.179,N,4,2000
107866,001990,63.27,80.699,N,2,2000
107867,001990,80.699,82,N,4,2000
107868,001990,82.06,156.052,N,2,2000
107869,002000,67.86,68.026,N,4,2000
107870,002005,11.233,11.98,N,4,2000
107871,002005,11.98,12,N,4,2000
107872,002005,12,18.004,N,4,2000
107873,002010,0,1.2,N,2,2000
107874,002010,1.2,1.664,N,4,2000
107875,002010,1.664,54.126,N,2,2000
107876,002030,0,1.989,N,2,2000
107877,002040,0,0.61,N,4,2000
107878,002040,21.53,31.175,N,2,2000
107879,002040,50.08,51.475,N,2,2000
107880,002040,51.475,57.633,N,4,2000
107881,002040,57.633,58.67,N,3,2000
107882,002040,58.67,59.356,N,4,2000
107883,002040,59.356,59.846,A,2,2000
107884,002040,59.356,59.846,D,2,2000
107885,002040,59.846,60.166,N,4,2000
107886,002040,60.166,61.797,N,2,2000
107887,002040,169.447,174.9,N,2,2000
107888,002040,174.9,176.3,N,3,2000
107889,002040,176.3,180.65,N,2,2000
107890,002040,180.65,181.256,N,4,2000
107891,002040,181.256,191.2,N,2,2000
107892,002040,191.2,192.24,N,3,2000
107893,002040,192.24,210.086,N,2,2000
107894,002040,210.086,217.314,N,4,2000
107895,002040,217.314,218.57,N,3,2000
107896,002040,218.57,218.674,N,2,2000
107897,002040,218.674,219.676,N,4,2000
107898,002040,219.676,220.668,A,2,2000
107899,002040,219.676,220.668,D,2,2000
107900,002040,220.668,223.91,N,4,2000
107901,002040,223.91,256.716,N,2,2000
107902,002040,256.716,260.899,N,4,2000
107903,002040,260.899,261.84,A,2,2000
107904,002040,260.899,261.84,D,2,2000
107905,002040,330.82,331.681,A,2,2000
