id,segcode,bmp,emp,direction,roughness,year
114972,001660,44.888,45.548,D,3.1,2001
114960,001660,5.8,8.189,D,4.2,2001
114970,001660,40.391,44.1,D,3.5,2001
114977,001660,55.239,58.461,D,3.6,2001
114964,001660,13.569,14.781,D,4,2001
114966,001660,21,25.7,D,3.4,2001
114963,001660,10.92,13.569,D,4.3,2001
114976,001660,52,55.239,D,3.7,2001
114967,001660,25.7,29.21,D,2.9,2001
114978,001660,58.461,60.58,D,2.3,2001
114969,001660,33,40.391,D,3.3,2001
114985,001990,18.529,19.308,D,3.4,2001
114994,002070,50.339,50.837,D,3.2,2001
114997,002070,307.695,308.442,D,3.9,2001
114982,001660,68,68.591,D,1.9,2001
114996,002070,52.12,52.812,D,2,2001
114992,002040,335.391,335.778,D,2,2001
114998,002070,308.442,309.134,D,4.4,2001
114989,002040,330.82,331.681,D,2.9,2001
114995,002070,50.837,51.96,D,2.3,2001
114986,002040,59.356,59.846,D,3.7,2001
114988,002040,260.899,261.84,D,3.5,2001
114981,001660,63,68,D,3.2,2001
114980,001660,62.337,62.983,D,2.8,2001
114987,002040,219.676,220.668,D,3.3,2001
114999,002070,309.134,311.9,D,4.5,2001
114984,001662,0,0.265,D,2.5,2001
114990,002040,334.006,334.767,D,3.1,2001
114993,002070,49.829,50.339,D,1.5,2001
114991,002040,334.767,335.391,D,3.3,2001
114983,001660,68.591,73.888,D,2.3,2001
115010,002070,334.438,334.984,D,4.8,2001
115019,002070,344.308,345.357,D,4.6,2001
115017,002070,340.08,343.35,D,4.8,2001
115007,002070,327.64,331.427,D,4.9,2001
115011,002070,334.984,335.361,D,4.7,2001
115006,002070,326.274,327.64,D,4.7,2001
115005,002070,325.86,326.274,D,4.2,2001
115014,002070,338.165,338.332,D,4.6,2001
115012,002070,335.361,336.859,D,4.8,2001
115004,002070,322.052,325.86,D,4.7,2001
115018,002070,343.35,344.308,D,4.8,2001
115009,002070,333.435,334.438,D,4.6,2001
115000,002070,311.9,317.922,D,4.7,2001
115013,002070,336.859,338.165,D,4.7,2001
115016,002070,338.927,340.08,D,4.6,2001
115002,002070,320.088,321.092,D,4.5,2001
115008,002070,331.427,333.435,D,4.8,2001
115001,002070,317.922,320.088,D,4.4,2001
115003,002070,321.092,322.052,D,4.6,2001
115015,002070,338.332,338.927,D,4.6,2001
115028,002280,0.33,0.9,D,3.8,2001
115035,002330,1.815,2.807,D,3,2001
115039,002410,1.092,2.721,D,2.7,2001
115027,002240,333.341,333.659,D,1.4,2001
115021,002070,345.833,348.082,D,4.8,2001
115033,002290,23.59,24.106,D,3,2001
115024,002220,50.135,53.625,D,3.7,2001
115026,002240,305.743,306.104,D,2.8,2001
115031,002280,3.4,3.638,D,2,2001
115036,002330,2.807,3.28,D,3.2,2001
115020,002070,345.357,345.833,D,4.8,2001
115037,002350,77.89,78.209,D,1.5,2001
115029,002280,0.9,3.281,D,3.8,2001
115032,002280,3.638,3.735,D,3.6,2001
115022,002070,349,352.938,D,4.5,2001
115034,002290,24.106,24.547,D,3.4,2001
115023,002140,8.405,10.265,D,3.3,2001
115030,002280,3.281,3.4,D,2.6,2001
115038,002410,0,1.092,D,3.2,2001
115025,002230,126.3,126.782,D,2.9,2001
115042,008339,14.781,16.588,D,3.3,2001
115041,002411,3.62,3.74,D,2.5,2001
115040,002410,2.721,3.62,D,2.5,2001
115043,008339,16.588,20.28,D,3.1,2001
115053,001010,27.621,27.893,A,3.2,2002
115057,001010,35.974,38.47,A,3.4,2002
115044,000852,100,100.152,N,3.2,2002
115062,001010,44.689,45.94,A,2.6,2002
115061,001010,43,44.689,A,3.3,2002
115051,001010,26.343,26.7,A,2.9,2002
115060,001010,42,43,A,3.9,2002
115048,001010,17.64,24.839,A,3.2,2002
115054,001010,27.893,28.28,A,3.3,2002
115049,001010,24.839,25.991,A,3.4,2002
115045,001010,0,5.968,A,3.8,2002
115055,001010,28.28,32.64,A,3.4,2002
115056,001010,32.64,35.974,A,3.5,2002
115058,001010,38.47,39.975,A,3.4,2002
115059,001010,39.975,42,A,3.8,2002
115046,001010,5.968,12.7,A,3.9,2002
115047,001010,12.7,17.64,A,2.7,2002
115052,001010,26.7,27.621,A,3.6,2002
115050,001010,25.991,26.343,A,2.4,2002
115070,001010,54.275,57.747,A,1.8,2002
115073,001010,63.5,70.11,A,3.5,2002
115077,001010,82.23,90.053,A,3.8,2002
115081,001010,99.57,106.87,A,3.5,2002
115074,001010,70.11,72.572,A,2.7,2002
115078,001010,90.053,93.486,A,3.5,2002
115072,001010,59.89,63.5,A,3.6,2002
115076,001010,79.751,82.23,A,3.1,2002
115075,001010,72.572,79.751,A,2.7,2002
115069,001010,53.317,54.275,A,1.8,2002
115063,001010,45.94,46.77,A,2.6,2002
115071,001010,57.747,59.89,A,2.2,2002
115065,001010,49.12,49.351,A,1.9,2002
115080,001010,96.153,99.57,A,3.7,2002
115079,001010,93.486,96.153,A,3.7,2002
115066,001010,49.351,50.14,A,2.4,2002
115082,001010,106.87,109,A,2.8,2002
115064,001010,46.77,49.12,A,2.7,2002
115068,001010,51.808,53.317,A,2.1,2002
115067,001010,50.14,51.808,A,2.9,2002
115094,001010,156.213,161.319,A,3.4,2002
115102,001010,188.027,194.16,A,3.3,2002
115089,001010,136,140.9,A,3.4,2002
115086,001010,121.094,128.154,A,2.2,2002
115083,001010,109,114.485,A,2.9,2002
115087,001010,128.154,132.243,A,3.6,2002
115100,001010,176.638,181.252,A,3.6,2002
115091,001010,148.22,149.5,A,2.9,2002
115090,001010,140.9,148.22,A,3.3,2002
115101,001010,181.252,188.027,A,3.6,2002
115098,001010,172.69,173.5,A,3,2002
115095,001010,161.319,164.699,A,3.1,2002
115085,001010,120.45,121.094,A,3.1,2002
115092,001010,149.5,156.2,A,3.6,2002
115099,001010,173.5,176.638,A,3.4,2002
115097,001010,168.363,172.69,A,3.3,2002
115088,001010,132.243,136,A,3.6,2002
115096,001010,164.699,168.363,A,3.3,2002
115084,001010,114.393,120.45,A,3.3,2002
115093,001010,156.2,156.213,A,3.8,2002
115114,001010,245.2,253,A,3.7,2002
115105,001010,207.257,207.75,A,3.9,2002
115122,001020,3.4,3.644,N,3.4,2002
115108,001010,216.037,222.48,A,3.3,2002
115104,001010,200.537,207.257,A,3.7,2002
115118,001010,263.1,269,A,4,2002
115115,001010,253,254.23,A,3.4,2002
115117,001010,261.016,263.1,A,3.9,2002
115112,001010,237.2,239.4,A,3.9,2002
115103,001010,194.16,200.537,A,3.7,2002
115120,001020,0,2.002,N,3.4,2002
115116,001010,254.23,261.016,A,3.9,2002
115106,001010,207.75,211.203,A,2.6,2002
115111,001010,229.3,237.2,A,3.6,2002
115113,001010,239.4,245.2,A,3.7,2002
115121,001020,2.002,3.4,N,3.6,2002
115107,001010,211.203,216.037,A,2.8,2002
115109,001010,222.48,228,A,3.7,2002
115119,001010,269,275.65,A,4,2002
115110,001010,228,229.3,A,3.8,2002
115131,001050,0.205,0.464,N,1.9,2002
115134,001260,0,8,A,3.2,2002
115133,001050,0.95,1.408,N,2.2,2002
115130,001040,0,0.59,N,1.6,2002
115124,001020,4.116,4.29,N,2.2,2002
115141,001260,35.9,38.236,A,4,2002
115142,001260,38.236,38.8,A,3.8,2002
115139,001260,26.7,31.97,A,3.1,2002
115125,001020,4.29,4.54,N,0.7,2002
115132,001050,0.464,0.95,N,1.5,2002
115128,001030,0,1.08,N,2.8,2002
115129,001030,1.08,3.178,N,2.6,2002
115137,001260,17.579,22.6,A,2.8,2002
115136,001260,14.818,17.579,A,2.8,2002
115135,001260,8,14.818,A,3.3,2002
115127,001021,4.062,4.36,N,1.5,2002
115123,001020,3.644,4.116,N,2.7,2002
115140,001260,31.97,35.9,A,3,2002
115126,001021,3.644,4.062,N,2.5,2002
115138,001260,22.6,26.7,A,2.6,2002
115154,001330,0,8.123,A,3.4,2002
115153,001270,4.08,4.568,N,2.8,2002
115155,001330,8.123,16.229,A,3.6,2002
115150,001270,0,2.079,N,3.3,2002
115143,001260,38.8,40.38,A,4.1,2002
115146,001260,48.435,53.1,A,3.8,2002
115147,001260,53.1,58.509,A,3.5,2002
115157,001330,21.54,24.936,A,3.5,2002
115158,001330,24.936,30.87,A,3.7,2002
115162,001330,46.67,54.8,A,3.7,2002
115156,001330,16.229,21.54,A,3.6,2002
115159,001330,30.87,36.15,A,3.1,2002
115161,001330,39.2,46.67,A,3.8,2002
115149,001260,61.066,62.85,A,3.4,2002
115145,001260,45.5,48.435,A,3.9,2002
115152,001270,2.634,2.952,N,3.4,2002
115148,001260,58.509,61.066,A,3.5,2002
115151,001270,2.079,2.634,N,3.3,2002
115144,001260,40.38,45.5,A,4,2002
115160,001330,36.15,39.2,A,3.3,2002
115180,001330,92.5,95.984,A,3.5,2002
115166,001330,63.2,64.247,A,3.7,2002
115179,001330,90.395,92.5,A,3.4,2002
115165,001330,59.011,63.2,A,3.8,2002
115164,001330,57.4,59.011,A,3.6,2002
115170,001330,69.378,71.019,A,3.4,2002
115173,001330,72.61,75.182,A,3,2002
115182,001330,97.115,100.5,A,3.9,2002
115181,001330,95.984,97.115,A,3.8,2002
115178,001330,89.2,90.395,A,3.7,2002
115168,001330,66.378,68.763,A,3.4,2002
115169,001330,68.763,69.378,A,3.5,2002
115171,001330,71.019,71.598,A,3.2,2002
115172,001330,71.598,72.61,A,3.5,2002
115176,001330,81.9,85.6,A,4,2002
115163,001330,54.8,57.4,A,3.5,2002
115177,001330,85.6,89.2,A,3.5,2002
115174,001330,75.182,76.01,A,2.9,2002
115175,001330,76.01,81.9,A,3.4,2002
115167,001330,64.247,66.378,A,3.8,2002
115201,001330,183.4,183.9,A,3.5,2002
115187,001330,119.5,121.092,A,3.8,2002
115192,001330,149.92,158.86,A,3.1,2002
115199,001330,179.5,181.21,A,3.4,2002
115188,001330,121.092,128,A,3.8,2002
115197,001330,173,178.75,A,3.6,2002
115184,001330,106.5,111.859,A,3.8,2002
115189,001330,128,135.148,A,3.4,2002
115198,001330,178.75,179.5,A,3.5,2002
115202,001330,183.9,184.9,A,3.6,2002
115186,001330,117.247,119.5,A,3.7,2002
115183,001330,100.5,106.5,A,4,2002
115193,001330,158.86,163.5,A,3.2,2002
115195,001330,166.503,167.66,A,3.7,2002
115196,001330,167.66,173,A,3.9,2002
115190,001330,135.148,143.4,A,3.9,2002
115191,001330,143.4,149.92,A,3.7,2002
115200,001330,181.21,183.4,A,3.4,2002
115194,001330,163.5,166.503,A,3.7,2002
115185,001330,111.859,117.247,A,3.7,2002
115216,001360,2.69,3.234,N,2,2002
115215,001360,2.34,2.69,N,1.3,2002
115204,001330,189.86,196,A,3.4,2002
115222,001361,1.184,2.349,N,1.8,2002
115214,001360,1.87,2.34,N,2.8,2002
115213,001360,0.695,1.87,N,3.3,2002
115218,001360,4.24,4.477,A,1.8,2002
115211,001350,0.55,1,N,3.2,2002
115203,001330,184.9,189.86,A,3.6,2002
115217,001360,3.234,4.24,N,2.6,2002
115205,001340,0,2.015,N,2.6,2002
115212,001360,0,0.695,A,3.5,2002
115208,001340,3.818,4.27,N,3.4,2002
115209,001340,4.27,4.546,N,2.1,2002
115219,001360,4.477,5.331,N,3.8,2002
115220,001360,5.331,5.57,A,3.1,2002
115221,001361,0.695,1.184,N,2.8,2002
115206,001340,2.015,3.197,N,2.8,2002
115210,001350,0,0.55,N,3.1,2002
115207,001340,3.197,3.608,N,3.3,2002
115235,001380,0.17,1.1,N,2.3,2002
115226,001370,2.4,2.807,N,3,2002
115224,001361,2.691,3.26,N,2.2,2002
115236,001380,1.1,2.207,N,2.9,2002
115229,001370,3.659,3.983,N,2.7,2002
115230,001370,3.983,4.244,N,3.2,2002
115233,001371,3.705,4.193,N,3.3,2002
115241,001380,5.536,5.888,N,2.5,2002
115225,001370,0,2.4,N,3.1,2002
115234,001371,4.193,4.244,N,3.3,2002
115227,001370,2.807,3.331,N,3.9,2002
115223,001361,2.349,2.691,N,1.7,2002
115228,001370,3.331,3.659,N,2.6,2002
115239,001380,4.526,5.104,N,3.2,2002
115240,001380,5.104,5.536,N,3.3,2002
115242,001380,5.888,6.315,N,2.5,2002
115231,001370,4.244,4.454,N,2.9,2002
115237,001380,2.207,3.854,N,3.5,2002
115238,001380,3.854,4.526,N,3.3,2002
115232,001370,4.454,4.802,A,3.2,2002
115249,001539,421.21,421.324,N,2.5,2002
115255,001540,13.26,16.7,N,3.1,2002
115253,001540,6.814,10,N,3,2002
115250,001539,421.324,421.602,N,3.7,2002
115244,001380,6.589,6.85,N,2,2002
115257,001540,20.25,20.43,N,3.2,2002
115261,001540,29,33.345,N,2.5,2002
115260,001540,28.03,28.94,N,2.6,2002
115248,001390,11.96,13.927,N,3.3,2002
115251,001539,421.602,423.27,N,3.3,2002
115246,001390,0,9,N,3.5,2002
115254,001540,10,13.26,N,3.2,2002
115247,001390,9,11.96,N,3.3,2002
115262,001540,34.195,34.572,N,2.9,2002
115243,001380,6.315,6.589,N,1.8,2002
115245,001380,6.85,7.23,N,1.8,2002
115256,001540,16.7,20.25,N,2.9,2002
115252,001540,0,6.814,N,2.8,2002
115258,001540,22.71,26.252,N,3.4,2002
115259,001540,26.252,28.03,N,2.1,2002
115276,001540,63.07,63.8,N,3.1,2002
115275,001540,60.72,63.07,N,3.1,2002
115264,001540,34.777,38.433,N,2.7,2002
115270,001540,47.293,47.578,N,3.8,2002
115265,001540,38.433,39.19,N,3.4,2002
115278,001540,64.937,65.696,N,3.5,2002
115279,001540,65.696,66.953,A,3.1,2002
115263,001540,34.642,34.777,N,1.5,2002
115280,001540,66.953,67.142,N,3,2002
115272,001540,47.969,48.63,N,3.8,2002
115282,001540,68.02,68.372,N,2.8,2002
115266,001540,39.19,45.555,N,3.5,2002
115277,001540,64,64.937,N,3.1,2002
115269,001540,46.941,47.293,N,3.7,2002
115267,001540,45.555,46.601,N,3.8,2002
115274,001540,54.58,60.72,N,3.8,2002
115271,001540,47.578,47.969,N,3.2,2002
115273,001540,49.12,54.58,N,4,2002
115281,001540,67.142,68.02,N,3.3,2002
115268,001540,46.601,46.941,N,4,2002
115290,001540,82.107,82.327,N,2,2002
115297,001540,106.107,108.992,N,2.7,2002
115302,001540,113.8,121.198,N,3.2,2002
115289,001540,81.743,82.107,N,2.4,2002
115292,001540,91.176,92.263,N,2.6,2002
115295,001540,97.29,104.8,N,3.7,2002
115286,001540,71.766,74.227,N,3.7,2002
115299,001540,111.501,112.977,N,2.4,2002
115283,001540,68.372,68.753,N,2.9,2002
115301,001540,113.393,113.8,N,2,2002
115293,001540,92.263,95,N,2.4,2002
115288,001540,81.52,81.743,N,1.4,2002
115287,001540,74.227,81.52,N,3.5,2002
115291,001540,83.872,86.606,N,4,2002
115298,001540,108.992,111.501,N,3.3,2002
115284,001540,68.753,70.275,N,3.8,2002
115296,001540,104.8,106.107,N,2.8,2002
115285,001540,70.275,71.766,N,4.1,2002
115300,001540,112.977,113.393,N,2.5,2002
115294,001540,95,97.29,N,3.4,2002
115314,001540,154.1,160.91,N,3.7,2002
115316,001540,166.2,170.726,N,3.3,2002
115303,001540,121.198,123.38,N,3.3,2002
115306,001540,128.885,130.1,N,3.3,2002
115309,001540,135.381,136.08,N,2.7,2002
115318,001540,171.926,174.12,N,3.2,2002
115307,001540,130.1,130.93,N,3.2,2002
115310,001540,136.08,136.413,N,2.5,2002
115317,001540,170.726,171.926,N,3.2,2002
115308,001540,131.82,135.381,N,3.5,2002
115321,001540,178.503,181.375,N,3.8,2002
115320,001540,176.577,178.476,N,3.5,2002
115305,001540,126.849,128.885,N,3.3,2002
115304,001540,123.38,126.849,N,3.3,2002
115322,001540,181.375,182.415,N,3.9,2002
115311,001540,136.413,140.5,N,3.5,2002
115313,001540,145.8,154.1,N,3.5,2002
115312,001540,140.5,145.8,N,3.5,2002
115315,001540,160.91,166.2,N,3.3,2002
115319,001540,174.12,176.577,N,3.6,2002
115336,001540,240.31,246.035,N,3.5,2002
115327,001540,205.978,213.514,N,3.6,2002
115331,001540,231.4,234.338,N,3.1,2002
115335,001540,239.773,240.31,N,3.3,2002
115329,001540,219.24,223.8,N,3,2002
115340,001540,255.448,261.588,N,3.7,2002
115333,001540,237.545,239.51,N,3.4,2002
115328,001540,213.514,219.2,N,3.1,2002
