id,segcode,bmp,emp,direction,roughness,year
117724,001661,4.72,5.24,N,3,2003
117726,001662,0,0.265,A,2.1,2003
117728,001664,0,0.255,N,2.5,2003
117727,001662,3.661,3.804,N,2.1,2003
117710,001660,40.391,44.1,A,3.6,2003
117718,001660,58.461,60.58,A,2.2,2003
117711,001660,44.1,44.888,A,3.5,2003
117722,001660,68,68.591,A,1.5,2003
117720,001660,62.337,62.983,A,2.9,2003
117717,001660,55.239,58.461,A,3.2,2003
117715,001660,50.969,52,A,3.2,2003
117721,001660,63,68,A,3.2,2003
117709,001660,33,40.391,A,3.1,2003
117719,001660,60.58,62.337,A,2.9,2003
117716,001660,52,55.239,A,3.4,2003
117714,001660,49.414,50.969,A,2.8,2003
117713,001660,45.548,49.414,A,3.3,2003
117723,001660,68.591,73.888,A,2,2003
117725,001661,5.24,5.765,N,2.2,2003
117712,001660,44.888,45.548,A,2.9,2003
117732,001665,3.928,3.957,N,1,2003
117736,001780,1.11,1.27,N,2.1,2003
117746,001790,86.9,91.81,N,2.7,2003
117734,001666,0.565,1,N,1.7,2003
117735,001670,60.89,62.133,N,2.3,2003
117740,001790,60.628,67.03,N,3.1,2003
117741,001790,67.03,68.767,N,1.9,2003
117733,001666,0,0.565,N,1.8,2003
117730,001664,0.944,1.52,N,2.8,2003
117745,001790,82.328,86.9,N,1.8,2003
117738,001780,1.647,5.324,N,3.2,2003
117744,001790,75.793,82.328,N,2,2003
117748,001790,93.4,96.16,N,2.7,2003
117742,001790,68.767,69.134,N,2.6,2003
117747,001790,91.81,93.4,N,2.1,2003
117739,001780,5.335,7.38,N,2.9,2003
117731,001665,3.847,3.928,N,1,2003
117737,001780,1.27,1.647,N,2.9,2003
117729,001664,0.255,0.944,N,2.8,2003
117743,001790,69.134,75.793,N,2,2003
117767,001800,59.756,67.648,N,4.2,2003
117751,001800,0.467,2.484,N,3.4,2003
117749,001790,96.16,96.429,N,2.2,2003
117756,001800,12.4,13.66,N,2.7,2003
117762,001800,39,39.465,N,1.9,2003
117757,001800,13.84,16.1,N,3,2003
117750,001800,0,0.467,N,2.6,2003
117766,001800,58.355,59.756,N,3.9,2003
117768,001800,67.648,70.165,N,2.5,2003
117764,001800,48.236,52.459,N,3.7,2003
117753,001800,4.58,6.349,N,3.5,2003
117754,001800,6.349,12.275,N,3.6,2003
117760,001800,22.413,25.594,N,3.2,2003
117761,001800,25.594,29,N,3.3,2003
117759,001800,18,22.413,N,3.6,2003
117763,001800,39.465,48.236,N,2.8,2003
117765,001800,52.459,58.355,N,3.7,2003
117752,001800,2.502,4.58,N,3.6,2003
117758,001800,16.1,17.85,N,2.8,2003
117755,001800,12.275,12.4,N,3.3,2003
117773,001800,76,77.9,N,3.4,2003
117779,001800,84.683,85.09,N,2.3,2003
117787,001800,95.88,103.24,N,3.4,2003
117769,001800,70.055,73.2,N,3.1,2003
117772,001800,74.5,76,N,3.4,2003
117783,001800,89.05,90.786,N,2.7,2003
117780,001800,85.09,86.383,N,3.4,2003
117788,001800,103.24,109.362,N,2.9,2003
117771,001800,73.4,74.5,N,2.8,2003
117781,001800,86.963,87.06,N,2.5,2003
117778,001800,84.331,84.683,N,1.6,2003
117784,001800,90.786,93.05,N,2.8,2003
117777,001800,82.8,84.331,N,3,2003
117782,001800,87.414,89.05,N,2.8,2003
117785,001800,93.05,95.628,N,2.5,2003
117786,001800,95.73,95.88,N,3.4,2003
117776,001800,81,82.8,N,3,2003
117775,001800,79,81,N,2.7,2003
117774,001800,77.9,79,N,2.4,2003
117770,001800,73.2,73.4,N,3,2003
117795,001820,3.566,4.4,N,3.1,2003
117796,001820,4.42,4.55,N,3.4,2003
117797,001820,4.832,5.856,N,2.7,2003
117798,001820,5.856,7.895,N,2.5,2003
117799,001820,7.895,11.262,N,3.2,2003
117803,001820,17.897,18.67,N,2.6,2003
117793,001820,0.49,1.132,N,2.3,2003
117801,001820,13.971,17.235,N,3.3,2003
117800,001820,11.262,13.971,N,3.4,2003
117791,001810,2.76,2.861,N,3,2003
117808,001850,0,1.291,N,3.4,2003
117790,001810,0,2.76,N,3,2003
117794,001820,1.132,3.566,N,2.9,2003
117789,001800,109.362,117.68,N,2.9,2003
117792,001820,0,0.49,N,2.7,2003
117805,001820,18.925,19.14,N,0.9,2003
117807,001840,100,104.42,N,2.9,2003
117802,001820,17.235,17.897,N,3,2003
117806,001830,0,5.51,N,3.8,2003
117804,001820,18.67,18.925,N,1.9,2003
117819,001860,3.63,7.3,N,3.1,2003
117824,001870,1.334,1.609,N,2.4,2003
117828,001870,2.235,2.429,N,2,2003
117815,001850,20.286,21.605,N,2.4,2003
117816,001850,21.605,25.83,N,2.7,2003
117821,001870,0,0.307,N,2.9,2003
117826,001870,1.797,1.917,N,0.9,2003
117814,001850,17.157,20.286,N,3.7,2003
117810,001850,2.25,4.332,N,3.6,2003
117823,001870,0.726,1.334,N,2.8,2003
117809,001850,1.291,2.25,N,3.4,2003
117825,001870,1.609,1.797,N,2.2,2003
117817,001850,25.83,35.055,N,3.4,2003
117812,001850,5.45,9.888,N,3.7,2003
117820,001860,7.3,13.522,N,2.9,2003
117813,001850,9.888,17.157,N,3.4,2003
117811,001850,4.332,5.45,N,3.7,2003
117818,001860,0,3.63,N,3.1,2003
117822,001870,0.307,0.726,N,3.2,2003
117827,001870,2.145,2.235,N,2,2003
117832,001870,4.414,5.05,N,3.3,2003
117843,001870,43.7,48.685,N,3,2003
117839,001870,25.796,26.317,N,3.6,2003
117831,001870,3.28,4.414,N,3.4,2003
117845,001880,0,2.723,N,3.5,2003
117841,001870,36.27,43,N,3.5,2003
117835,001870,14.255,14.273,N,3.9,2003
117844,001870,48.685,53.589,N,2.9,2003
117842,001870,43.11,43.7,N,3.6,2003
117846,001880,2.723,11.686,N,3.7,2003
117837,001870,14.572,17.44,N,3.5,2003
117834,001870,10.63,14.255,N,3.9,2003
117833,001870,5.05,10.63,N,3.6,2003
117836,001870,14.273,14.572,N,3.3,2003
117829,001870,2.429,2.73,N,3.1,2003
117847,001890,0,0.186,N,2.6,2003
117830,001870,2.73,3.28,N,3.1,2003
117838,001870,17.52,25.796,N,3.6,2003
117840,001870,26.317,36.31,N,3.7,2003
117848,001890,0.186,0.28,N,1.4,2003
117851,001900,1.491,1.768,N,2.3,2003
117859,001910,11.107,15.541,N,3.4,2003
117856,001902,0.186,0.275,N,1.5,2003
117849,001890,0.28,0.505,N,2.3,2003
117855,001901,2.831,3.29,N,3.6,2003
117864,001910,21.14,23.44,N,3.4,2003
117862,001910,19.36,20.2,N,3.4,2003
117865,001910,23.44,23.94,N,3.3,2003
117867,001910,26.938,28.805,N,3.2,2003
117858,001910,10.13,11.107,N,3.2,2003
117866,001910,23.94,26.938,N,3.4,2003
117868,001910,28.805,33.83,N,3.4,2003
117852,001900,1.768,2.403,N,2.5,2003
117860,001910,15.541,19.06,N,3.1,2003
117853,001900,2.403,2.831,N,3.1,2003
117854,001900,2.831,3.14,N,3.5,2003
117850,001890,0.505,2.185,N,2.9,2003
117857,001902,0.275,0.381,N,0.8,2003
117863,001910,20.2,21.14,N,3.2,2003
117861,001910,19.06,19.36,N,3.2,2003
117877,001910,43.963,49.826,N,3.5,2003
117885,001910,66.789,66.946,N,2.3,2003
117874,001910,40.663,42.5,N,3.5,2003
117880,001910,51.568,60.942,N,3.2,2003
117884,001910,66.615,66.789,N,2.5,2003
117872,001910,38.133,39.73,N,3.3,2003
117882,001910,65.871,66.22,N,3.1,2003
117879,001910,50.6,51.568,N,3.3,2003
117886,001910,66.975,70.1,N,2.9,2003
117870,001910,34.7,34.959,N,3,2003
117871,001910,35.004,38.133,N,3.2,2003
117869,001910,33.83,34.7,N,3.6,2003
117878,001910,49.826,50.6,N,3.5,2003
117875,001910,42.5,43.225,N,3.2,2003
117873,001910,39.73,40.663,N,3.4,2003
117888,001910,73.472,81.673,N,3.9,2003
117881,001910,60.942,65.871,N,3.2,2003
117887,001910,70.1,73.472,N,3.7,2003
117883,001910,66.22,66.615,N,3.2,2003
117876,001910,43.225,43.963,N,3.2,2003
117904,001910,172.21,174.415,N,3.3,2003
117893,001910,103.932,111.433,N,2.9,2003
117908,001920,49.455,49.952,N,1.6,2003
117890,001910,87.605,90.04,N,3,2003
117902,001910,161.78,169.74,N,3.3,2003
117891,001910,90.066,96.87,N,2.9,2003
117898,001910,136.346,144.745,N,3.1,2003
117894,001910,111.433,117.61,N,3.5,2003
117899,001910,144.745,151.4,N,3,2003
117896,001910,121.307,128.23,N,3.4,2003
117889,001910,81.673,87.605,N,3.2,2003
117892,001910,96.87,103.932,N,2.8,2003
117897,001910,128.23,136.346,N,3.1,2003
117901,001910,155.775,161.78,N,3.3,2003
117903,001910,169.74,172.21,N,3.4,2003
117900,001910,151.4,155.775,N,3.3,2003
117895,001910,117.61,121.307,N,3.8,2003
117906,001920,40.146,48.87,N,2.5,2003
117905,001920,36.783,40.146,N,2.7,2003
117907,001920,49.28,49.455,N,1,2003
117916,001930,7.9,12.794,N,3.3,2003
117911,001920,53.016,53.346,N,3,2003
117917,001930,12.794,17.667,N,3.7,2003
117915,001930,6.444,7.9,N,3.4,2003
117909,001920,49.952,50.886,N,2.7,2003
117913,001930,2.75,4.1,N,3.4,2003
117920,001930,23.143,29.334,N,3.1,2003
117919,001930,18.678,23.143,N,3.5,2003
117921,001930,29.334,29.54,N,3.2,2003
117927,001940,6.453,13.618,N,3.7,2003
117922,001930,29.54,34.118,N,3.4,2003
117928,001940,13.618,15.117,N,3.8,2003
117926,001940,0.308,6.453,N,3.7,2003
117925,001940,0.02,0.308,N,3.3,2003
117923,001930,34.177,35.164,N,3.6,2003
117914,001930,4.1,6.444,N,2.9,2003
117924,001930,35.164,42.54,N,2.7,2003
117910,001920,50.886,53.016,N,3,2003
117912,001930,0,2.75,N,3.1,2003
117918,001930,17.667,18.678,N,3.2,2003
117931,001940,15.886,18.036,N,2.8,2003
117940,001950,0,0.456,N,2.5,2003
117945,001950,8,8.78,N,2.5,2003
117938,001940,30.819,30.952,N,2.1,2003
117935,001940,23.788,26.925,N,1.4,2003
117934,001940,21.05,23.788,N,2.5,2003
117929,001940,15.117,15.348,N,3,2003
117939,001940,30.952,31.077,N,1.9,2003
117932,001940,18.036,19.9,N,2.8,2003
117941,001950,0.456,3.786,N,3,2003
117943,001950,5.573,7.086,N,2.5,2003
117930,001940,15.348,15.886,N,1.8,2003
117942,001950,3.786,5.573,N,2.6,2003
117937,001940,30.357,30.819,N,3,2003
117946,001950,8.78,13.748,N,3.1,2003
117933,001940,19.9,21.05,N,2.8,2003
117936,001940,26.925,30.357,N,2.2,2003
117947,001950,13.748,20.563,N,2.8,2003
117948,001950,20.563,22.199,N,2.8,2003
117944,001950,7.086,8,N,2.6,2003
117956,001960,11.249,15.102,N,2.9,2003
117960,001960,25.406,25.493,N,2.8,2003
117968,001970,23.015,30.052,N,2.8,2003
117963,001960,25.84,26.39,N,2.5,2003
117957,001960,15.102,22.096,N,2.7,2003
117967,001970,16.782,23.015,N,3.1,2003
117958,001960,22.096,22.473,N,2.4,2003
117959,001960,22.473,25.406,N,2.8,2003
117964,001961,0.03,0.824,N,2.9,2003
117953,001960,0.778,1.12,N,2.5,2003
117955,001960,6.605,11.249,N,3.1,2003
117950,001950,22.813,23.065,N,3.1,2003
117952,001960,0.323,0.778,N,2.4,2003
117949,001950,22.199,22.813,N,3.1,2003
117962,001960,25.512,25.84,N,2.3,2003
117965,001970,0,8.7,N,3.6,2003
117966,001970,8.7,16.782,N,2.6,2003
117954,001960,1.12,6.605,N,2.7,2003
117951,001960,0,0.323,N,2.3,2003
117961,001960,25.493,25.512,N,2.4,2003
117986,001990,6.37,11.621,N,3.1,2003
117985,001990,3.838,6.37,N,2.3,2003
117987,001990,11.621,15.117,N,3.1,2003
117979,001980,28.2,28.501,N,2.1,2003
117975,001980,6.02,7.08,N,2.8,2003
117970,001970,35.607,41.025,N,3.3,2003
117978,001980,21.365,28.2,N,3.4,2003
117984,001990,2.65,3.838,N,2.4,2003
117981,001990,0,1.648,N,3.5,2003
117976,001980,7.08,13.32,N,3.4,2003
117972,001970,46.75,48.96,N,3,2003
117982,001990,1.648,2.289,N,3.4,2003
117980,001980,28.501,28.79,N,2.2,2003
117983,001990,2.289,2.65,N,2.4,2003
117973,001970,48.96,49.515,N,3.1,2003
117969,001970,30.052,35.607,N,3.4,2003
117974,001980,0.06,6.02,N,3.1,2003
117988,001990,15.117,15.818,N,3.1,2003
117971,001970,41.025,46.69,N,3.2,2003
117977,001980,13.32,21.365,N,3.5,2003
118003,001990,82.06,84.389,N,3.4,2003
118005,001990,91.1,94.85,N,3.4,2003
117989,001990,15.818,16.18,N,3.2,2003
117990,001990,18.148,18.529,N,1.9,2003
118001,001990,72.505,80.699,N,3.4,2003
118004,001990,84.389,91.1,N,3.4,2003
117995,001990,51.672,53.99,N,3.9,2003
117991,001990,18.529,19.308,A,3.3,2003
117996,001990,53.99,56.488,N,3.7,2003
117997,001990,56.488,57.179,N,3.3,2003
118002,001990,80.699,82,N,3.4,2003
117993,001990,47.46,50.2,N,3.5,2003
117994,001990,50.2,51.672,N,3.3,2003
117998,001990,63.27,64.656,N,3.3,2003
117999,001990,64.656,66.7,N,3.3,2003
117992,001990,47.303,47.46,N,3.7,2003
118000,001990,66.7,72.505,N,3.2,2003
118006,001990,94.85,97.3,N,3.1,2003
118008,001990,101.89,106.9,N,2.8,2003
118007,001990,97.3,101.89,N,2.6,2003
119042,006330,0.551,0.781,N,2.4,2003
118014,001990,116,122.9,N,3.6,2003
118017,001990,130.056,131.399,N,3.3,2003
118023,001990,145.57,145.647,N,3.7,2003
118012,001990,115.106,115.471,N,3,2003
118013,001990,115.471,116,N,2.8,2003
118026,001990,147.307,149.997,N,3.5,2003
118022,001990,144.117,145.57,N,2.4,2003
118021,001990,143.921,144.117,N,2.1,2003
118016,001990,126,130.056,N,3.7,2003
118010,001990,108,113.8,N,3.8,2003
118018,001990,131.399,142.796,N,3.3,2003
118019,001990,142.796,142.974,N,3.4,2003
118027,001990,149.997,153.425,N,3.4,2003
118011,001990,113.8,115.106,N,2.6,2003
118015,001990,122.9,126,N,3.6,2003
118028,001990,153.425,156.052,N,3.4,2003
118024,001990,145.647,147.021,N,3.3,2003
118025,001990,147.021,147.307,N,3.6,2003
118009,001990,106.9,108,N,3.3,2003
118020,001990,142.974,143.921,N,2.4,2003
118044,002010,3.94,4.48,N,2.5,2003
118041,002010,1.664,2.039,N,2.6,2003
118042,002010,2.039,2.327,N,3.2,2003
118034,002005,13.325,16.65,N,3.8,2003
118029,002000,67.86,68.026,N,4,2003
118032,002005,12.325,13.075,N,3.2,2003
118046,002010,5.67,11.337,N,2.8,2003
118039,002010,0.233,1.2,N,2.9,2003
118036,002005,17.86,17.994,N,2.4,2003
118048,002010,14.419,18.041,N,3.4,2003
118037,002005,17.994,18.004,N,0.3,2003
118045,002010,4.48,5.67,N,2.8,2003
118038,002010,0,0.233,N,1.7,2003
118033,002005,13.075,13.325,N,3.5,2003
118031,002005,12,12.325,N,3.5,2003
118040,002010,1.2,1.664,N,2.3,2003
118047,002010,11.337,14.419,N,3.1,2003
118043,002010,2.327,3.94,N,2.3,2003
118035,002005,16.65,17.86,N,3.6,2003
118030,002005,11.233,11.98,N,3.1,2003
118059,002010,49.534,54.04,N,3.3,2003
118067,002040,26.516,26.86,N,2.4,2003
118056,002010,39,43.802,N,3.4,2003
118060,002010,54.04,54.126,N,1.9,2003
118052,002010,30.653,31.844,N,3.2,2003
118066,002040,26.207,26.516,N,2.1,2003
118062,002040,0,0.61,N,3.4,2003
118049,002010,18.041,26,N,3.6,2003
118050,002010,26,30.422,N,3.5,2003
118057,002010,43.802,45.014,N,3.2,2003
118065,002040,25.904,26.207,N,2.5,2003
118063,002040,21.53,22.548,N,3.2,2003
118055,002010,35.09,39,N,3.2,2003
118051,002010,30.422,30.653,N,2.8,2003
118053,002010,31.844,33.662,N,3.3,2003
118061,002030,0,1.989,N,2.7,2003
118064,002040,22.548,25.904,N,3,2003
118068,002040,26.86,27.925,N,2.9,2003
118054,002010,33.662,35.09,N,3.3,2003
118058,002010,45.014,49.534,N,3.3,2003
118072,002040,51.057,51.475,N,1.8,2003
118069,002040,27.925,31.175,N,3.2,2003
118087,002040,59.846,60.166,N,3.2,2003
118071,002040,50.664,51.057,N,2.5,2003
118075,002040,53.002,55.199,N,3.6,2003
118086,002040,59.356,59.846,A,3,2003
118084,002040,58.67,58.988,N,1.7,2003
118074,002040,51.868,53.002,N,3.3,2003
118082,002040,57.935,58.386,N,2.8,2003
118078,002040,55.755,55.942,N,2.9,2003
118081,002040,57.633,57.935,N,2.4,2003
118085,002040,58.988,59.356,N,1.8,2003
118083,002040,58.386,58.67,N,3.5,2003
118077,002040,55.64,55.755,N,3.1,2003
118088,002040,60.166,60.568,N,2.8,2003
118073,002040,51.475,51.868,N,1.8,2003
118076,002040,55.199,55.64,N,3.7,2003
118079,002040,55.942,56.919,N,2.3,2003
118070,002040,50.08,50.664,N,2.2,2003
118080,002040,56.919,57.633,N,1.6,2003
118098,002040,181.256,184.17,N,3.7,2003
118105,002040,200.815,201.639,N,2.7,2003
118102,002040,192.24,193.3,N,3.4,2003
118094,002040,174.9,176.3,N,2.9,2003
118091,002040,169.447,171.55,N,3,2003
118099,002040,184.17,185.419,N,3.3,2003
118095,002040,176.3,177.51,N,3,2003
118096,002040,177.51,180.65,N,3.7,2003
118108,002040,202.233,202.446,N,2.5,2003
118104,002040,196.3,200.815,N,3.2,2003
118100,002040,185.419,191.2,N,3.1,2003
118103,002040,193.3,196.3,N,3.3,2003
118101,002040,191.2,192.24,N,3.4,2003
118089,002040,60.568,61.012,N,3.2,2003
118093,002040,172.604,174.9,N,3.3,2003
118092,002040,171.55,172.604,N,3,2003
118097,002040,180.65,181.256,N,2.7,2003
118090,002040,61.012,61.797,N,2.7,2003
118107,002040,201.994,202.233,N,1.8,2003
118106,002040,201.639,201.994,N,2,2003
118121,002040,217.21,217.314,N,2.1,2003
118110,002040,204.692,210.086,N,3.7,2003
118116,002040,215.346,215.6,N,3.8,2003
118113,002040,211.48,212.094,N,3.6,2003
118126,002040,219.676,220.668,A,3.2,2003
118120,002040,216.94,216.95,N,3.8,2003
118128,002040,223.553,223.91,N,3.2,2003
118119,002040,216.435,216.94,N,3.1,2003
118117,002040,215.6,215.633,N,3.8,2003
118111,002040,210.086,210.625,N,2.9,2003
118123,002040,218.197,218.57,N,3.3,2003
118114,002040,212.094,213.064,N,3.5,2003
118112,002040,210.625,211.48,N,3.8,2003
118122,002040,217.314,218.197,N,3.2,2003
118118,002040,215.633,216.435,N,3.2,2003
118115,002040,213.064,215.346,N,3.8,2003
118125,002040,218.674,219.676,N,2.7,2003
118127,002040,220.668,223.553,N,3.4,2003
118109,002040,202.446,204.692,N,3.6,2003
118124,002040,218.57,218.674,N,3.5,2003
118138,002040,243.7,249.43,N,3.1,2003
118142,002040,256.716,257.538,N,2.7,2003
118129,002040,223.91,224.488,N,3.4,2003
118143,002040,257.538,258.038,N,2.7,2003
118134,002040,233.89,236.3,N,2.5,2003
118131,002040,227.294,227.79,N,2.6,2003
118133,002040,231.156,233.89,N,2.6,2003
118136,002040,240,241.842,N,3.6,2003
118144,002040,258.038,258.404,N,2.4,2003
118148,002040,259.798,260.899,N,3.5,2003
118140,002040,252.422,255.442,N,3.9,2003
118141,002040,255.442,256.716,N,3.8,2003
118145,002040,258.404,258.9,N,2.5,2003
118135,002040,236.3,240,N,2.8,2003
118147,002040,259.492,259.798,N,2.3,2003
118132,002040,227.79,231.156,N,2.3,2003
118146,002040,258.9,259.492,N,2.8,2003
118137,002040,241.842,243.7,N,3.9,2003
118139,002040,249.43,252.422,N,3.5,2003
118130,002040,224.488,227.294,N,3.7,2003
118167,002040,405.05,405.496,N,2.8,2003
118158,002040,360.704,365.268,N,3.5,2003
118155,002040,334.767,335.391,A,3.3,2003
118151,002040,331.681,333.17,N,3.2,2003
118161,002040,373.353,375.827,N,3.6,2003
118149,002040,260.899,261.84,A,3.5,2003
118168,002040,405.496,406.48,N,3.2,2003
118165,002040,399.2,404.366,N,3.5,2003
118166,002040,404.366,405.05,N,3.5,2003
118162,002040,375.827,378.39,N,3.4,2003
118157,002040,359.493,360.704,N,3.1,2003
118163,002040,378.39,387.02,N,3.3,2003
118156,002040,335.391,335.778,A,3.8,2003
118154,002040,334.006,334.767,A,3.3,2003
118153,002040,333.665,334.006,N,2.9,2003
118159,002040,365.268,371.497,N,3.5,2003
118160,002040,371.497,373.353,N,3.4,2003
118150,002040,330.82,331.681,A,3.1,2003
118152,002040,333.17,333.665,N,3.4,2003
118164,002040,398.98,399.2,N,3.7,2003
118171,002040,413,414.7,N,3.8,2003
118170,002040,406.786,413,N,3.9,2003
118188,002043,217.594,217.948,N,3.6,2003
118173,002040,421.7,424.5,N,3.6,2003
118174,002040,424.5,430,N,3.8,2003
118177,002040,435.281,441.648,N,3.5,2003
118169,002040,406.48,406.786,N,2.8,2003
118181,002040,453.7,455.481,N,3.5,2003
118175,002040,430,434.137,N,3.7,2003
118176,002040,434.137,435.281,N,3.4,2003
118178,002040,441.648,447.277,N,3.4,2003
118172,002040,414.7,421.7,N,3.9,2003
118179,002040,447.277,449.32,N,3.6,2003
118182,002041,50.05,50.851,N,1.9,2003
118184,002042,57.64,57.904,N,2.7,2003
118187,002043,217.282,217.594,N,2.9,2003
118183,002041,50.851,51.46,N,2,2003
118185,002042,57.904,58.67,N,3.2,2003
118186,002043,217.199,217.282,N,1.8,2003
118180,002040,449.32,453.7,N,3.7,2003
118198,002050,14.28,14.6,N,3,2003
118197,002050,13.4,14.28,N,3.6,2003
118208,002070,9.64,15.968,N,3.2,2003
118204,002051,19.875,20.52,N,1.6,2003
118207,002070,1.35,1.578,N,3.1,2003
118201,002050,18.795,19.915,N,3.2,2003
118203,002050,20.181,20.54,N,2.3,2003
118192,002047,0.301,0.446,N,2,2003
118193,002050,0,3.976,N,3.2,2003
118206,002070,0,1.35,N,3.2,2003
118194,002050,3.976,4.555,N,3.4,2003
118195,002050,4.555,4.827,N,3.8,2003
118189,002043,217.948,218.298,N,3.6,2003
118205,002052,19.68,19.875,N,2.8,2003
118196,002050,9.07,13.4,N,3.6,2003
118199,002050,14.6,17.481,N,3.9,2003
118191,002047,0,0.3,N,2.6,2003
118200,002050,17.481,18.795,N,3.5,2003
118190,002043,218.298,218.674,N,2.1,2003
118202,002050,19.915,20.181,N,2.7,2003
118214,002070,29.252,32.26,N,3.5,2003
118212,002070,24.94,25.439,N,2.7,2003
118209,002070,15.968,16.536,N,3.1,2003
118211,002070,24.805,24.94,N,2.3,2003
118224,002070,49.829,50.339,A,1.9,2003
118228,002070,95.308,96.05,N,3.4,2003
118223,002070,46.768,47.25,N,3.8,2003
118217,002070,40.229,41.23,N,2.8,2003
118219,002070,42.5,44.468,N,3.1,2003
118218,002070,41.23,42.5,N,2.3,2003
118222,002070,46.169,46.768,N,3.6,2003
118225,002070,50.339,50.837,A,2.8,2003
118213,002070,25.439,29.252,N,3.6,2003
118220,002070,44.468,45.798,N,2.9,2003
118221,002070,45.798,46.169,N,2.2,2003
118210,002070,16.536,22.129,N,3.5,2003
118215,002070,32.26,40.116,N,3.6,2003
118216,002070,40.116,40.229,N,1.9,2003
118226,002070,50.837,51.96,A,2.7,2003
118227,002070,52.12,52.812,A,1.7,2003
118246,002070,178.095,186.31,N,2.9,2003
118242,002070,151.5,157.2,N,4,2003
118247,002070,186.31,191.558,N,2.7,2003
118245,002070,171.079,178.095,N,3.5,2003
118239,002070,136.429,138.6,N,3.5,2003
118248,002070,191.558,194.83,N,3.4,2003
118243,002070,157.2,165.119,N,3.5,2003
118241,002070,144.47,151.5,N,3.9,2003
118234,002070,112.98,118.019,N,2.8,2003
118233,002070,106,112.91,N,3.7,2003
118238,002070,129.797,136.429,N,3,2003
118231,002070,99.376,103.25,N,3.7,2003
118240,002070,138.6,144.47,N,4,2003
118229,002070,96.05,96.268,N,3.2,2003
118235,002070,118.019,122.68,N,2.6,2003
118232,002070,103.25,105.94,N,3,2003
118236,002070,122.68,124.634,N,2.7,2003
118237,002070,124.634,129.797,N,3.1,2003
118230,002070,96.268,99.376,N,3.7,2003
118244,002070,165.119,171.079,N,3.4,2003
118258,002070,294,301.105,N,3.3,2003
118266,002070,307.45,307.695,N,2.3,2003
118252,002070,267.426,276.044,N,2.9,2003
118265,002070,306.514,306.9,N,2.4,2003
118256,002070,288.7,291,N,3.4,2003
118254,002070,282.837,284,N,3.2,2003
118250,002070,195.53,196.039,N,3.6,2003
118262,002070,305.011,305.566,N,2.9,2003
118249,002070,194.83,195.483,N,3.6,2003
118268,002070,308.442,309.134,A,3.3,2003
118251,002070,263.77,267.426,N,2.7,2003
118263,002070,305.566,306.056,N,3.3,2003
118264,002070,306.056,306.514,N,2.5,2003
118261,002070,303.6,305.011,N,3.6,2003
118260,002070,301.35,303.6,N,3.8,2003
118267,002070,307.695,308.442,A,2.5,2003
118257,002070,291,294,N,3.2,2003
118253,002070,276.044,282.837,N,2.9,2003
118259,002070,301.105,301.35,N,3.3,2003
118255,002070,284,288.7,N,3.3,2003
118280,002070,333.435,334.438,A,3.4,2003
118286,002070,338.332,338.927,A,2.4,2003
118281,002070,334.438,334.984,A,3.4,2003
118285,002070,338.165,338.332,A,3.1,2003
118278,002070,327.64,331.427,A,3.6,2003
118279,002070,331.427,333.435,A,3.7,2003
118283,002070,335.361,336.859,A,3,2003
118277,002070,326.274,327.64,A,2.9,2003
118272,002070,318.55,320.088,A,3.3,2003
118269,002070,309.134,311.9,A,3.6,2003
118287,002070,338.927,340.08,A,2.4,2003
118288,002070,340.08,343.35,A,3.6,2003
118270,002070,311.9,317.36,A,3,2003
118284,002070,336.859,338.165,A,2.5,2003
118274,002070,321.092,322.052,A,2.7,2003
118271,002070,317.36,318.55,A,3,2003
118282,002070,334.984,335.361,A,3.4,2003
118273,002070,320.088,321.092,A,3,2003
118276,002070,325.86,326.274,A,2.5,2003
118275,002070,322.052,325.86,A,2.7,2003
118308,002070,398.6,402.27,N,3.5,2003
118304,002070,378.412,379.856,N,3.1,2003
118296,002070,360.572,360.856,N,3.3,2003
118292,002070,345.833,348.082,A,2.4,2003
118306,002070,390.7,394.7,N,3.3,2003
118305,002070,379.856,390.7,N,3.5,2003
118300,002070,364.957,369,N,2.9,2003
118298,002070,361.063,363.5,N,3.6,2003
118301,002070,369,374.2,N,3.7,2003
118289,002070,343.35,344.308,A,2.8,2003
118299,002070,363.5,364.957,N,3.1,2003
118290,002070,344.308,345.357,A,3,2003
118294,002070,352.938,360.343,N,3.1,2003
118307,002070,394.7,398.6,N,3.9,2003
118303,002070,377.1,378.412,N,3.3,2003
118295,002070,360.343,360.572,N,3.3,2003
118302,002070,374.2,377.1,N,3.8,2003
118291,002070,345.357,345.833,A,2.9,2003
118297,002070,360.856,361.063,N,3.3,2003
118293,002070,349,352.938,A,2.4,2003
118314,002075,321.092,321.372,N,2.5,2003
118311,002073,2.751,3.294,N,3.2,2003
118316,002075,321.615,322.139,N,2.7,2003
118321,002075,335.762,338.079,N,2.8,2003
118318,002075,334.2,334.767,N,1.6,2003
118320,002075,335.318,335.762,N,1.8,2003
118313,002075,320.86,321.092,N,2.6,2003
118323,002075,338.405,338.696,N,2.6,2003
118312,002073,3.294,3.717,N,3.1,2003
118328,002075,346.632,346.756,N,2.5,2003
118325,002075,339.265,339.765,N,2.8,2003
118310,002073,2.27,2.751,N,1.6,2003
118315,002075,321.372,321.615,N,1.3,2003
118324,002075,338.696,339.265,N,3,2003
118319,002075,334.767,335.318,N,1.3,2003
118309,002070,402.27,406.3,N,3.7,2003
118317,002075,322.139,322.544,N,2.3,2003
