id,segcode,bmp,emp,dir,cracking,year
77901,002320,50.43,55.44,N,2.7,2008
77903,002320,58.62,64.134,N,1.9,2008
77892,005510,105.5,112.06,N,3,2008
77894,005510,114.86,121.55,N,3,2008
77906,002320,0.689,0.953,N,4,2008
77898,005510,132.56,133.075,N,4.2,2008
77905,002320,0,0.689,N,1.5,2008
77904,002320,64.134,68.714,N,3.1,2008
77909,002320,6.31,12.994,N,2.3,2008
77928,002330,49.574,51.389,N,2.3,2008
77925,002330,39.9,44.7,N,5,2008
77914,002330,1.815,2.807,N,2.5,2008
77917,002330,10.962,15.188,N,2.4,2008
77924,002330,35.15,39.9,N,2.3,2008
77929,002330,51.389,52.714,N,2.3,2008
77919,002330,15.7,16.202,N,2.4,2008
77921,002330,16.48,23.137,N,5,2008
77912,002320,19.065,23.438,N,2.1,2008
77923,002330,29.919,35.15,N,3.3,2008
77920,002330,16.202,16.48,N,5,2008
77915,002330,2.807,3.28,N,3.6,2008
77916,002330,3.28,10.962,N,4.2,2008
77911,002320,14.595,19.065,N,2.3,2008
77922,002330,23.137,29.919,N,2.8,2008
77927,002330,49.1,49.574,N,2.2,2008
77926,002330,44.7,49.1,N,4.8,2008
77918,002330,15.188,15.7,N,2.4,2008
77913,002330,1.72,1.815,N,4.5,2008
77930,002330,52.714,52.924,N,2.4,2008
77943,001630,14.393,18.13,N,2.5,2008
77942,001630,8.25,14.393,N,2.5,2008
77938,001630,6.463,6.768,N,5,2008
77945,001630,19.38,22.8,N,4.8,2008
77936,001630,0.446,0.65,N,4,2008
77948,001630,37.4,39.058,N,3,2008
77944,001630,18.13,19.38,N,3.7,2008
77934,001630,0,0.446,N,3,2008
77947,001630,32.676,37.4,N,4.8,2008
77931,002331,2.04,2.587,N,2.2,2008
77946,001630,22.8,32.676,N,4,2008
77932,002331,2.587,3.177,N,3,2008
77941,001630,7.9,8.25,N,4.4,2008
77935,006047,0,0.27,N,5,2008
77950,002130,0,2.913,N,4.8,2008
77949,002400,0.01,3.868,N,4,2008
77940,001630,7.29,7.72,N,5,2008
77939,001630,6.768,7.29,N,5,2008
77937,001630,0.65,6.463,N,5,2008
77965,002850,0.7,1.31,N,2.4,2008
77969,002160,13.18,14.172,N,3,2008
77968,002160,12.025,13.18,N,3.2,2008
77959,015914,16.18,17.633,N,4,2008
77951,002130,2.913,3.702,N,4.2,2008
77964,002850,0,0.7,N,4.8,2008
77963,002130,20.898,21.814,N,2.4,2008
77955,002130,9.553,10.56,N,2.5,2008
77967,002160,10.383,12.025,N,2.8,2008
77957,002130,10.771,12.298,N,4.3,2008
77954,002130,4.837,9.553,N,2.5,2008
77966,002160,9.74,10.383,N,2,2008
77970,002160,14.172,22.209,N,2.2,2008
77958,002130,12.298,16.18,N,4.3,2008
77960,015914,17.633,19.295,N,4.5,2008
77952,002130,3.702,4.068,N,4.5,2008
77956,002130,10.56,10.771,N,4.3,2008
77962,002130,19.78,20.898,N,2.4,2008
77961,002130,19.33,19.78,N,4.7,2008
77953,002130,4.068,4.837,N,3.8,2008
77982,002200,106.941,110.429,N,5,2008
77983,002200,110.429,110.721,N,5,2008
77975,002160,26.78,27.289,N,5,2008
77978,002200,100,100.21,N,4.5,2008
77971,002160,22.209,23.714,N,4.7,2008
77980,002200,100.78,101.212,N,2,2008
77973,002160,25.258,26.109,N,4.2,2008
77986,002200,111.482,112.44,N,5,2008
77977,002161,27.58,27.65,N,5,2008
77987,002200,112.44,112.739,N,2.5,2008
77989,002202,116.998,118.951,N,1.9,2008
77981,002200,101.212,106.941,N,4.8,2008
77990,002200,118.951,121.139,N,2.3,2008
77974,002160,26.109,26.78,N,5,2008
77984,002200,110.721,110.987,N,5,2008
77988,002200,112.739,116.998,N,2.3,2008
77972,002160,23.714,25.258,N,4.6,2008
77979,002200,100.21,100.78,N,1.9,2008
77976,002160,27.289,27.725,N,5,2008
77985,002200,110.987,111.482,N,5,2008
77993,002200,130.849,134.526,N,1.9,2008
78000,002490,0,0.25,N,3,2008
77999,002201,0.685,1.187,N,2.4,2008
78008,002440,0,0.478,N,3.4,2008
78007,002490,8.9,12.42,N,2.8,2008
78001,002490,0.25,0.579,N,1.9,2008
77996,002200,137.423,142.47,N,2.7,2008
77991,002200,121.139,125.749,N,3,2008
77994,002200,134.526,135.625,N,2.4,2008
78006,002490,8.2,8.9,N,2.8,2008
77998,002201,0.237,0.685,N,2.5,2008
77992,002200,125.749,130.849,N,1.9,2008
78004,002490,6.138,7.279,N,2.2,2008
78003,002490,0.753,6.138,N,2.3,2008
77995,002200,135.625,137.423,N,2.3,2008
78009,002440,0.478,0.72,N,2.7,2008
78005,002490,7.279,8.2,N,1.8,2008
77997,002201,0,0.237,N,2.5,2008
78002,002490,0.579,0.753,N,1.9,2008
78010,002440,0.72,2.27,N,4.5,2008
78024,002260,3.955,4.792,N,5,2008
78014,002440,13,13.971,N,2.4,2008
78011,002440,2.27,5,N,3.9,2008
78017,002440,14.8,15.058,N,4,2008
78016,002440,14.37,14.8,N,2.4,2008
78028,002170,5.651,11.413,N,2.4,2008
78027,002170,0,5.651,N,2.4,2008
78019,002440,15.515,21,N,2.3,2008
78029,002170,11.413,16.225,N,1.9,2008
78015,002440,13.971,14.37,N,2.3,2008
78012,002440,5,11,N,4.5,2008
78021,002440,22,24.14,N,2.9,2008
78018,002440,15.058,15.515,N,3,2008
78025,002260,4.792,5.1,N,4.8,2008
78013,002440,11,13,N,4.6,2008
78022,002440,24.14,24.409,N,3,2008
78020,002440,21,22,N,3.7,2008
78030,002170,16.225,21.431,N,1.6,2008
78023,002260,0,3.955,N,5,2008
78026,002260,5.1,8.092,N,5,2008
78044,002170,89.782,90.785,N,5,2008
78042,002170,76.6,84.6,N,5,2008
78033,002170,33.71,38.9,N,2.7,2008
78037,002170,48.487,54.566,N,2.4,2008
78031,002170,21.431,28.9,N,1.8,2008
78046,002170,91.83,92.089,N,5,2008
78034,002170,38.9,42.424,N,3,2008
78047,002170,92.089,92.24,N,5,2008
78040,002170,69.918,71.456,N,5,2008
78043,002170,84.6,89.782,N,5,2008
78036,002170,47.7,48.487,N,2,2008
78041,002170,71.456,76.6,N,5,2008
78045,002170,90.785,91.83,N,5,2008
78035,002170,42.424,47.7,N,4,2008
78048,001021,4.062,4.206,N,4.4,2008
78032,002170,28.9,33.71,N,2.4,2008
78050,001020,4.29,4.309,N,5,2008
78049,001020,4.116,4.29,N,4.5,2008
78038,002170,54.566,60,N,5,2008
78039,002170,60,69.918,N,5,2008
78062,002010,18.041,26,N,4.5,2008
78070,002010,43.802,45.014,N,3.9,2008
78052,002010,0.233,1.2,N,2.4,2008
78061,002010,14.419,18.041,N,4.5,2008
78067,002010,33.662,35.09,N,3.1,2008
78069,002010,39,43.802,N,3.5,2008
78059,002010,5.67,11.337,N,2.2,2008
78065,002010,30.653,31.844,N,5,2008
78060,002010,11.337,14.419,N,3.5,2008
78051,002010,0,0.233,N,2.4,2008
78057,002010,3.94,4.48,N,2.3,2008
78056,002010,2.327,3.94,N,2.2,2008
78064,002010,30.422,30.653,N,2.3,2008
78055,002010,2.039,2.327,N,2.4,2008
78063,002010,26,30.422,N,5,2008
78066,002010,31.844,33.662,N,3.9,2008
78068,002010,35.09,39,N,3.1,2008
78053,002010,1.2,1.664,N,2.4,2008
78054,002010,1.664,2.039,N,2.4,2008
78058,002010,4.48,5.67,N,2.4,2008
78071,002010,45.014,49.534,N,3.6,2008
78076,001650,9.66,9.765,N,4,2008
78085,001640,14.65,15.44,N,3,2008
78089,001990,1.648,2.289,N,3.4,2008
78073,001650,0,8.207,N,4.8,2008
78074,001650,8.207,9.145,N,4.8,2008
78075,001650,9.145,9.46,N,5,2008
78086,001640,12.131,13.2,D,2.5,2008
78083,001640,7.4,7.916,N,4.8,2008
78090,001990,2.289,2.65,N,4.8,2008
78087,001640,13.2,14.65,D,3,2008
78081,001640,13.2,14.65,A,3,2008
78078,001650,13.05,14.08,N,4.8,2008
78072,002010,49.534,54.126,N,3.4,2008
78080,001640,12.131,13.2,A,2.5,2008
78082,001640,0,7.4,N,4.5,2008
78077,001650,9.765,13.05,N,4.5,2008
78084,001640,7.916,12.131,N,3,2008
78079,001650,14.08,14.24,N,3.8,2008
78088,001990,0,1.648,N,2.4,2008
78096,002005,12,12.325,N,2.8,2008
78095,001990,11.621,15.117,N,2.4,2008
78102,015868,16.154,16.766,N,5,2008
78100,001990,15.117,15.818,N,2.3,2008
78094,002005,11.233,11.98,N,2.4,2008
78105,015912,44.645,47,N,2.7,2008
78091,001990,2.65,3.838,N,1.5,2008
78101,001990,15.818,16.154,N,5,2008
78099,002005,13.325,16.65,N,5,2008
78098,002005,13.075,13.325,N,4.8,2008
78106,015912,47,47.303,N,2.7,2008
78110,001990,51.672,53.99,N,4.3,2008
78109,001990,50.2,51.672,N,2.4,2008
78093,001990,6.37,11.621,N,2.2,2008
78107,001990,47.303,47.46,N,4,2008
78092,001990,3.838,6.37,N,5,2008
78097,002005,12.325,13.075,N,3.2,2008
78108,001990,47.46,50.2,N,3,2008
78103,002005,16.65,17.86,N,2.8,2008
78104,002005,17.86,18.004,N,4.5,2008
78130,001990,116,122.9,N,5,2008
78129,001990,115.471,116,N,2.2,2008
78125,001990,106.9,108,N,5,2008
78122,001990,94.85,97.3,N,4.5,2008
78119,001990,82.06,84.389,N,4.3,2008
78118,001990,80.699,82,N,3.5,2008
78127,001990,113.8,115.106,N,2,2008
78112,001990,56.488,57.179,N,4.7,2008
78111,001990,53.99,56.488,N,4.8,2008
78115,001990,64.656,66.7,N,3.8,2008
78113,007995,57.179,62.77,N,4.3,2008
78124,001990,101.89,106.9,N,5,2008
78128,001990,115.106,115.471,N,2.4,2008
78126,001990,108,113.8,N,5,2008
78120,001990,84.389,91.1,N,3.7,2008
78116,001990,66.7,72.505,N,5,2008
78114,001990,63.27,64.656,N,4,2008
78123,001990,97.3,101.89,N,1.7,2008
78121,001990,91.1,94.85,N,4.3,2008
78117,001990,72.505,80.699,N,4.7,2008
78136,001990,142.974,143.921,N,4.5,2008
78141,001990,145.57,145.647,N,5,2008
78145,001990,149.997,153.425,N,4.4,2008
78137,001990,143.921,144.117,N,4.8,2008
78149,001620,1.295,8.678,N,1.7,2008
78135,001990,142.796,142.974,N,5,2008
78139,001990,144.43,145,N,5,2008
78144,001990,147.307,149.997,N,3.5,2008
78146,001990,153.425,156.052,N,5,2008
78143,001990,147.021,147.307,N,3.6,2008
78140,001990,145,145.57,N,3.8,2008
78150,001620,8.678,19,N,1.7,2008
78147,001620,0,0.45,N,2.3,2008
78132,001990,126,130.056,N,3.2,2008
78142,001990,145.647,147.021,N,3.8,2008
78131,001990,122.9,126,N,4.1,2008
78148,001620,0.45,1.295,N,2.7,2008
78133,001990,130.056,131.399,N,3.3,2008
78134,001990,131.399,142.796,N,3.8,2008
78138,001990,144.117,144.43,N,3.8,2008
78153,001620,25.8,28.63,N,2,2008
78165,001940,15.117,15.348,N,1.9,2008
78164,001940,13.618,15.117,N,1.9,2008
78163,001940,6.453,13.618,N,2.4,2008
78170,001940,21.05,23.788,N,5,2008
78159,001830,0,5.51,N,3.7,2008
78152,001620,22.478,25.8,N,4,2008
78158,001810,2.76,2.861,N,5,2008
78155,001620,32.596,35,N,3.2,2008
78160,002390,0,0.74,N,4.5,2008
78167,001940,15.886,18.036,N,1.2,2008
78161,001940,0.02,0.308,N,3.6,2008
78154,001620,28.63,32.596,N,3.2,2008
78169,001940,19.9,21.05,N,1.2,2008
78162,001940,0.308,6.453,N,3.6,2008
78166,001940,15.41,15.886,N,1.5,2008
78168,001940,18.036,19.9,N,1,2008
78157,001810,0,2.76,N,1.9,2008
78151,001620,19,22.478,N,4.5,2008
78171,001940,23.788,26.925,N,0,2008
78174,002530,0,0.99,N,2.4,2008
78190,016297,0.01,0.05,N,4,2008
78182,001980,0.06,6.02,N,4.5,2008
78177,002150,1.821,7.2,N,4.5,2008
78178,002150,7.2,9.218,N,4,2008
78185,001980,13.32,21.365,N,4.6,2008
78187,001980,28.2,28.501,N,4.6,2008
78186,001980,21.365,28.2,N,4.5,2008
78172,001940,26.925,30.357,N,1.5,2008
78184,001980,7.08,13.32,N,5,2008
78183,001980,6.02,7.08,N,4.7,2008
78181,002000,67.86,68.026,N,5,2008
78176,002150,1.442,1.821,N,5,2008
78188,001980,28.501,28.79,N,5,2008
78189,002030,0,1.989,N,2.4,2008
78175,002180,0,8.948,N,5,2008
78179,002150,9.218,9.278,N,5,2008
78173,001940,30.357,30.819,N,1.2,2008
78197,007630,0,0.129,N,4.5,2008
78204,002230,107.24,110.789,N,1.7,2008
78193,002210,5.155,6.116,N,4.5,2008
78209,002230,114.316,115.526,N,5,2008
78205,002230,110.789,110.95,N,2.3,2008
78196,002210,7.307,7.835,N,5,2008
78207,002230,112.1,112.791,N,5,2008
78199,002230,74.055,80.946,N,2.3,2008
78203,002230,102.13,107.24,N,4.4,2008
78210,002230,115.526,115.85,N,3.3,2008
78198,002230,73.659,74.055,N,2.4,2008
78200,002230,80.946,82,N,2.3,2008
78191,002210,0.05,4.648,N,3.5,2008
78192,002210,4.648,5.068,N,4.5,2008
78202,002230,92.765,102.13,N,5,2008
78201,002230,82,92.765,N,5,2008
78208,002230,112.791,114.316,N,5,2008
78194,002210,6.116,6.888,N,4.4,2008
78195,002210,6.888,7.307,N,2,2008
78206,002230,110.95,112.1,N,5,2008
78219,002230,125.94,126.782,N,3.8,2008
78212,002230,116.967,117.16,N,4.8,2008
78214,002230,118.5,119.1,N,4,2008
78230,002230,148.26,152.85,N,3.2,2008
78220,002230,126.782,127.1,N,5,2008
78226,002230,129.869,136.59,N,3,2008
78228,002230,137.575,143.014,N,4.2,2008
78216,002230,119.68,121.04,N,5,2008
78225,002230,129.239,129.869,N,2.9,2008
78221,002230,127.1,127.778,N,5,2008
78211,002230,115.85,116.967,N,4.5,2008
78217,002230,121.04,123.15,N,4.8,2008
78218,002230,123.15,125.94,N,5,2008
78229,002230,143.014,148.26,N,4.2,2008
78223,002230,128.219,128.535,N,4.6,2008
78213,002230,117.16,118.5,N,5,2008
78222,002230,127.778,128.219,N,5,2008
78215,002230,119.1,119.68,N,4.8,2008
78227,002230,136.59,137.575,N,4.2,2008
78224,002230,128.535,129.239,N,2.9,2008
78235,002230,172.64,176.457,N,3,2008
78250,002230,240.29,244.325,N,4,2008
78231,002230,152.85,157.93,N,3.3,2008
78246,002230,222.637,226.951,N,3.2,2008
78249,002230,236.196,240.29,N,4.5,2008
78242,002230,202.476,209.138,N,4,2008
78240,002230,189.98,195.08,N,3.7,2008
78247,002230,226.951,232.456,N,4.4,2008
78243,002230,209.138,214.4,N,4.5,2008
78245,002230,217.186,222.637,N,2.4,2008
78236,002230,176.457,178.112,N,2.3,2008
78241,002230,195.08,202.476,N,4,2008
78234,002230,168.039,172.64,N,2.4,2008
78248,002230,232.456,236.196,N,3.5,2008
78239,002230,185.125,189.98,N,2.4,2008
78232,002230,157.93,162.9,N,3.9,2008
78237,002230,178.112,182.875,N,3.2,2008
78238,002230,182.875,185.125,N,2.5,2008
78244,002230,214.4,217.186,N,4.7,2008
78233,002230,162.9,168.039,N,2.4,2008
78252,002231,0.338,3.599,N,3.9,2008
78264,002190,8,12,N,4.5,2008
78260,002300,22.78,23.009,N,5,2008
78259,002300,22.284,22.78,N,4.7,2008
78266,002190,16,19.775,N,4.8,2008
78253,002300,0,1.1,N,5,2008
78257,002300,14,18.883,N,5,2008
78261,002300,23.009,27.296,N,3.3,2008
78258,002300,18.883,22.022,N,5,2008
78267,002190,19.775,26,N,2.5,2008
78254,002300,1.1,7.495,N,1.9,2008
78268,002190,26,29.158,N,1.5,2008
78262,002300,27.296,30.676,N,2.9,2008
78251,002231,0,0.338,N,5,2008
78269,002190,29.158,36.75,N,3,2008
78265,002190,12,16,N,4.7,2008
78270,002190,36.75,42,N,4.6,2008
78255,002300,7.495,8.99,N,5,2008
78256,002300,8.99,14,N,5,2008
78263,002190,0,8,N,5,2008
78289,002310,32.86,33.978,N,4.5,2008
78280,002190,94.664,98.64,N,4.8,2008
78282,002310,0,4.89,N,1.9,2008
78285,002310,15.166,21.232,N,2.5,2008
78286,002310,21.232,26.048,N,2.5,2008
78279,002190,90.5,94.664,N,4.8,2008
78272,002190,52,55,N,4.8,2008
78284,002310,7.888,15.166,N,2.5,2008
78274,002190,61.326,63,N,4.5,2008
78273,002190,55,61.326,N,4.8,2008
78271,002190,42,52,N,3,2008
78287,002310,26.048,29.5,N,4.5,2008
78290,002311,0,0.337,N,1.7,2008
78275,002190,63,67,N,4.5,2008
78281,002250,0,0.26,N,1.9,2008
78283,002310,4.89,7.888,N,1.9,2008
78278,002190,82.9,90.5,N,4.8,2008
78288,002310,29.5,32.86,N,4.2,2008
78277,002190,82.68,82.9,N,5,2008
78276,002190,67,76.004,N,4.8,2008
78305,006780,0,0.075,N,3.8,2008
78297,001790,81.5,82.328,N,5,2008
78295,001790,67.1,75.793,N,4.8,2008
78299,001790,86.9,91.81,N,4.8,2008
78307,025238,0.125,0.375,N,4.8,2008
78292,002520,4.592,9.133,N,5,2008
78294,001790,67.03,67.1,N,4.2,2008
78304,001880,2.723,11.686,N,4.8,2008
78302,001790,96.16,96.373,N,5,2008
78303,001880,0,2.723,N,4.8,2008
78296,001790,75.793,81.5,N,4.8,2008
78309,006780,0.881,2.093,N,2.4,2008
78298,001790,82.328,86.9,N,5,2008
78306,006780,0.075,0.125,N,4.8,2008
78310,006780,2.093,2.198,N,4,2008
78291,002520,0,4.592,N,4.8,2008
78293,001790,60.628,67.03,N,4.5,2008
78300,001790,91.81,93.4,N,1.9,2008
78301,001790,93.4,96.16,N,4.8,2008
78308,006780,0.375,0.881,N,2.4,2008
78315,001950,5.573,7.086,N,2.3,2008
78322,001950,22.813,23.065,N,1.9,2008
78320,001950,20.563,22.199,N,1.2,2008
78329,005320,4.1,16.319,N,5,2008
78330,001610,29.806,30.29,N,4.4,2008
78316,001950,7.086,8,N,2.6,2008
78321,001950,22.199,22.813,N,1.4,2008
78326,005320,1,2.735,N,5,2008
78325,005320,0,1,N,5,2008
78323,001940,30.819,30.952,N,1.5,2008
78327,016410,2.74,3.12,N,5,2008
78314,001950,3.786,5.573,N,1.7,2008
78328,005320,3.23,4.1,N,5,2008
78311,006800,0,0.095,N,4.5,2008
78313,001950,0.456,3.786,N,3,2008
78312,001950,0,0.456,N,1.3,2008
78319,001950,13.748,20.563,N,1.5,2008
78318,001950,8.78,13.748,N,1.4,2008
78317,001950,8,8.78,N,1.6,2008
78324,001940,30.952,31.077,N,1.5,2008
78333,001610,36.456,38.8,N,2.5,2008
78340,001590,0.527,5.375,N,4.5,2008
78337,001610,54.8,56,N,4.8,2008
78348,016038,19.01,19.37,N,3.5,2008
78331,001610,30.29,31.61,N,4.5,2008
78345,001590,16.03,17.01,N,3.5,2008
78335,001610,44.14,52,N,2.9,2008
78344,016038,14.95,16.03,N,3.5,2008
78343,001590,12.988,14.95,N,3.5,2008
78334,001610,38.8,44.14,N,4.5,2008
78349,001590,19.39,19.9,N,4.7,2008
78347,001590,17.83,19.01,N,3.5,2008
78350,001590,19.9,21.812,N,5,2008
78339,001590,0,0.527,N,3.5,2008
78336,001610,52.03,54.8,N,2.9,2008
78342,001590,6.861,12.988,N,3.5,2008
78332,001610,31.61,36.456,N,2.5,2008
78341,001590,5.375,6.861,N,4.7,2008
78338,001611,44.6,46.18,N,1,2008
78346,016038,17.01,17.83,N,3.5,2008
78368,001890,0.505,2.164,N,5,2008
78358,001590,66.945,70.054,N,5,2008
78360,001590,71.251,76.65,N,4.5,2008
78369,001900,1.491,1.768,N,5,2008
78364,001900,2.602,2.831,A,4.5,2008
78365,001890,0,0.186,N,3.5,2008
78366,001890,0.186,0.28,N,4.5,2008
78355,001590,27.456,28.4,N,5,2008
78353,001590,25.4,27.075,N,5,2008
78352,001590,25,25.4,N,3,2008
78357,001590,64.35,66.945,N,4.9,2008
78359,001590,70.054,71.251,N,5,2008
78354,001590,27.075,27.456,N,5,2008
78370,001900,2.831,3.14,N,3.5,2008
78363,001900,2.197,2.602,A,5,2008
78356,001590,28.4,28.515,N,5,2008
78362,001900,1.768,2.197,A,5,2008
78361,001590,76.65,80.184,N,3.9,2008
78367,001890,0.28,0.505,N,5,2008
78351,001590,21.831,25,N,5,2008
78377,001910,21.14,23.44,N,3.7,2008
78385,001910,34.7,34.959,N,2.5,2008
78381,001910,27.462,30.61,N,4.5,2008
78382,001910,30.61,31.55,N,4.8,2008
78379,001910,23.94,26.671,N,3,2008
78387,001910,38.133,39.73,N,4.8,2008
78386,001910,35.004,38.133,N,3.3,2008
78371,001910,10.13,11.107,N,5,2008
78372,001910,11.107,15.541,N,5,2008
78389,001910,40.663,42.5,N,5,2008
78373,001910,15.541,19.06,N,4,2008
78374,001910,19.06,19.36,N,3.4,2008
78383,001910,31.55,33.83,N,4.5,2008
78384,001910,33.83,34.7,N,4.5,2008
78378,001910,23.44,23.94,N,4,2008
78375,001910,19.36,20.2,N,3.5,2008
78380,001910,26.671,27.462,N,5,2008
78376,001910,20.2,21.14,N,2.9,2008
78390,001910,42.5,43.225,N,5,2008
78388,001910,39.73,40.663,N,4.8,2008
78400,001910,66.22,66.615,N,3.4,2008
78401,001910,66.615,66.789,N,4.5,2008
78407,001910,87.605,90.04,N,3.5,2008
78391,001910,43.225,43.963,N,4.8,2008
78409,001910,96.87,103.932,N,2.4,2008
78399,001910,65.871,66.22,N,3.4,2008
78402,001910,66.789,66.946,N,5,2008
78403,001910,66.975,70.1,N,2,2008
78393,001910,49.826,50.6,N,4,2008
78394,001910,50.6,51.568,N,4.5,2008
78398,001910,60.942,65.871,N,3,2008
78395,001910,51.568,53,N,2.9,2008
78408,001910,90.066,96.87,N,2.5,2008
78392,001910,43.963,49.826,N,3.5,2008
78405,001910,73.472,81.673,N,5,2008
78404,001910,70.1,73.472,N,5,2008
78410,001910,103.932,111.433,N,2.6,2008
78397,001910,54,60.942,N,2.9,2008
78396,001910,53,54,N,2.9,2008
78406,001910,81.673,87.605,N,3.5,2008
78414,001910,128.23,136.346,N,3,2008
78423,001900,2.197,2.602,D,5,2008
78430,002070,50.429,50.837,A,3.2,2008
78412,001910,117.61,121.307,N,3,2008
78425,001901,2.831,3.29,N,5,2008
78422,001900,1.768,2.197,D,5,2008
78413,001910,121.307,128.23,N,4.8,2008
78421,001910,172.21,174.41,N,3.2,2008
78428,002070,49.829,50.05,A,3,2008
78416,001910,144.745,151.4,N,2.4,2008
78420,001910,169.74,172.21,N,4.8,2008
78419,001910,161.78,169.74,N,3,2008
78427,001902,0.275,0.381,N,2.4,2008
78418,001910,155.775,161.78,N,2.4,2008
78417,001910,151.4,155.775,N,3,2008
78426,001902,0.186,0.275,N,4,2008
78424,001900,2.602,2.831,D,4.5,2008
78429,002070,50.05,50.429,A,5,2008
78415,001910,136.346,144.745,N,3,2008
78411,001910,111.433,117.61,N,2.9,2008
78432,002070,52.12,52.812,A,4,2008
78444,002070,326.274,327.64,A,5,2008
78445,002070,327.64,331.427,A,2.4,2008
78448,002070,335.361,336.859,A,3.3,2008
78449,002070,336.859,338.165,A,1.5,2008
78435,002070,309.134,310.635,A,5,2008
78437,002070,312.007,317.36,A,4.8,2008
78447,002070,333.435,335.361,A,3.5,2008
78438,002070,317.36,318.55,A,4.8,2008
78446,002070,331.427,333.435,A,4.4,2008
78441,002070,321.092,322.052,A,5,2008
78434,002070,308.709,309.134,A,4,2008
78436,002070,310.635,312.007,A,5,2008
78433,002070,307.695,308.709,A,3.5,2008
78450,002070,338.165,338.332,A,1.5,2008
78443,002070,325.86,326.274,A,1.8,2008
78439,002070,318.55,320.088,A,5,2008
78442,002070,322.052,325.86,A,5,2008
78431,002070,50.837,51.96,A,2.7,2008
78440,002070,320.088,321.092,A,5,2008
78467,002070,29.252,32.26,N,5,2008
78466,002070,25.439,29.252,N,3,2008
78464,002070,24.84,24.94,N,4.5,2008
78469,002070,40.116,41.158,N,5,2008
78455,002070,344.308,345.357,A,1.7,2008
78457,002070,345.833,348.082,A,1.5,2008
78461,002070,9.647,15.968,N,2,2008
78460,002070,1.35,1.578,N,2.3,2008
78456,002070,345.357,345.833,A,1.8,2008
78458,002070,349,352.938,A,5,2008
78468,002070,32.26,40.116,N,3,2008
78462,002070,15.968,16.536,N,2.3,2008
78465,002070,24.94,25.439,N,5,2008
78451,002070,338.332,338.927,A,1.5,2008
78459,002070,0,1.35,N,4.7,2008
78470,002070,41.158,42.5,N,5,2008
78463,002070,16.536,22.129,N,4.5,2008
78453,002070,340.08,343.35,A,2.4,2008
78452,002070,338.927,340.08,A,1.5,2008
78454,002070,343.35,344.308,A,2.2,2008
78489,002070,129.797,136.429,N,5,2008
78479,002070,95.308,96.05,N,4.8,2008
78471,002070,42.5,44.38,N,5,2008
78488,002070,124.634,129.797,N,5,2008
78478,007351,48.505,49.681,N,5,2008
78476,002070,46.768,47.25,N,5,2008
78483,002070,103.25,105.94,N,4.8,2008
78474,002070,45.798,46.169,N,4.5,2008
78486,002070,118.019,122.68,N,5,2008
78475,002070,46.169,46.768,N,3.5,2008
78485,002070,112.98,118.019,N,5,2008
78484,002070,106,112.91,N,4.8,2008
78490,002070,136.429,138.6,N,2.4,2008
78480,002070,96.05,96.268,N,4.5,2008
78481,002070,96.268,99.376,N,3,2008
78473,002070,44.468,45.798,N,5,2008
78482,002070,99.376,103.25,N,3,2008
78477,007351,47.25,48.505,N,4,2008
78487,002070,122.68,124.634,N,5,2008
78472,002070,44.38,44.468,N,5,2008
78497,002070,178.095,186.31,N,2.4,2008
78505,002240,249.091,252.9,N,5,2008
78493,002070,151.5,157.2,N,4,2008
78492,002070,144.47,151.5,N,4.5,2008
78507,002240,253.9,256.073,N,2.4,2008
78503,002240,248.555,248.808,N,4.3,2008
78509,002070,263.77,267.426,N,5,2008
78502,002070,195.53,196.039,N,4.5,2008
78491,002070,138.6,144.47,N,4,2008
78510,002240,265.043,272,N,2.5,2008
78495,002070,165.119,171.079,N,3.2,2008
78506,002240,252.9,253.9,N,2.4,2008
78508,002240,256.073,265.043,N,2.4,2008
78500,002070,193,194.83,N,2.4,2008
78501,002070,194.83,195.483,N,4,2008
78499,002070,191.558,193,N,2.4,2008
78496,002070,171.079,178.095,N,2.4,2008
78504,002240,248.808,249.091,N,4.5,2008
78494,002070,157.2,165.119,N,3.1,2008
78498,002070,186.31,191.558,N,2.2,2008
78527,002070,360.343,360.572,N,2.3,2008
78515,002070,288.7,291,N,4,2008
78526,002070,352.938,360.343,N,3,2008
78514,002070,284,288.7,N,3.5,2008
78529,002070,360.856,361.063,N,3.4,2008
78522,002070,305.566,306.056,N,4.4,2008
78512,002070,276.044,282.837,N,5,2008
78518,002070,301.105,301.35,N,2.9,2008
78520,002070,303.6,305.011,N,5,2008
78517,002070,294,301.105,N,5,2008
78524,002070,306.514,306.9,N,4.2,2008
78523,002070,306.056,306.514,N,3.5,2008
78528,002070,360.572,360.856,N,3.7,2008
78521,002070,305.011,305.566,N,5,2008
78530,002070,361.063,363.5,N,5,2008
78519,002070,301.35,303.6,N,5,2008
78525,002070,307.45,307.695,N,3,2008
78511,002070,267.426,276.044,N,5,2008
78516,002070,291,294,N,2.5,2008
78513,002070,282.837,284,N,3.3,2008
78538,002070,379.856,382,N,4.5,2008
78537,002070,378.412,379.856,N,5,2008
78547,002070,49.829,50.05,D,3,2008
78533,002070,366,369,N,2.4,2008
78544,002070,394.7,398.6,N,4.7,2008
78542,002070,389.45,390.7,N,4.5,2008
78539,002070,382,383.74,N,4.5,2008
78541,002070,385.74,389.45,N,4.5,2008
78545,002070,398.6,402.27,N,4.5,2008
78532,002070,364.957,366,N,5,2008
78548,002070,50.05,50.429,D,5,2008
