id,segcode,bmp,emp,dir,cracking,year
63997,002460,58.911,66.044,N,2.8,2001
63995,002460,44.73,51.708,N,4.4,2001
63994,002460,43.62,44.73,N,4.8,2001
63991,002460,33.276,34,N,3,2001
64004,002460,78.857,79.285,N,1.9,2001
64003,002460,78.482,78.857,N,3,2001
64005,002460,100,102.726,N,2,2001
64007,002460,104.226,109.22,N,2.2,2001
63992,002460,34,38.477,N,1.8,2001
64020,002075,334.2,334.767,N,2.7,2001
64014,002460,131.164,135.83,N,4.5,2001
64011,002460,118.255,120.44,N,2.4,2001
64027,002075,339.265,339.759,N,2,2001
64028,002460,99.441,100,N,4,2001
64018,002460,149.549,149.77,N,3.5,2001
64022,002075,335.318,335.762,N,2.1,2001
64019,002460,149.77,155.084,N,3,2001
64017,002460,141.787,149.549,N,3.5,2001
64013,002460,125.44,131.164,N,4.7,2001
64024,002075,338.079,338.405,N,2.1,2001
64012,002460,120.44,125.44,N,4,2001
64009,002460,111.287,115.5,N,5,2001
64026,002075,338.696,339.265,N,2.2,2001
64021,002075,334.767,335.318,N,2.1,2001
64010,002460,115.5,118.255,N,3.4,2001
64015,002460,136,140.515,N,4,2001
64025,002075,338.405,338.696,N,2,2001
64023,002075,335.762,338.079,N,1.9,2001
64016,002460,140.515,141.787,N,3.9,2001
64039,002360,35.28,40.2,N,5,2001
64045,002360,46.028,50.476,N,5,2001
64033,002360,14,17.64,N,3,2001
64046,002360,57.757,58.052,N,1.9,2001
64043,002360,45.332,45.811,N,5,2001
64036,002360,21,21.137,N,2.2,2001
64041,002360,44.358,44.75,N,5,2001
64037,002360,21.137,29,N,4,2001
64032,002360,13.315,14,N,5,2001
64040,002360,40.2,44.358,N,5,2001
64042,002360,44.75,45.332,N,5,2001
64047,002360,58.052,59.203,N,5,2001
64029,002360,7.62,8.56,N,4.2,2001
64034,002360,17.64,19,N,4.8,2001
64048,002360,59.203,59.795,N,2,2001
64044,002360,45.811,46.028,N,5,2001
64030,002360,8.56,11.66,N,5,2001
64038,002360,29,35.28,N,5,2001
64035,002360,19,21,N,2.5,2001
64031,002360,11.66,13.315,N,5,2001
64053,002360,80,82,N,1.8,2001
64061,002360,110.464,113.599,N,5,2001
64049,002360,59.795,63.549,N,2.6,2001
64067,002370,22.106,26.228,N,4.5,2001
64052,002360,76.748,80,N,1.8,2001
64063,002370,4.752,10,N,2.2,2001
64057,002360,91.5,93.455,N,2,2001
64055,002360,85.199,89.65,N,4,2001
64050,002360,63.549,70.47,N,2,2001
64064,002370,10,13.576,N,5,2001
64056,002360,89.65,91.5,N,2.2,2001
64065,002370,13.576,17.6,N,5,2001
64062,002370,0,4.752,N,3.3,2001
64051,002360,70.47,76.748,N,1.7,2001
64068,002370,26.228,29.726,N,5,2001
64059,002360,99,103.9,N,2.5,2001
64054,002360,82,85.199,N,2,2001
64058,002360,93.455,98.71,N,3.5,2001
64066,002370,17.6,22.106,N,5,2001
64060,002360,103.9,110.464,N,5,2001
64076,005510,131.84,132.56,N,5,2001
64074,005510,121.55,126.54,N,2.3,2001
64084,002320,0,0.689,N,1.5,2001
64075,005510,126.54,131.84,N,1.5,2001
64081,002320,55.44,58.62,N,2.4,2001
64083,002320,64.134,68.714,N,3.3,2001
64078,002320,37.483,45.32,N,2.9,2001
64073,005510,114.86,121.55,N,3,2001
64069,002370,29.726,33.926,N,3.2,2001
64077,005510,132.56,133.075,N,5,2001
64080,002320,50.43,55.44,N,2.8,2001
64070,005510,100,105.5,N,4.2,2001
64079,002320,45.32,50.43,N,3,2001
64071,005510,105.5,112.06,N,3,2001
64088,002320,6.31,12.994,N,2.3,2001
64082,002320,58.62,64.134,N,3,2001
64087,002320,1.323,6.31,N,2,2001
64072,005510,112.06,114.86,N,2.4,2001
64085,002320,0.689,0.953,N,4.5,2001
64086,002320,0.953,1.323,N,3.5,2001
64096,002330,10.962,15.188,N,4.8,2001
64095,002330,3.28,10.962,N,5,2001
64089,002320,12.994,14.567,N,2.9,2001
64104,002330,35.15,39.9,N,2.4,2001
64092,002330,1.815,2.807,A,3.5,2001
64100,002330,16.202,16.48,N,3,2001
64106,002330,44.7,49.1,N,5,2001
64108,002330,49.208,49.574,N,2.4,2001
64101,002330,16.48,23.137,N,2.9,2001
64098,002330,15.7,15.992,N,3.5,2001
64097,002330,15.188,15.7,N,4.9,2001
64102,002330,23.137,29.919,N,4.3,2001
64090,002320,14.595,19.065,N,2.9,2001
64093,002330,2.807,3.28,A,5,2001
64103,002330,29.919,35.15,N,4.5,2001
64099,002330,15.992,16.202,N,2.9,2001
64107,002330,49.1,49.208,N,2.2,2001
64094,002330,1.72,1.815,N,4.5,2001
64091,002320,19.065,23.438,N,2.5,2001
64105,002330,39.9,44.7,N,2.9,2001
64128,001630,32.676,37.4,N,5,2001
64109,002330,49.574,51.389,N,2.4,2001
64122,001630,7.9,8.25,N,4.5,2001
64110,002330,51.389,52.714,N,2.4,2001
64117,001630,0.446,0.65,N,4,2001
64125,001630,18.13,19.849,N,4.1,2001
64118,001630,0.65,6.463,N,5,2001
64112,002330,2.807,3.28,D,5,2001
64111,002330,1.815,2.807,D,3.5,2001
64126,001630,19.849,22.7,N,2.5,2001
64127,001630,22.7,32.676,N,4,2001
64114,002340,0,2.737,N,3,2001
64116,006047,0,0.27,N,5,2001
64120,001630,6.768,7.29,N,5,2001
64123,001630,8.25,14.393,N,4.5,2001
64124,001630,14.393,18.13,N,4.7,2001
64121,001630,7.29,7.72,N,5,2001
64119,001630,6.463,6.768,N,5,2001
64113,002331,2.04,2.587,N,2.2,2001
64115,001630,0,0.446,N,3.5,2001
64146,002160,10.383,12.025,N,4,2001
64148,002160,13.18,14.172,N,5,2001
64143,002850,0,0.7,N,4.8,2001
64130,002400,0.01,3.868,N,4.5,2001
64147,002160,12.025,13.18,N,4.1,2001
64141,002130,19.78,20.898,N,4,2001
64137,002130,10.56,10.771,N,5,2001
64129,001630,37.4,39.058,N,3,2001
64139,002130,12.298,16.094,N,4.5,2001
64140,002130,19.387,19.78,N,5,2001
64134,002130,4.068,4.837,N,5,2001
64138,002130,10.771,12.298,N,5,2001
64142,002130,20.898,21.814,N,4.8,2001
64131,002130,0,2.913,N,5,2001
64135,002130,4.837,9.553,N,4.6,2001
64132,002130,2.913,3.702,N,5,2001
64133,002130,3.702,4.068,N,4.5,2001
64145,002160,9.74,10.383,N,5,2001
64144,002850,0.7,1.31,N,2.7,2001
64136,002130,9.553,10.56,N,4.9,2001
64151,002160,23.714,25.258,N,2,2001
64166,002200,112.44,112.739,N,4,2001
64149,002160,14.172,22.209,N,5,2001
64150,002160,22.209,23.714,N,1.9,2001
64164,002200,110.987,111.482,N,2.6,2001
64158,002200,100.21,100.78,N,3.2,2001
64154,002160,26.78,27.289,N,4.5,2001
64159,002200,100.78,101.212,N,3,2001
64163,002200,110.721,110.987,N,1.8,2001
64160,002200,101.212,106.941,N,5,2001
64156,002161,27.58,27.65,N,4.5,2001
64152,002160,25.258,26.109,N,1.8,2001
64168,002202,116.998,118.951,N,4.1,2001
64167,002200,112.739,116.998,N,2.7,2001
64157,002200,100,100.21,N,4.5,2001
64162,002200,110.429,110.721,N,1.8,2001
64155,002160,27.289,27.725,N,4.5,2001
64161,002200,106.941,110.429,N,5,2001
64165,002200,111.482,112.44,N,3,2001
64153,002160,26.109,26.78,N,1.8,2001
64175,002200,137.423,142.47,N,4.4,2001
64171,002200,125.749,130.849,N,1.9,2001
64177,002201,0.237,0.685,N,4.5,2001
64187,002440,0,0.478,N,4,2001
64176,002201,0,0.237,N,3,2001
64186,002490,8.9,12.42,N,5,2001
64183,002490,6.138,7.279,N,2.7,2001
64173,002200,134.526,135.625,N,4,2001
64182,002490,0.753,6.138,N,2.7,2001
64180,002490,0.25,0.579,N,3,2001
64181,002490,0.579,0.753,N,3,2001
64172,002200,130.849,134.526,N,4.5,2001
64170,002200,121.139,125.749,N,2.8,2001
64178,002201,0.685,1.187,N,4.5,2001
64185,002490,8.2,8.9,N,3.5,2001
64188,002440,0.478,0.72,N,3,2001
64184,002490,7.279,8.2,N,1.8,2001
64169,002200,118.951,121.139,N,4.5,2001
64179,002490,0,0.25,N,2,2001
64174,002200,135.625,137.423,N,5,2001
64200,002440,22,24.14,N,3,2001
64192,002440,11,13,N,4.9,2001
64207,002170,5.651,11.413,N,3.9,2001
64194,002440,13.971,14.37,N,2.4,2001
64190,002440,2.27,5,N,4.5,2001
64191,002440,5,11,N,5,2001
64203,002260,3.955,4.792,N,5,2001
64198,002440,15.515,21,N,2.5,2001
64197,002440,15.058,15.515,N,3,2001
64189,002440,0.72,2.27,N,4.5,2001
64193,002440,13,13.971,N,2.7,2001
64201,002440,24.14,24.409,N,3,2001
64202,002260,0,3.955,N,4.4,2001
64205,002260,5.1,8.092,N,1.9,2001
64208,002170,11.413,16.225,N,2.5,2001
64195,002440,14.37,14.8,N,2.4,2001
64206,002170,0,5.651,N,4.8,2001
64204,002260,4.792,5.1,N,4.2,2001
64196,002440,14.8,15.058,N,4,2001
64199,002440,21,22,N,4,2001
64222,002170,82.61,89.782,N,2.2,2001
64211,002170,28.9,33.71,N,2.5,2001
64218,002170,60,69.918,N,5,2001
64212,002170,33.71,38.9,N,4,2001
64221,002170,76.6,82.61,N,1.4,2001
64226,002010,0,0.233,N,4.5,2001
64225,001020,4.116,4.29,N,5,2001
64217,002170,54.566,60,N,2.3,2001
64223,002170,89.782,90.785,N,2.4,2001
64215,002170,47.7,48.487,N,2,2001
64228,002010,1.2,1.664,N,2.8,2001
64224,002170,90.785,91.975,N,1.8,2001
64216,002170,48.487,54.566,N,2.4,2001
64210,002170,21.431,28.9,N,2.3,2001
64213,002170,38.9,42.424,N,5,2001
64214,002170,42.424,47.7,N,4.8,2001
64227,002010,0.233,1.2,N,3.3,2001
64209,002170,16.225,21.431,N,2.4,2001
64219,002170,69.918,71.456,N,5,2001
64220,002170,71.456,76.6,N,5,2001
64242,002010,31.844,33.662,N,4,2001
64239,002010,30.422,30.653,N,2.7,2001
64229,002010,1.664,2.039,N,2.7,2001
64243,002010,33.662,35.09,N,4.5,2001
64230,002010,2.039,2.327,N,2.5,2001
64238,002010,26,30.422,N,5,2001
64245,002010,39,43.802,N,4.1,2001
64234,002010,5.67,11.337,N,3,2001
64233,002010,4.48,5.67,N,3.2,2001
64246,002010,43.802,45.014,N,4.2,2001
64244,002010,35.09,39,N,4.5,2001
64232,002010,3.94,4.48,N,3.3,2001
64241,002010,31.283,31.844,N,2.5,2001
64237,002010,18.041,26,N,4.5,2001
64231,002010,2.327,3.94,N,2.4,2001
64248,002010,49.534,54.04,N,4.4,2001
64235,002010,11.337,14.419,N,3.7,2001
64247,002010,45.014,49.534,N,3.9,2001
64240,002010,30.653,31.283,N,2.2,2001
64236,002010,14.419,18.041,N,4.5,2001
64261,001640,7.916,12.131,N,3,2001
64265,001990,0,1.648,N,5,2001
64253,001650,9.66,9.765,N,4,2001
64262,001640,14.65,15.44,N,3,2001
64264,001640,13.2,14.65,D,3,2001
64252,001650,9.145,9.46,N,5,2001
64256,001650,14.08,14.24,N,3.8,2001
64263,001640,12.131,13.2,D,2.5,2001
64251,001650,8.207,9.145,N,5,2001
64267,001990,2.289,2.65,N,4.8,2001
64266,001990,1.648,2.289,N,5,2001
64260,001640,7.4,7.916,N,5,2001
64249,002010,54.04,54.126,N,1.7,2001
64259,001640,0,7.4,N,5,2001
64255,001650,13.05,14.08,N,5,2001
64268,001990,2.65,3.838,N,1.7,2001
64250,001650,0,8.207,N,5,2001
64254,001650,9.765,13.05,N,5,2001
64258,001640,13.2,14.65,A,3,2001
64257,001640,12.131,13.2,A,2.5,2001
64273,002005,12,12.325,N,4,2001
64287,001990,53.99,56.488,N,4.8,2001
64281,015912,44.645,47,N,5,2001
64277,001990,15.117,15.818,N,2.6,2001
64283,001990,47.303,47.46,N,5,2001
64276,002005,13.325,16.65,N,5,2001
64286,001990,51.672,53.99,N,4.8,2001
64280,002005,17.994,18.004,N,5,2001
64284,001990,47.46,50.2,N,4.7,2001
64270,001990,6.37,11.621,N,2.4,2001
64278,002005,16.65,17.86,N,4,2001
64269,001990,3.838,6.37,N,1.8,2001
64285,001990,50.2,51.672,N,3,2001
64272,001990,11.621,15.117,N,2.4,2001
64275,002005,13.075,13.325,N,5,2001
64271,002005,11.233,11.98,N,4.5,2001
64274,002005,12.325,13.075,N,5,2001
64288,001990,56.488,57.179,N,4.7,2001
64282,015912,47,47.303,N,5,2001
64279,002005,17.86,17.994,N,4.5,2001
64294,001990,80.699,82,N,3.9,2001
64303,001990,115.106,115.471,N,2.5,2001
64304,001990,115.471,116,N,5,2001
64297,001990,91.1,94.85,N,5,2001
64299,001990,97.3,101.89,N,2,2001
64296,001990,84.389,91.1,N,2.4,2001
64298,001990,94.85,97.3,N,5,2001
64293,001990,72.505,80.699,N,4.7,2001
64306,001990,122.9,126,N,5,2001
64308,001990,130.056,131.399,N,5,2001
64289,007995,57.179,62.77,N,4.5,2001
64305,001990,116,122.9,N,5,2001
64292,001990,66.7,72.505,N,5,2001
64291,001990,64.656,66.7,N,4,2001
64301,001990,108.152,114.234,N,2.3,2001
64300,001990,101.89,108.152,N,2.3,2001
64307,001990,126,130.056,N,5,2001
64302,001990,114.234,115.106,N,2.5,2001
64290,001990,63.27,64.656,N,2.4,2001
64295,001990,82.06,84.389,N,2.8,2001
64313,001990,144.117,145.57,N,4.8,2001
64326,001620,25.8,28.63,N,2.4,2001
64310,001990,142.796,142.974,N,5,2001
64321,001620,0.45,1.295,N,3.7,2001
64322,001620,1.295,8.678,N,2.3,2001
64309,001990,131.399,142.796,N,4.8,2001
64325,001620,22.478,25.8,N,5,2001
64312,001990,143.921,144.117,N,5,2001
64315,001990,145.647,147.021,N,5,2001
64311,001990,142.974,143.921,N,5,2001
64317,001990,147.307,149.997,N,5,2001
64316,001990,147.021,147.307,N,5,2001
64324,001620,19,22.478,N,5,2001
64320,001620,0,0.45,N,2.9,2001
64318,001990,149.997,153.425,N,5,2001
64328,001810,0,2.76,N,5,2001
64319,001990,153.425,156.052,N,5,2001
64323,001620,8.678,19,N,2.7,2001
64327,001620,28.63,37.23,N,2.1,2001
64314,001990,145.57,145.647,N,5,2001
64331,002390,0,0.74,N,4.5,2001
64334,001940,6.453,13.618,N,4.5,2001
64333,001940,0.308,6.453,N,4.5,2001
64345,002530,0,0.99,N,2.8,2001
64344,001940,30.357,30.819,N,1.2,2001
64339,001940,18.036,19.9,N,1,2001
64340,001940,19.9,21.05,N,1.2,2001
64341,001940,21.05,23.788,N,1.3,2001
64338,001940,15.886,18.036,N,1.2,2001
64332,001940,0.02,0.308,N,4.5,2001
64330,001830,0,5.51,N,1.5,2001
64336,001940,15.117,15.348,N,1.9,2001
64348,002150,1.821,7.2,N,5,2001
64347,002150,1.442,1.821,N,5,2001
64346,002180,0,8.948,N,2.3,2001
64343,001940,26.925,30.357,N,1.5,2001
64329,001810,2.76,2.861,N,4,2001
64337,001940,15.41,15.886,N,1.5,2001
64335,001940,13.618,15.117,N,4.8,2001
64342,001940,23.788,26.925,N,0,2001
64358,001980,28.2,28.501,N,1,2001
64360,002030,0,1.989,N,4,2001
64351,002000,67.86,68.026,N,3,2001
64362,002210,0.05,4.648,N,4.5,2001
64359,001980,28.501,28.79,N,1.3,2001
64357,001980,21.365,28.2,N,5,2001
64367,002210,7.307,7.835,N,3.5,2001
64366,002210,6.888,7.307,N,3.8,2001
64350,002150,9.218,9.278,N,5,2001
64352,002000,67.86,68.026,N,5,2001
64355,001980,7.08,13.32,N,5,2001
64354,001980,6.02,7.08,N,5,2001
64364,002210,5.155,6.116,N,4.5,2001
64356,001980,13.32,21.365,N,5,2001
64349,002150,7.2,9.218,N,5,2001
64368,007630,0,0.129,N,4.5,2001
64353,001980,0.06,6.02,N,5,2001
64365,002210,6.116,6.888,N,4.5,2001
64363,002210,4.648,5.068,N,4.5,2001
64361,016297,0.01,0.05,N,4,2001
64384,002230,116.04,116.386,N,4.5,2001
64379,002230,110.95,112.791,N,2.9,2001
64375,002230,93.459,102.13,N,2.5,2001
64370,002230,73.659,74.055,N,2.4,2001
64386,002230,116.688,116.967,N,4.5,2001
64374,002230,92.688,93.459,N,2.5,2001
64383,002230,115.89,116.04,N,5,2001
64378,002230,110.789,110.95,N,5,2001
64372,002230,80.946,86.794,N,2.5,2001
64381,002230,114.316,115.526,N,5,2001
64371,002230,74.055,80.946,N,2.7,2001
64380,002230,112.791,114.316,N,5,2001
64376,002230,102.13,107.24,N,5,2001
64369,002230,126.3,126.782,A,3.6,2001
64388,002230,119.68,121.65,N,1.9,2001
64385,002230,116.386,116.688,N,3.5,2001
64382,002230,115.526,115.89,N,5,2001
64387,002230,116.967,119.68,N,4.3,2001
64377,002230,107.24,110.789,N,5,2001
64373,002230,86.794,92.688,N,3.3,2001
64391,002230,126.782,127.4,N,2.9,2001
64399,002230,136.59,137.575,N,4.6,2001
64400,002230,137.575,143.014,N,4.6,2001
64406,002230,168.039,172.64,N,4.3,2001
64404,002230,157.93,162.9,N,4,2001
64398,002230,129.869,136.59,N,4.6,2001
64392,002230,127.4,127.778,N,3.7,2001
64405,002230,162.9,168.039,N,4,2001
64393,002230,127.778,128.219,N,3.9,2001
64389,002230,121.65,123.15,N,1.8,2001
64394,002230,128.219,128.368,N,3,2001
64402,002230,148.26,152.85,N,4.4,2001
64403,002230,152.85,157.93,N,3.9,2001
64397,002230,129.239,129.869,N,4,2001
64390,002230,123.15,126.3,N,5,2001
64408,002230,176.457,178.112,N,2.3,2001
64395,002230,128.368,128.535,N,3.8,2001
64401,002230,143.014,148.26,N,5,2001
64396,002230,128.535,129.239,N,3,2001
64407,002230,172.64,176.457,N,4.3,2001
64420,002230,232.456,236.196,N,4.5,2001
64414,002230,202.476,209.138,N,5,2001
64412,002230,189.98,195.08,N,4.5,2001
64428,002300,7.495,8.99,N,4,2001
64422,002230,240.29,244.325,N,4,2001
64415,002230,209.138,214.4,N,4.8,2001
64418,002230,222.637,226.951,N,5,2001
64411,002230,185.125,189.98,N,4.5,2001
64424,002231,0,0.338,N,3,2001
64421,002230,236.196,240.29,N,4.5,2001
64410,002230,182.875,185.125,N,2.5,2001
64423,002230,126.3,126.782,D,3.6,2001
64426,002300,0,1.1,N,5,2001
64419,002230,226.951,232.456,N,4.5,2001
64417,002230,217.186,222.637,N,5,2001
64409,002230,178.112,182.875,N,3.5,2001
64425,002231,0.338,3.599,N,2,2001
64427,002300,1.1,7.495,N,4.5,2001
64413,002230,195.08,202.476,N,4.8,2001
64416,002230,214.4,217.186,N,4.7,2001
64433,002300,22.86,27.296,N,5,2001
64443,002190,42,52,N,5,2001
64446,002190,61.326,63,N,5,2001
64442,002190,36.75,42,N,5,2001
64432,002300,22.284,22.86,N,5,2001
64447,002190,63,67,N,4.9,2001
64436,002190,8,12,N,5,2001
64441,002190,29.158,36.75,N,5,2001
64435,002190,0,8,N,5,2001
64439,002190,19.775,26,N,5,2001
64437,002190,12,16,N,5,2001
64438,002190,16,19.775,N,5,2001
64444,002190,52,55,N,5,2001
64434,002300,27.296,30.676,N,4.8,2001
64448,002190,67,76.004,N,5,2001
64429,002300,8.99,14,N,3.9,2001
64440,002190,26,29.158,N,5,2001
64445,002190,55,61.326,N,5,2001
64431,002300,18.87,22.022,N,5,2001
64430,002300,14,18.87,N,5,2001
64457,002310,21.232,26.048,N,4.5,2001
64462,002520,0,4.592,N,3,2001
64458,002310,26.048,29.5,N,5,2001
64465,001790,67.03,68.767,N,1.7,2001
64464,001790,60.628,67.03,N,5,2001
64456,002310,15.166,21.232,N,4.5,2001
64454,002310,4.89,7.888,N,4.6,2001
64461,002311,0,0.337,N,2.6,2001
64467,001790,69.134,75.793,N,1.3,2001
64452,002190,94.664,98.64,N,5,2001
64449,002190,82.68,82.9,N,5,2001
64450,002190,82.9,90.5,N,5,2001
64463,002520,4.592,9.133,N,3,2001
64453,002310,0,4.89,N,4,2001
64451,002190,90.5,94.664,N,5,2001
64460,002310,32.86,33.978,N,5,2001
64466,001790,68.767,69.134,N,1.9,2001
64455,002310,7.888,15.166,N,5,2001
64468,001790,75.793,82.328,N,1.5,2001
64459,002310,29.5,32.86,N,5,2001
64469,001790,82.328,86.9,N,1.8,2001
64488,001950,8.78,13.748,N,1.4,2001
64477,025238,0.125,0.375,N,4.8,2001
64472,001790,93.4,96.16,N,5,2001
64475,006780,0,0.075,N,4.3,2001
64476,006780,0.075,0.125,N,4.8,2001
64480,006780,2.093,2.198,N,4,2001
64485,001950,5.573,7.086,N,2.3,2001
64487,001950,8,8.78,N,1.6,2001
64470,001790,86.9,91.81,N,5,2001
64486,001950,7.086,8,N,2.9,2001
64478,006780,0.375,0.511,N,4.8,2001
64481,006800,0,0.095,N,4.5,2001
64473,001880,0,2.723,N,5,2001
64479,006780,0.511,2.093,N,3,2001
64484,001950,3.786,5.573,N,1.7,2001
64471,001790,91.81,93.4,N,1.5,2001
64483,001950,0.456,3.786,N,3,2001
64474,001880,2.723,11.686,N,5,2001
64482,001950,0,0.456,N,1.3,2001
64501,001610,29.806,30.29,N,4.4,2001
64508,001611,44.6,46.18,N,1,2001
64496,005320,0.852,2.735,N,5,2001
64489,001950,13.748,20.563,N,1.5,2001
64504,001610,36.456,38.8,N,5,2001
64498,005320,3.23,4.1,N,2.5,2001
64492,001950,22.813,23.065,N,1.9,2001
64502,001610,30.29,31.61,N,5,2001
64495,005320,0,0.852,N,2.4,2001
64491,001950,22.199,22.813,N,1.4,2001
64506,001610,44.14,52,N,2.9,2001
64497,016410,2.74,3.12,N,5,2001
64503,001610,31.61,36.456,N,5,2001
64507,001610,52.03,54.8,N,2.9,2001
64490,001950,20.563,22.199,N,1.2,2001
64500,005320,4.7,16.319,N,1.7,2001
64494,001940,30.952,31.077,N,1.5,2001
64499,005320,4.1,4.7,N,2.4,2001
64505,001610,38.8,44.14,N,5,2001
64493,001940,30.819,30.952,N,1.5,2001
64509,001590,0,0.527,N,4.5,2001
64521,001590,21.831,25,N,5,2001
64519,001590,19.39,19.9,N,4.7,2001
64513,001590,12.988,14.95,N,5,2001
64511,001590,5.375,6.861,N,5,2001
64510,001590,0.527,5.375,N,5,2001
64518,016038,19.01,19.37,N,5,2001
64514,016038,14.95,16.03,N,5,2001
64527,001590,28.515,28.725,N,2,2001
64526,001590,28.4,28.515,N,1.8,2001
64512,001590,6.861,12.988,N,3.5,2001
64517,001590,17.83,19.01,N,5,2001
64524,001590,27.075,27.456,N,4.6,2001
64516,016038,17.01,17.83,N,4.8,2001
64528,001590,64.35,66.945,N,5,2001
64525,001590,27.456,28.4,N,4.8,2001
64523,001590,26.65,27.075,N,4.5,2001
64522,001590,25,25.122,N,5,2001
64515,001590,16.03,17.01,N,5,2001
64520,001590,19.9,21.812,N,5,2001
64529,001590,66.945,69.98,N,5,2001
64540,001890,0,0.186,N,3.5,2001
64546,001900,2.403,2.831,N,4.5,2001
64539,001540,474.001,474.242,N,2.4,2001
64536,001540,475,475.43,N,2.4,2001
64547,001900,2.831,3.14,N,3.5,2001
64541,001890,0.186,0.28,N,4.5,2001
64543,001890,0.505,2.164,N,3.5,2001
64545,001900,1.768,2.403,N,5,2001
64531,001590,70.054,71.251,N,2.9,2001
64538,001540,474,474.001,N,5,2001
64542,001890,0.28,0.505,N,4,2001
64534,001540,474.242,474.716,N,4.5,2001
64535,001540,474.716,475,N,2.7,2001
64548,001910,10.13,11.107,N,3.3,2001
64533,001590,76.65,80.184,N,3.9,2001
64544,001900,1.491,1.768,N,4.5,2001
64537,001540,475.43,475.731,N,2.4,2001
64530,001590,69.98,70.054,N,5,2001
64532,001590,71.251,76.65,N,4.5,2001
64564,001910,40.663,42.5,N,2.7,2001
64565,001910,42.5,43.225,N,2.2,2001
64563,001910,39.73,40.663,N,3,2001
64557,001910,26.938,28.805,N,4.5,2001
64549,001910,11.107,15.541,N,2.5,2001
64551,001910,19.06,19.36,N,3.5,2001
64556,001910,23.94,26.938,N,3.2,2001
64550,001910,15.541,19.06,N,3.5,2001
64568,001910,49.826,50.6,N,4,2001
64553,001910,20.2,21.14,N,3.5,2001
64566,001910,43.225,43.963,N,2.2,2001
64562,001910,38.133,39.73,N,3,2001
64554,001910,21.14,23.44,N,3.8,2001
64558,001910,28.805,33.83,N,4.5,2001
64555,001910,23.44,23.94,N,4,2001
64552,001910,19.36,20.2,N,3.5,2001
64567,001910,43.963,49.826,N,3.5,2001
64560,001910,34.7,34.959,N,4.2,2001
64561,001910,35.004,38.133,N,3.3,2001
64559,001910,33.83,34.7,N,4.5,2001
64569,001910,50.6,51.568,N,4.5,2001
64585,001910,122.657,128.23,N,2.4,2001
64580,001910,90.066,96.87,N,2.5,2001
64584,001910,117.61,122.657,N,2.4,2001
64570,001910,51.568,60.942,N,2.9,2001
64571,001910,60.942,65.871,N,3,2001
64579,001910,87.605,90.04,N,3.5,2001
64588,001910,144.745,151.4,N,3,2001
64578,001910,81.673,87.605,N,3.5,2001
64574,001910,66.615,66.789,N,3.4,2001
64577,001910,73.472,81.673,N,2,2001
64572,001910,65.871,66.22,N,3.4,2001
64587,001910,136.346,144.745,N,3.5,2001
64575,001910,66.789,66.946,N,5,2001
64573,001910,66.22,66.615,N,3.4,2001
64581,001910,96.87,103.932,N,2.4,2001
64582,001910,103.932,111.433,N,2.6,2001
64583,001910,111.433,117.61,N,2.9,2001
64586,001910,128.23,136.346,N,3.5,2001
64576,001910,66.975,73.472,N,2,2001
64601,002070,309.134,311.9,A,4,2001
64592,001901,2.831,3.29,N,5,2001
64608,002070,326.274,327.64,A,1.9,2001
64604,002070,320.088,321.092,A,2,2001
64606,002070,322.052,325.86,A,1.8,2001
64591,001910,161.78,167.927,N,5,2001
64599,002070,307.695,308.442,A,3.5,2001
64594,001902,0.275,0.381,N,4,2001
64596,002070,50.339,50.837,A,5,2001
64602,002070,311.9,317.922,A,3.5,2001
64605,002070,321.092,322.052,A,2,2001
64593,001902,0.186,0.275,N,4,2001
64607,002070,325.86,326.274,A,1.8,2001
64597,002070,50.837,51.96,A,5,2001
64598,002070,52.12,52.812,A,5,2001
64603,002070,317.922,320.088,A,4,2001
64600,002070,308.442,309.134,A,2.6,2001
64590,001910,155.775,161.78,N,5,2001
64589,001910,151.4,155.775,N,5,2001
64595,002070,49.829,50.339,A,4.5,2001
64626,002070,1.35,1.578,N,5,2001
64612,002070,334.438,334.984,A,3.5,2001
64616,002070,338.165,338.332,A,1.9,2001
64627,002070,9.647,15.968,N,2,2001
64619,002070,340.08,343.35,A,4,2001
64613,002070,334.984,335.361,A,4.5,2001
64609,002070,327.64,331.427,A,4,2001
64614,002070,335.361,336.859,A,4.5,2001
64618,002070,338.927,340.08,A,1.5,2001
64622,002070,345.357,345.833,A,4.3,2001
64628,002070,15.968,16.536,N,2.4,2001
64624,002070,349,352.938,A,2.4,2001
64615,002070,336.859,338.165,A,1.8,2001
64617,002070,338.332,338.927,A,2,2001
64621,002070,344.308,345.357,A,4.5,2001
64623,002070,345.833,348.082,A,2,2001
64611,002070,333.435,334.438,A,4.5,2001
64620,002070,343.35,344.308,A,4.5,2001
64610,002070,331.427,333.435,A,4.5,2001
64625,002070,0,1.35,N,4.8,2001
64638,002070,42.5,44.468,N,2.9,2001
64630,002070,24.84,24.94,N,4.5,2001
64645,002070,95.308,96.268,N,2.3,2001
64643,007351,47.25,48.505,N,5,2001
64634,002070,32.26,40.116,N,5,2001
64647,002070,99.376,103.25,N,3.3,2001
64636,002070,40.229,41.23,N,3,2001
64644,007351,48.505,49.681,N,4.4,2001
64635,002070,40.116,40.229,N,2,2001
64639,002070,44.468,45.798,N,2.5,2001
64646,002070,96.268,99.376,N,2.8,2001
64641,002070,46.169,46.768,N,3.5,2001
