id,route,milepost_from,segment_from,milepost_to,segment_to,effective_date,jurisdiction_left,jurisdiction_left_code,jurisdiction_right,jurisdiction_right_code,comments,user_update,year
86599,,100,027965,100.147,027965,9/1/2011,Malad City,2590,Malad City,2590,,SYSTEM,2014
86600,,100,027966,100.173,027966,9/1/2011,Malad City,2590,Malad City,2590,,SYSTEM,2014
86601,,100,027967,100.127,027967,9/1/2011,Malad City,2590,Malad City,2590,,SYSTEM,2014
86602,,100,028427,101.794,028427,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86603,,100,028428,100.682,028428,9/1/2011,Boise County,80,Boise County,80,,SYSTEM,2014
86604,,100,028429,101.142,028429,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86605,,100,028430,100.573,028430,7/19/2000,Boise County,80,Boise County,80,,SYSTEM,2014
86606,,100,028432,100.931,028432,9/1/2011,Boise County,80,Boise County,80,,SYSTEM,2014
86607,,100,028433,101.157,028433,9/1/2011,Boise County,80,Boise County,80,,SYSTEM,2014
86608,,100,028436,103.381,028436,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86609,,100,028437,100.634,028437,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86610,,100,028438,100.599,028438,9/1/2011,Boise County,80,Boise County,80,,SYSTEM,2014
86611,,100,028439,103.071,028439,10/1/2010,Boise County,80,Boise County,80,,SYSTEM,2014
86612,,100,028443,100.537,028443,7/20/2000,Boise County,80,Boise County,80,,SYSTEM,2014
86613,,100,028444,101.498,028444,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86614,,100,028446,100.945,028446,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86615,,100,028447,100.155,028447,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86616,,100,028448,100.647,028448,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86617,,100,028457,100.636,028457,12/31/1999,Bonner County,90,Bonner County,90,,SYSTEM,2014
86618,,100,028458,100.561,028458,8/28/2000,Custer County,190,Custer County,190,,SYSTEM,2014
86619,,100,028459,100.187,028459,8/28/2000,Custer County,190,Custer County,190,,SYSTEM,2014
86620,,100,028462,100.244,028462,7/26/2001,Minidoka Hd,1220,Minidoka Hd,1220,,SYSTEM,2014
86621,,100,028463,100.037,028463,7/8/1998,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86622,,100,028464,100.712,028464,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86623,,100,028465,100.185,028465,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86624,,100,028466,100.184,028466,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86625,,100,028470,100.189,028470,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86626,,100,028471,100.028,028471,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86627,,100,028472,100.019,028472,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86628,,100,028473,100.929,028473,6/1/2014,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86629,,100,028474,100.074,028474,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86630,,100,028475,100.186,028475,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86631,,100,028476,100.027,028476,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86632,,100,028477,100.025,028477,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86633,,100,028478,100.096,028478,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86634,,100,028479,100.047,028479,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86635,,100,028480,100.398,028480,12/31/2002,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86636,,100,028481,100.253,028481,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86637,,100,028482,100.2,028482,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86638,,100,028483,100.156,028483,12/31/1999,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86639,,100,028484,100.284,028484,12/31/1999,Clearwater County,180,Clearwater County,180,,SYSTEM,2014
86640,,100,028485,100.518,028485,12/10/2007,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86641,,100,028486,100.651,028486,12/10/2007,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86642,,100,028487,100.425,028487,12/10/2007,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86643,,100,028488,100.03,028488,12/31/1999,Murtaugh Hd,1240,Murtaugh Hd,1240,,SYSTEM,2014
86644,,100,028489,100.06,028489,12/31/1999,Murtaugh Hd,1240,Murtaugh Hd,1240,,SYSTEM,2014
86645,,100,028490,100.188,028490,12/31/1999,Buhl Hd,870,Buhl Hd,870,,SYSTEM,2014
86646,,100,028491,100.25,028491,12/31/1999,Ferdinand Hd,1010,Ferdinand Hd,1010,,SYSTEM,2014
86647,,100,028492,100.092,028492,12/31/1999,Atlanta Hd,855,Atlanta Hd,855,,SYSTEM,2014
86648,,100,028493,100.176,028493,12/31/1999,Atlanta Hd,855,Atlanta Hd,855,,SYSTEM,2014
86649,,100,028494,100.169,028494,9/18/2001,Payette County,380,Payette County,380,,SYSTEM,2014
86650,,100,028495,100.279,028495,9/18/2001,Payette County,380,Payette County,380,,SYSTEM,2014
86651,,100,028496,100.127,028496,9/18/2001,Payette County,380,Payette County,380,,SYSTEM,2014
86652,,100,028497,100.248,028497,9/18/2001,Payette County,380,Payette County,380,,SYSTEM,2014
86653,,100,028498,100.5,028498,12/31/1999,Valley County,430,Valley County,430,,SYSTEM,2014
86654,,100,028499,100.133,028499,12/31/1999,Valley County,430,Valley County,430,,SYSTEM,2014
86655,,100,028500,100.9,028500,12/31/1999,Adams County,20,Adams County,20,,SYSTEM,2014
86656,,100,028501,100.1,028501,12/31/1999,Adams County,20,Adams County,20,,SYSTEM,2014
86657,,100,028502,100.05,028502,12/31/1999,Gem County,230,Gem County,230,,SYSTEM,2014
86658,,100,028503,100.28,028503,12/31/1999,Gem County,230,Gem County,230,,SYSTEM,2014
86659,,100,028504,102.75,028504,5/22/2001,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86660,,100,028505,110.619,028505,5/22/2001,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86661,,100,028509,110.039,028509,5/30/2001,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86662,,100,028510,106.082,028510,9/1/2009,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86663,,100,028511,107.396,028511,8/31/2008,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86664,,100,028512,117.517,028512,5/30/2001,Three Creek Good Rd Hd,1400,Three Creek Good Rd Hd,1400,,SYSTEM,2014
86665,,100,028513,102.374,028513,5/29/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86666,,100,028514,100.2,028514,12/31/1999,Madison County,330,Madison County,330,,SYSTEM,2014
86667,,100,028515,103.8,028515,12/31/1999,Teton County,410,Teton County,410,,SYSTEM,2014
86668,,100,028516,100.2,028516,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86669,,100,028517,100.3,028517,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86670,,100,028518,100.2,028518,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86671,,100,028519,100.3,028519,12/31/2000,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86672,,100,028520,100.4,028520,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86673,,100,028521,100.25,028521,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86674,,100,028522,100.2,028522,12/31/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86675,,100,028524,101.583,028524,4/29/1999,South Latah Hd,1390,South Latah Hd,1390,,SYSTEM,2014
86676,,100,028525,100.076,028525,7/1/2010,Weiser,3440,Weiser,3440,,SYSTEM,2014
86677,,100,028526,100.45,028526,9/6/2001,Washington County,440,Washington County,440,,SYSTEM,2014
86678,,100,028527,100.128,028527,8/1/2001,Washington County,440,Washington County,440,,SYSTEM,2014
86679,,100,028528,100.512,028528,9/5/2001,Washington County,440,Washington County,440,,SYSTEM,2014
86680,,100,028529,100.55,028529,8/1/2001,Washington County,440,Washington County,440,,SYSTEM,2014
86681,,100,028530,100.189,028530,6/14/2000,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
86682,,100,028531,100.36,028531,12/31/1999,Hazelton,2290,Hazelton,2290,,SYSTEM,2014
86683,,100,028532,100.384,028532,12/31/1999,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2014
86684,,100,028533,101.008,028533,6/27/2000,Oakley Hd,1290,Oakley Hd,1290,,SYSTEM,2014
86685,,100,028534,104.423,028534,6/22/2000,Cassia County,160,Cassia County,160,,SYSTEM,2014
86686,,100,028535,101.002,028535,6/14/2000,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
86687,,100,028536,100.201,028536,7/12/2000,Oneida County,360,Oneida County,360,,SYSTEM,2014
86688,,100,028537,103.206,028537,1/1/2010,Oneida County,360,Oneida County,360,,SYSTEM,2014
86689,,100,028539,100.058,028539,7/17/2000,Boise County,80,Boise County,80,,SYSTEM,2014
86690,,100,028540,101.526,028540,7/12/2000,Oneida County,360,Oneida County,360,,SYSTEM,2014
86691,,100,028544,100.31,028544,8/31/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86692,,100,028545,108.248,028545,8/31/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86693,,100,028546,133.223,028546,8/31/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86694,,100,028547,102.728,028547,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86695,,100,028548,100.213,028548,5/20/2013,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86696,,100,028549,100.209,028549,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86697,,100,028551,100.806,028551,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86698,,100,028552,102.237,028552,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86699,,100,028553,100.224,028553,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86700,,100,028554,100.144,028554,5/1/2011,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86701,,100,028555,100.577,028555,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86702,,100,028557,102.54,028557,5/10/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86703,,100,028559,100.407,028559,5/10/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86704,,100,028560,101.543,028560,5/21/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86705,,100,028561,102.007,028561,5/15/2001,Gem Hd #3,1030,Gem Hd #3,1030,,SYSTEM,2014
86706,,100,028562,100.609,028562,5/15/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86707,,100,028563,101.156,028563,5/4/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86708,,100,028564,100.596,028564,5/7/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86709,,100,028590,100.105,028590,9/8/2003,Blackfoot,1650,Blackfoot,1650,,SYSTEM,2014
86710,,100,028985,100.254,028985,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86711,,100,028997,100.924,028997,5/7/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86712,,100,028998,100.968,028998,5/3/2001,Owyhee County,370,Owyhee County,370,,SYSTEM,2014
86713,,100,028999,100.059,028999,4/5/2000,Valley County,430,Valley County,430,,SYSTEM,2014
86714,,100,029000,100.051,029000,4/5/2000,Valley County,430,Valley County,430,,SYSTEM,2014
86715,,100,029001,100.026,029001,6/8/2000,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
86716,,100,029002,106.745,029002,5/20/2013,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
86717,,100,029003,106.568,029003,7/1/2002,Burley Hd,880,Burley Hd,880,,SYSTEM,2014
86718,,100,029004,100.455,029004,6/19/2000,Raft River Hd,1340,Raft River Hd,1340,,SYSTEM,2014
86719,,100,029005,100.283,029005,6/20/2000,Raft River Hd,1340,Raft River Hd,1340,,SYSTEM,2014
86720,,100,029007,100.509,029007,9/6/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86721,,100,029008,100.139,029008,6/26/2001,Downey-Swan Lake Hd,970,Downey-Swan Lake Hd,970,,SYSTEM,2014
86722,,100,029009,100.105,029009,12/31/2002,Downey-Swan Lake Hd,970,Downey-Swan Lake Hd,970,,SYSTEM,2014
86723,,100,029029,101.543,029029,10/25/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86724,,100,029042,100.195,029042,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86725,,100,029043,100.111,029043,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86726,,100,029044,100.954,029044,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86727,,100,029045,100.117,029045,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86728,,100,029048,100.569,029048,3/18/2010,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86729,,100,029049,100.126,029049,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86730,,100,029050,100.282,029050,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86731,,100,029051,100.35,029051,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86732,,100,029052,100.751,029052,10/30/2000,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86733,,100,029078,100.351,029078,12/31/2000,Eastside Hd #3,980,Eastside Hd #3,980,,SYSTEM,2014
86734,,100,029080,100.53,029080,9/27/1996,Eastside Hd #3,980,Eastside Hd #3,980,,SYSTEM,2014
86735,,100,029081,100.51,029081,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86736,,100,029082,100.75,029082,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86737,,100,029083,100.544,029083,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86738,,100,029084,100.264,029084,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86739,,100,029085,100.422,029085,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86740,,100,029086,100.335,029086,12/31/2000,Jefferson County,260,Jefferson County,260,,SYSTEM,2014
86741,,100,029087,100.5,029087,12/31/2000,Good Roads Hd Ii,1070,Good Roads Hd Ii,1070,,SYSTEM,2014
86742,,100,029088,100.25,029088,12/31/2000,Power County Hd,1320,Power County Hd,1320,,SYSTEM,2014
86743,,100,029089,100.25,029089,12/31/2000,Power County Hd,1320,Power County Hd,1320,,SYSTEM,2014
86744,,100,029090,101.3,029090,12/31/2000,Power County Hd,1320,Power County Hd,1320,,SYSTEM,2014
86745,,100,029091,100.5,029091,12/31/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86746,,100,029092,101,029092,12/31/2000,Lost River Hd,1210,Lost River Hd,1210,,SYSTEM,2014
86747,,100,029093,100.056,029093,12/31/2000,Madison County,330,Madison County,330,,SYSTEM,2014
86748,,100,029094,100.794,029094,12/31/2000,Madison County,330,Madison County,330,,SYSTEM,2014
86749,,100,029095,100.05,029095,12/31/2000,Madison County,330,Madison County,330,,SYSTEM,2014
86750,,100,029096,100.51,029096,5/1/2011,Madison County,330,Madison County,330,,SYSTEM,2014
86751,,100,029097,100.23,029097,12/31/2000,Madison County,330,Madison County,330,,SYSTEM,2014
86752,,100,029098,100.53,029098,12/31/2000,Madison County,330,Madison County,330,,SYSTEM,2014
86753,,100,029100,100.189,029100,12/19/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86754,,100,029102,100.187,029102,12/19/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86755,,100,029103,100.122,029103,5/20/2013,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86756,,100,029104,100.085,029104,2/19/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86757,,100,029253,100.251,029253,11/6/2003,Rathdrum,3060,Rathdrum,3060,,SYSTEM,2014
86758,,100,029255,100.374,029255,11/6/2003,Rathdrum,3060,Rathdrum,3060,,SYSTEM,2014
86759,,100,029259,100.995,029259,11/6/2003,Rathdrum,3060,Rathdrum,3060,,SYSTEM,2014
86760,,100,029263,100.326,029263,11/6/2003,Rathdrum,3060,Rathdrum,3060,,SYSTEM,2014
86761,,100,029264,100.307,029264,11/6/2003,Rathdrum,3060,Rathdrum,3060,,SYSTEM,2014
86762,,100,029414,100.433,029414,6/5/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86763,,100,029416,100.262,029416,6/5/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86764,,100,029417,100.112,029417,6/6/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86765,,100,029420,101.695,029420,6/6/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86766,,100,029421,100.347,029421,5/20/2013,Eagle,2000,Eagle,2000,,SYSTEM,2014
86767,,100,029422,100.215,029422,11/1/2010,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86768,,100,029423,100.063,029423,6/7/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86769,,100,029426,100.237,029426,7/23/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86770,,100,029427,100.253,029427,6/11/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86771,,100,029428,100.127,029428,9/1/2011,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86772,,100,029438,100.123,029438,6/11/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86773,,100,029439,100.1,029439,6/11/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86774,,100,029444,100.244,029444,9/5/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86775,,100,029445,100.276,029445,10/17/2001,Ada County Hd,840,Ada County Hd,840,,SYSTEM,2014
86776,,100,029448,100.089,029448,5/20/1998,Bingham County,60,Bingham County,60,,SYSTEM,2014
86777,,100,029454,100.733,029454,9/19/1996,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86778,,100,029537,100.105,029537,12/31/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86779,,100,029538,100.272,029538,12/31/2003,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86780,,100,029539,100.069,029539,12/31/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86781,,100,029540,100.119,029540,12/31/2000,Bonneville County,100,Bonneville County,100,,SYSTEM,2014
86782,,100,029541,100.59,029541,12/31/2000,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2014
86783,,100,029542,100.44,029542,12/31/2000,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2014
86784,,100,029543,100.5,029543,12/31/2000,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2014
86785,,100,029544,100.21,029544,12/31/2000,Jerome Hd,1140,Jerome Hd,1140,,SYSTEM,2014
86786,,100,029545,100.898,029545,1/1/2010,Blaine County,70,Blaine County,70,,SYSTEM,2014
86787,,100,029546,100.3,029546,12/31/2000,Raft River Hd,1340,Raft River Hd,1340,,SYSTEM,2014
86788,,100,029547,100.079,029547,11/1/2010,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86789,,100,029548,100.776,029548,11/1/2010,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86790,,100,029549,100.978,029549,5/20/2013,Unknown,1520,Unknown,1520,,SYSTEM,2014
86791,,100,029550,100.128,029550,12/10/2007,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86792,,100,029551,100.25,029551,12/31/2000,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86793,,100,029552,100.25,029552,12/31/2000,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86794,,100,029553,100.05,029553,12/31/2000,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86795,,100,029554,100.038,029554,5/1/2011,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86796,,100,029555,100.208,029555,12/10/2007,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86797,,100,029556,100.25,029556,12/31/2000,Twinfalls Hd,1410,Twinfalls Hd,1410,,SYSTEM,2014
86798,,100,029558,100.944,029558,6/21/2001,Fremont County,220,Fremont County,220,,SYSTEM,2014
86799,,100,029560,103.877,029560,12/31/2000,White Bird Hd,1460,White Bird Hd,1460,,SYSTEM,2014
86800,,100,029561,107.22,029561,12/31/2000,White Bird Hd,1460,White Bird Hd,1460,,SYSTEM,2014
86801,,100,029562,100.5,029562,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86802,,100,029563,100.6,029563,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86803,,100,029564,101.8,029564,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86804,,100,029565,100.8,029565,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86805,,100,029566,101.8,029566,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86806,,100,029567,100.8,029567,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86807,,100,029568,100.3,029568,12/31/2000,Caribou County,150,Caribou County,150,,SYSTEM,2014
86808,,100,029569,100.184,029569,12/31/2001,Bannock County,30,Bannock County,30,,SYSTEM,2014
86809,,100,029570,100.324,029570,12/31/2001,Bannock County,30,Bannock County,30,,SYSTEM,2014
86810,,100,029571,100.639,029571,6/1/2011,Bannock County,30,Bannock County,30,,SYSTEM,2014
86811,,100,029572,100.139,029572,7/18/2001,Bannock County,30,Bannock County,30,,SYSTEM,2014
86812,,100,029573,100.193,029573,7/18/2001,Bannock County,30,Bannock County,30,,SYSTEM,2014
86813,,100,029574,100.136,029574,12/31/2000,Bingham County,60,Bingham County,60,,SYSTEM,2014
86814,,100,029575,102.529,029575,1/1/2010,Oneida County,360,Oneida County,360,,SYSTEM,2014
86815,,100,029577,100.201,029577,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
86816,,100,029578,100.214,029578,5/20/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
86817,,100,029579,100.577,029579,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
86818,,100,029580,100.337,029580,5/30/2013,Bonner County,90,Bonner County,90,,SYSTEM,2014
86819,,100,029581,100.095,029581,5/1/2011,Lakes Hd,1190,Lakes Hd,1190,,SYSTEM,2014
86820,,100,029582,100.202,029582,5/20/2013,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86821,,100,029583,100.321,029583,12/31/2000,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86822,,100,029584,101.744,029584,12/31/2000,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86823,,100,029585,100.5,029585,12/31/2000,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
86824,,100,029586,100.379,029586,5/1/2011,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86825,,100,029587,100.132,029587,12/31/2000,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86826,,100,029588,100.511,029588,12/31/2000,Post Falls Hd,1310,Post Falls Hd,1310,,SYSTEM,2014
86827,,100,029589,100.1,029589,12/31/2000,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
86828,,100,029590,100.1,029590,5/20/2013,Bear Lake County,40,Bear Lake County,40,,SYSTEM,2014
86829,,100,029591,100.042,029591,9/1/2009,Gem County,230,Gem County,230,,SYSTEM,2014
86830,,100,029592,100.16,029592,7/1/2010,Highway District #1,1110,Highway District #1,1110,,SYSTEM,2014
86831,,100,029594,100.246,029594,12/31/2000,Valley County,430,Valley County,430,,SYSTEM,2014
86832,,100,029595,103.38,029595,12/31/2000,Valley County,430,Valley County,430,,SYSTEM,2014
